Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev
1,Michael Thomas,NO,HOU,1,4,1.5,1.0
2,DeAndre Hopkins,HOU,NO,1,6,1.9,0.6
3,Davante Adams,GB,CHI,1,10,4.4,1.7
4,Odell Beckham Jr.,CLE,TEN,2,19,4.6,2.1
5,Mike Evans,TB,SF,2,21,5.5,1.7
6,JuJu Smith-Schuster,PIT,NE,1,25,5.7,2.1
7,Julio Jones,ATL,MIN,3,24,6.6,2.8
8,Tyreek Hill,KC,JAC,3,31,8.9,2.3
9,Keenan Allen,LAC,IND,3,33,9.4,2.2
10,Adam Thielen,MIN,ATL,4,26,9.5,2.6
11,Julian Edelman,NE,PIT,4,39,12.7,3.1
12,Amari Cooper,DAL,NYG,7,28,13.3,2.7
13,Chris Godwin,TB,SF,1,22,14.0,2.9
14,Tyler Lockett,SEA,CIN,2,35,14.9,3.3
15,Stefon Diggs,MIN,ATL,6,54,15.4,5.5
16,Kenny Golladay,DET,ARI,8,44,16.0,3.9
17,Brandin Cooks,LAR,CAR,8,42,16.4,2.4
18,Robert Woods,LAR,CAR,8,57,17.9,3.3
19,Tyler Boyd,CIN,SEA,13,45,19.5,4.5
20,Cooper Kupp,LAR,CAR,14,31,21.3,2.9
21,Allen Robinson,CHI,GB,15,38,22.6,3.3
22,Dede Westbrook,JAC,KC,11,44,23.0,5.0
23,Alshon Jeffery,PHI,WAS,15,42,23.4,3.7
24,T.Y. Hilton,IND,LAC,8,38,23.6,4.0
25,D.J. Moore,CAR,LAR,7,37,25.3,3.8
26,Mike Williams,LAC,IND,15,64,28.1,3.5
27,Calvin Ridley,ATL,MIN,12,42,28.8,4.0
28,Josh Gordon,NE,PIT,14,49,29.2,6.4
29,Jarvis Landry,CLE,TEN,17,69,29.4,4.2
30,Will Fuller,HOU,NO,10,47,29.8,5.1
31,Marvin Jones,DET,ARI,14,51,30.5,5.2
32,Sterling Shepard,NYG,DAL,22,42,31.6,3.9
33,Dante Pettis,SF,TB,18,74,33.8,5.9
34,Curtis Samuel,CAR,LAR,19,49,35.6,4.7
35,Larry Fitzgerald,ARI,DET,9,62,36.2,4.5
36,Christian Kirk,ARI,DET,24,67,36.5,4.4
37,Robby Anderson,NYJ,BUF,26,58,37.8,5.7
38,Corey Davis,TEN,CLE,26,66,38.3,5.6
39,Sammy Watkins,KC,JAC,19,68,38.9,5.8
40,Tyrell Williams,OAK,DEN,11,57,39.8,7.9
41,Emmanuel Sanders,DEN,OAK,22,59,39.9,7.1
42,DeSean Jackson,PHI,WAS,20,55,43.3,5.9
43,Jamison Crowder,NYJ,BUF,13,70,44.8,4.6
44,Geronimo Allison,GB,CHI,16,57,43.8,5.1
45,Michael Gallup,DAL,NYG,27,73,45.6,6.1
46,Courtland Sutton,DEN,OAK,33,63,44.8,5.4
47,John Brown,BUF,NYJ,25,76,47.2,5.5
48,Donte Moncrief,PIT,NE,11,95,47.0,7.4
49,Marquez Valdes-Scantling,GB,CHI,36,72,48.9,4.5
50,Anthony Miller,CHI,GB,31,94,48.6,7.7
51,Albert Wilson,MIA,BAL,30,70,51.4,6.6
52,Marquise Goodwin,SF,TB,27,80,52.1,7.3
53,Mohamed Sanu,ATL,MIN,43,77,55.7,5.5
54,Tre'Quan Smith,NO,HOU,52,116,61.7,10.1
55,Adam Humphries,TEN,CLE,35,71,57.3,4.9
56,James Washington,PIT,NE,44,96,58.7,9.1
57,Keke Coutee,HOU,NO,41,90,57.4,9.2
58,Zay Jones,BUF,NYJ,40,102,63.4,9.5
59,Cole Beasley,BUF,NYJ,43,92,65.4,10.4
60,Devante Parker,MIA,BAL,28,83,61.7,6.9
61,DaeSean Hamilton,DEN,OAK,37,91,63.7,7.9
62,Ted Ginn,NO,HOU,48,108,66.7,9.2
63,Deebo Samuel,SF,TB,44,103,63.9,9.5
64,Trey Quinn,WAS,PHI,41,85,65.8,9.4
65,Quincy Enunwa,NYJ,BUF,32,80,65.4,6.8
66,Devin Funchess,IND,LAC,45,84,65.7,6.9
67,D.K. Metcalf,SEA,CIN,38,100,65.4,9.9
68,Rashard Higgins,CLE,TEN,38,95,69.0,9.3
69,Taylor Gabriel,CHI,GB,43,83,64.9,5.4
70,Kenny Stills,HOU,NO,39,115,69.5,11.0
71,Danny Amendola,DET,ARI,36,97,71.2,8.1
72,Willie Snead,BAL,MIA,46,99,73.7,8.0
73,Randall Cobb,DAL,NYG,43,93,72.8,7.1
74,John Ross,CIN,SEA,55,96,75.1,8.4
75,Hunter Renfrow,OAK,DEN,35,129,73.2,19.1
76,Miles Boykin,BAL,MIA,56,99,74.5,8.9
77,Paul Richardson,WAS,PHI,52,97,77.4,9.2
78,Nelson Agholor,PHI,WAS,47,98,77.9,6.6
79,Marquise Brown,BAL,MIA,25,101,79.9,8.9
80,Parris Campbell,IND,LAC,39,119,80.4,11.0
81,D.J. Chark,JAC,KC,46,122,80.6,11.1
82,Terry McLaurin,WAS,PHI,51,118,80.4,9.4
83,Mecole Hardman,KC,JAC,53,106,83.7,9.0
84,Phillip Dorsett,NE,PIT,61,111,81.8,9.4
85,Chris Conley,JAC,KC,26,100,83.3,8.0
86,Marqise Lee,JAC,KC,48,102,84.2,11.3
87,Breshad Perriman,TB,SF,53,105,86.6,7.9
88,Robert Foster,BUF,NYJ,62,110,84.3,9.3
89,A.J. Brown,TEN,CLE,65,103,87.7,5.0
90,KeeSean Johnson,ARI,DET,56,115,90.5,9.3
91,J.,PHI,WAS,69,117,92.9,8.1
92,Andy Isabella,ARI,DET,69,127,93.8,10.6
93,Travis Benjamin,LAC,IND,71,107,93.5,6.7
94,Keelan Cole,JAC,KC,77,161,95.2,11.8
95,Damion Willis,CIN,SEA,54,121,93.0,12.3
96,Michael Crabtree,ARI,DET,59,128,91.8,15.6
97,Cordarrelle Patterson,CHI,GB,68,120,97.3,7.5
98,Jake Kumerow,GB,CHI,73,132,99.4,8.1
99,Preston Williams,MIA,BAL,34,143,97.2,12.2
100,Josh Reynolds,LAR,CAR,80,154,99.3,11.3
101,Chris Hogan,CAR,LAR,65,125,101.0,7.5
