Name_ID,ID,Pos
Vikings  (11281972),11281972,DST
Ravens  (11281978),11281978,DST
Bears  (11281974),11281974,DST
Jaguars  (11281973),11281973,DST
Texans  (11281979),11281979,DST
Eagles  (11281976),11281976,DST
Rams  (11281975),11281975,DST
Broncos  (11281986),11281986,DST
Cowboys  (11281993),11281993,DST
Panthers  (11281981),11281981,DST
Dolphins  (11281980),11281980,DST
Seahawks  (11281977),11281977,DST
Bengals  (11281984),11281984,DST
Packers  (11281982),11281982,DST
Cardinals  (11281987),11281987,DST
Titans  (11281989),11281989,DST
Chargers  (11281991),11281991,DST
Giants  (11281988),11281988,DST
Saints  (11281983),11281983,DST
Chiefs  (11281990),11281990,DST
Raiders  (11281985),11281985,DST
Falcons  (11281992),11281992,DST
Colts  (11281994),11281994,DST
Redskins  (11281996),11281996,DST
49ers  (11281995),11281995,DST
Bills  (11281997),11281997,DST
Patrick Mahomes (11281155),11281155,QB
Drew Brees (11281158),11281158,QB
Aaron Rodgers (11281154),11281154,QB
Cam Newton (11281161),11281161,QB
Kirk Cousins (11281156),11281156,QB
Deshaun Watson (11281160),11281160,QB
Jimmy Garoppolo (11281157),11281157,QB
Matt Ryan (11281166),11281166,QB
Carson Wentz (11281159),11281159,QB
Jared Goff (11281163),11281163,QB
Russell Wilson (11281162),11281162,QB
Andrew Luck (11281169),11281169,QB
Blake Bortles (11281168),11281168,QB
Alex Smith (11281164),11281164,QB
Philip Rivers (11281165),11281165,QB
Andy Dalton (11281167),11281167,QB
Ryan Tannehill (11281174),11281174,QB
Eli Manning (11281176),11281176,QB
Joe Flacco (11281173),11281173,QB
Derek Carr (11281172),11281172,QB
Dak Prescott (11281177),11281177,QB
Mitchell Trubisky (11281171),11281171,QB
Case Keenum (11281175),11281175,QB
Sam Bradford (11281180),11281180,QB
Marcus Mariota (11281178),11281178,QB
Alvin Kamara (11281220),11281220,RB
Todd Gurley II (11281222),11281222,RB
Michael Thomas (11281452),11281452,WR
Julio Jones (11281460),11281460,WR
Ezekiel Elliott (11281226),11281226,RB
Melvin Gordon III (11281230),11281230,RB
DeAndre Hopkins (11281456),11281456,WR
Odell Beckham Jr. (11281458),11281458,WR
Tyreek Hill (11281454),11281454,WR
A.J. Green (11281468),11281468,WR
Christian McCaffrey (11281224),11281224,RB
Saquon Barkley (11281228),11281228,RB
Kareem Hunt (11281248),11281248,RB
Stefon Diggs (11281464),11281464,WR
Tevin Coleman (11281240),11281240,RB
Davante Adams (11281466),11281466,WR
Adam Thielen (11281462),11281462,WR
Keenan Allen (11281470),11281470,WR
Travis Kelce (11281774),11281774,TE
Latavius Murray (11281254),11281254,RB
T.Y. Hilton (11281474),11281474,WR
Zach Ertz (11281772),11281772,TE
Nelson Agholor (11281480),11281480,WR
Giovani Bernard (11281250),11281250,RB
David Johnson (11281232),11281232,RB
Emmanuel Sanders (11281478),11281478,WR
Brandin Cooks (11281472),11281472,WR
Kenyan Drake (11281256),11281256,RB
Chris Thompson (11281242),11281242,RB
Jordan Howard (11281238),11281238,RB
Lamar Miller (11281270),11281270,RB
Larry Fitzgerald (11281494),11281494,WR
Corey Clement (11281298),11281298,RB
Will Fuller V (11281482),11281482,WR
Allen Robinson II (11281496),11281496,WR
Matt Breida (11281260),11281260,RB
Amari Cooper (11281476),11281476,WR
T.J. Yeldon (11281264),11281264,RB
Devin Funchess (11281512),11281512,WR
Demaryius Thomas (11281502),11281502,WR
George Kittle (11281782),11281782,TE
Keelan Cole (11281488),11281488,WR
Jordan Reed (11281776),11281776,TE
Cooper Kupp (11281514),11281514,WR
Randall Cobb (11281504),11281504,WR
Kenny Stills (11281484),11281484,WR
Sammy Watkins (11281508),11281508,WR
Robert Woods (11281506),11281506,WR
Alex Collins (11281262),11281262,RB
Jimmy Graham (11281780),11281780,TE
Dion Lewis (11281282),11281282,RB
Kyle Rudolph (11281786),11281786,TE
Phillip Lindsay (11281280),11281280,RB
Marshawn Lynch (11281272),11281272,RB
