Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
47,Mike Evans,TB,NO,6,90,32.6,15.6,10.1,40.56
25,Marvin Jones,DET,CHI,3,46,26.4,7.9,12.9,20.80333333
121,Marvin Hall,DET,CHI,36,143,99.3,25.5,2,18.0625
102,Jalen Reagor,PHI,WAS,38,135,65.3,21.9,3.7,12.62131579
39,Courtland Sutton,DEN,TEN,16,102,34.7,13.9,11.1,12.075625
88,Mike Williams,LAC,CIN,36,129,83.4,19.9,5.1,11.00027778
68,Brandon Aiyuk,SF,ARI,9,103,63.6,9.8,7.4,10.67111111
93,Scott Miller,TB,NO,39,115,85.9,18.2,4.7,8.493333333
158,DeAndre Carter,HOU,KC,113,181,140.7,29.2,0.7,7.545486726
62,Kendrick Bourne,SF,ARI,27,104,66.4,14.1,8.8,7.363333333
31,DeSean Jackson,PHI,WAS,9,70,32,7.4,12,6.084444444
164,Malik Taylor,FA,,107,158,132.5,25.5,0.6,6.077102804
115,Justin Watson,TB,NO,58,132,102.2,18.4,2.2,5.837241379
111,Trent Taylor,SF,ARI,64,158,94.6,18.5,2.4,5.34765625
19,Amari Cooper,DAL,LAR,5,36,19.1,5,14.3,5
23,Will Fuller,HOU,KC,7,54,24.2,5.9,13.5,4.972857143
14,Keenan Allen,LAC,CIN,5,32,14.9,4.9,14.5,4.802
15,D.J. Chark,JAC,IND,5,35,17,4.8,14.5,4.608
51,Mecole Hardman,KC,HOU,11,77,53.5,6.9,9.9,4.328181818
123,Darnell Mooney,CHI,DET,75,173,114.8,18,1.9,4.32
78,Dede Westbrook,JAC,IND,43,110,78.6,13.6,6.6,4.301395349
27,Marquise Brown,BAL,CLE,7,52,28.3,5.4,12.6,4.165714286
160,James Proche,BAL,CLE,111,160,141,21.5,0.6,4.164414414
61,Steven Sims,WAS,PHI,38,100,64.5,12.5,8.9,4.111842105
128,John Hightower,PHI,WAS,73,150,119.2,17.2,1.6,4.05260274
113,Quintez Cephus,DET,CHI,68,148,100.6,16.2,2.3,3.859411765
134,Mohamed Sanu,FA,,72,120,96,16.6,1.3,3.827222222
24,Stefon Diggs,BUF,NYJ,6,35,24.5,4.7,13,3.681666667
66,Justin Jefferson,MIN,GB,38,106,65.9,11.7,7.8,3.602368421
159,Christian Blake,ATL,SEA,111,159,137.3,19.9,0.7,3.567657658
20,D.K. Metcalf,SEA,ATL,5,38,21.1,4.2,14.2,3.528
13,Cooper Kupp,LAR,DAL,6,32,14.5,4.6,14.6,3.526666667
110,Damiere Byrd,NE,MIA,46,119,96.5,12.7,2.4,3.506304348
28,Tyler Boyd,CIN,LAC,6,43,28.9,4.5,12.4,3.375
114,Tyler Johnson,TB,NO,76,153,112.2,15.5,2.2,3.161184211
112,Chris Hogan,NYJ,BUF,69,131,97.6,14.7,2.4,3.13173913
109,Tim Patrick,DEN,TEN,64,129,95.1,14.1,2.8,3.10640625
85,Greg Ward,PHI,WAS,47,111,86.5,12,5.5,3.063829787
6,Allen Robinson,CHI,DET,4,26,6.8,3.5,16.4,3.0625
26,Julian Edelman,NE,MIA,5,37,26.4,3.9,12.8,3.042
177,Trishton Jackson,LAR,DAL,135,175,155,20,0.2,2.962962963
45,Brandin Cooks,HOU,KC,24,66,43.4,8.4,10.3,2.94
155,Jake Kumerow,BUF,NYJ,100,134,117,17,0.7,2.89
30,A.J. Green,CIN,LAC,11,65,31.9,5.6,12.2,2.850909091
18,Terry McLaurin,WAS,PHI,6,37,18,4.1,14.3,2.801666667
174,Andre Roberts,BUF,NYJ,127,164,145.5,18.5,0.4,2.69488189
118,DaeSean Hamilton,DEN,TEN,79,154,110.2,14.5,2,2.661392405
21,Odell Beckham Jr.,CLE,BAL,8,39,22.6,4.6,14,2.645
22,T.Y. Hilton,IND,JAC,8,54,23.2,4.6,13.8,2.645
7,DeAndre Hopkins,ARI,SF,3,23,8.7,2.8,16.1,2.613333333
4,Tyreek Hill,KC,HOU,1,16,3.5,1.6,17.5,2.56
176,Malcolm Perry,MIA,NE,134,171,152.5,18.5,0.2,2.554104478
17,A.J. Brown,TEN,DEN,6,30,17.8,3.9,14.3,2.535
122,Ted Ginn,CHI,DET,79,132,110,14.1,1.9,2.516582278
108,Dontrelle Inman,WAS,PHI,43,117,100.4,10.3,2.8,2.467209302
11,Robert Woods,LAR,DAL,5,27,12.3,3.5,15.3,2.45
