Player Name,Team,rec_att,rec_yds,rec_tds,rush_att,rush_yds,rush_tds,fumbles,fpts
Michael Thomas,NO,7.9,96.8,0.6,0.0,0.2,0.0,0.1,21.3
Davante Adams,GB,7.0,86.3,0.6,0.0,0.0,0.0,0.0,19.4
Julio Jones,ATL,6.6,93.2,0.5,0.0,0.2,0.0,0.0,18.7
Tyreek Hill,KC,5.3,77.7,0.6,1.0,6.1,0.1,0.0,17.5
Chris Godwin,TB,5.7,79.3,0.5,0.2,0.9,0.0,0.0,16.8
Allen Robinson,CHI,5.8,73.7,0.5,0.2,0.7,0.0,0.0,16.0
Cooper Kupp,LAR,5.4,70.2,0.5,0.0,0.3,0.0,0.0,15.6
Robert Woods,LAR,5.7,69.8,0.4,0.4,3.7,0.0,0.0,15.6
DeAndre Hopkins,ARI,5.4,71.9,0.5,0.0,0.2,0.0,0.0,15.5
Calvin Ridley,ATL,5.0,67.1,0.6,0.2,1.3,0.0,0.0,15.3
Keenan Allen,LAC,5.8,68.3,0.4,0.4,2.1,0.0,0.0,15.2
D.J. Moore,CAR,5.3,71.1,0.4,0.7,4.3,0.0,0.1,15.2
Amari Cooper,DAL,5.1,69.4,0.5,0.2,0.7,0.0,0.0,15.1
Adam Thielen,MIN,5.1,68.3,0.5,0.2,1.8,0.0,0.0,15.1
JuJu Smith-Schuster,PIT,5.2,69.2,0.5,0.0,0.1,0.0,0.0,15.0
Tyler Lockett,SEA,4.7,68.6,0.5,0.4,2.1,0.0,0.0,14.9
T.Y. Hilton,IND,4.8,70.6,0.5,0.1,0.3,0.0,0.0,14.6
Terry McLaurin,WAS,4.9,69.4,0.4,0.2,0.5,0.0,0.0,14.5
Odell Beckham Jr.,CLE,5.1,68.0,0.4,0.1,0.3,0.0,0.0,14.4
Marvin Jones,DET,4.6,64.7,0.5,0.0,0.3,0.0,0.0,14.2
Will Fuller,HOU,4.7,64.8,0.5,0.2,1.1,0.0,0.0,14.2
DeVante Parker,MIA,4.7,67.0,0.4,0.1,0.4,0.0,0.0,14.1
A.J. Brown,TEN,4.1,66.5,0.5,0.5,2.9,0.0,0.0,13.9
Stefon Diggs,BUF,4.7,59.4,0.5,0.4,1.9,0.0,0.0,13.7
A.J. Green,CIN,4.6,64.9,0.4,0.0,0.0,0.0,0.0,13.6
Julian Edelman,NE,4.8,59.5,0.4,0.2,1.7,0.0,0.0,13.4
D.K. Metcalf,SEA,4.3,60.9,0.5,0.1,0.4,0.0,0.1,13.3
D.J. Chark,JAC,4.8,60.7,0.4,0.2,0.9,0.0,0.0,13.2
Michael Gallup,DAL,4.0,63.5,0.4,0.1,0.3,0.0,0.0,12.9
DeSean Jackson,PHI,3.9,58.7,0.4,0.5,2.6,0.0,0.0,12.5
Tyler Boyd,CIN,5.0,58.0,0.2,0.4,2.0,0.0,0.0,12.1
Jamison Crowder,NYJ,4.8,58.8,0.2,0.2,0.6,0.0,0.0,12.1
Jarvis Landry,CLE,4.9,59.8,0.2,0.3,1.3,0.0,0.1,12.0
Sterling Shepard,NYG,4.5,57.3,0.2,0.3,1.7,0.0,0.0,11.5
Sammy Watkins,KC,3.5,50.2,0.4,0.1,0.6,0.0,0.0,11.1
Anthony Miller,CHI,4.3,52.9,0.2,0.2,1.1,0.0,0.0,11.1
Diontae Johnson,PIT,4.3,52.0,0.2,0.5,2.0,0.0,0.1,11.0
Preston Williams,MIA,4.2,55.7,0.2,0.1,0.4,0.0,0.0,10.8
Marquise Brown,BAL,4.0,51.7,0.3,0.2,0.5,0.0,0.0,10.8
Christian Kirk,ARI,4.3,51.0,0.2,0.2,1.0,0.0,0.0,10.6
John Brown,BUF,3.9,50.9,0.2,0.3,1.4,0.0,0.0,10.3
Larry Fitzgerald,ARI,3.7,42.4,0.3,0.0,0.0,0.0,0.0,9.9
Danny Amendola,DET,4.0,47.7,0.2,0.1,0.3,0.0,0.0,9.7
Darius Slayton,NYG,3.5,48.5,0.2,0.3,1.0,0.0,0.0,9.5
CeeDee Lamb,DAL,3.7,46.1,0.2,0.2,0.9,0.0,0.0,9.5
Emmanuel Sanders,NO,3.7,46.9,0.2,0.1,0.3,0.0,0.0,9.5
Hunter Renfrow,LV,3.6,44.4,0.2,0.2,0.8,0.0,0.0,9.3
Jerry Jeudy,DEN,3.6,46.2,0.2,0.2,0.9,0.0,0.0,9.2
Breshad Perriman,NYJ,3.1,48.3,0.2,0.2,1.1,0.0,0.0,9.2
Henry Ruggs III,LV,3.5,43.5,0.2,0.6,2.4,0.0,0.0,9.1
Courtland Sutton,DEN,3.3,48.7,0.1,0.0,0.1,0.0,0.0,9.0
Kendrick Bourne,SF,3.5,46.1,0.1,0.1,0.3,0.0,0.0,9.0
Steven Sims,WAS,3.4,39.5,0.2,0.7,3.3,0.0,0.0,8.8
N'Keal Harry,NE,3.3,44.1,0.2,0.1,1.6,0.0,0.0,8.8
Robby Anderson,CAR,3.2,44.7,0.2,0.2,1.0,0.0,0.0,8.8
Golden Tate,NYG,3.5,41.4,0.2,0.3,0.6,0.0,0.0,8.6
Allen Lazard,GB,3.3,43.2,0.1,0.1,0.6,0.0,0.0,8.5
Parris Campbell,IND,3.4,39.5,0.1,0.4,2.2,0.0,0.0,8.5
Brandin Cooks,HOU,3.2,43.3,0.1,0.4,1.4,0.0,0.0,8.4
Cole Beasley,BUF,3.4,39.8,0.2,0.0,0.0,0.0,0.0,8.4
Brandon Aiyuk,SF,3.1,40.1,0.2,0.6,2.5,0.0,0.0,8.4
Curtis Samuel,CAR,2.9,34.3,0.1,0.9,7.5,0.1,0.0,8.3
Bryan Edwards,LV,3.3,41.5,0.1,0.1,0.7,0.0,0.0,8.3
Randall Cobb,HOU,3.2,39.1,0.1,0.3,1.2,0.0,0.0,8.1
Corey Davis,TEN,3.1,40.1,0.1,0.1,0.6,0.0,0.0,7.8
James Washington,PIT,3.0,39.2,0.1,0.2,0.7,0.0,0.0,7.8
Mike Evans,TB,2.9,38.5,0.2,0.1,0.6,0.0,0.0,7.7
