Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Buffalo (BUF)BUF DST,BUF,NYJ,1,5,1.8,0.9,8.8,0.81
2,Pittsburgh (PIT)PIT DST,PIT,NYG,1,10,2.1,1.5,8.4,2.25
3,Baltimore (BAL)BAL DST,BAL,CLE,1,14,4.3,1.8,8.0,3.24
4,New England (NE)NE DST,NE,MIA,1,18,4.6,2.6,7.7,6.760000000000001
5,Philadelphia (PHI)PHI DST,PHI,WAS,1,13,5.3,2.1,7.5,4.41
6,San Francisco (SF)SF DST,SF,ARI,2,12,6.1,2.0,7.5,2.0
7,Indianapolis (IND)IND DST,IND,JAC,1,20,7.1,3.1,7.5,9.610000000000001
8,Kansas City (KC)KC DST,KC,HOU,1,20,9.3,2.6,7.2,6.760000000000001
9,Chicago (CHI)CHI DST,CHI,DET,4,20,10.0,3.1,6.7,2.4025000000000003
10,Los Angeles (LAC)LAC DST,LAC,CIN,1,17,9.1,2.1,6.7,4.41
11,Tennessee (TEN)TEN DST,TEN,DEN,4,27,11.1,3.0,6.4,2.25
12,Denver (DEN)DEN DST,DEN,TEN,2,26,12.6,3.5,6.3,6.125
13,Detroit (DET)DET DST,DET,CHI,6,24,13.4,3.2,6.2,1.706666666666667
14,Minnesota (MIN)MIN DST,MIN,GB,7,28,14.2,3.3,6.1,1.5557142857142856
15,New Orleans (NO)NO DST,NO,TB,6,30,15.1,3.5,6.0,2.0416666666666665
16,Dallas (DAL)DAL DST,DAL,LAR,6,24,16.3,2.5,6.0,1.0416666666666667
17,Seattle (SEA)SEA DST,SEA,ATL,10,24,17.4,2.3,5.9,0.5289999999999999
18,Los Angeles (LAR)LAR DST,LAR,DAL,8,29,18.3,4.0,5.9,2.0
19,Green Bay (GB)GB DST,GB,MIN,10,27,19.0,2.9,5.9,0.841
20,New York (NYJ)NYJ DST,NYJ,BUF,10,29,20.0,3.2,5.9,1.0240000000000002
21,Las Vegas (LV)LV DST,LV,CAR,11,27,20.9,3.1,5.9,0.8736363636363638
22,Washington (WAS)WAS DST,WAS,PHI,6,32,21.2,4.1,5.7,2.8016666666666663
23,Cincinnati (CIN)CIN DST,CIN,LAC,9,31,22.5,3.0,5.7,1.0
24,Atlanta (ATL)ATL DST,ATL,SEA,16,31,24.0,2.3,5.6,0.33062499999999995
25,Tampa Bay (TB)TB DST,TB,NO,12,32,24.8,3.1,5.5,0.8008333333333334
26,Miami (MIA)MIA DST,MIA,NE,9,31,24.8,3.8,5.5,1.6044444444444443
27,Carolina (CAR)CAR DST,CAR,LV,17,32,25.8,2.6,5.5,0.39764705882352946
28,Jacksonville (JAC)JAC DST,JAC,IND,12,32,27.3,2.1,5.3,0.3675
29,Cleveland (CLE)CLE DST,CLE,BAL,18,32,27.6,3.3,5.2,0.605
30,New York (NYG)NYG DST,NYG,PIT,18,32,28.5,3.1,5.2,0.533888888888889
31,Arizona (ARI)ARI DST,ARI,SF,13,32,28.6,3.6,5.0,0.996923076923077
32,Houston (HOU)HOU DST,HOU,KC,21,32,30.4,2.3,4.9,0.25190476190476185
