Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Christian McCaffrey,CAR,LV,1,2,1.1,0.2,23.8,0.04000000000000001
2,Ezekiel Elliott,DAL,LAR,1,11,2.6,1.3,20.5,1.6900000000000002
3,Dalvin Cook,MIN,GB,1,12,3.7,1.7,19.9,2.8899999999999997
4,Alvin Kamara,NO,TB,2,23,5.6,2.2,19.3,2.4200000000000004
5,Josh Jacobs,LV,CAR,1,15,6.0,2.4,19.0,5.76
6,Saquon Barkley,NYG,PIT,2,17,5.2,2.5,18.5,3.125
7,Austin Ekeler,LAC,CIN,2,13,6.9,1.8,17.2,1.62
8,Derrick Henry,TEN,DEN,2,16,8.9,3.2,17.1,5.120000000000001
9,Clyde Edwards-Helaire,KC,HOU,3,23,9.6,3.0,17.1,3.0
10,Joe Mixon,CIN,LAC,4,16,10.7,2.1,16.2,1.1025
11,James Conner,PIT,NYG,4,24,10.8,2.9,16.1,2.1025
12,Aaron Jones,GB,MIN,5,20,11.3,2.2,15.3,0.9680000000000002
13,Kenyan Drake,ARI,SF,3,29,12.9,3.5,15.1,4.083333333333333
14,Todd Gurley,ATL,SEA,5,22,14.7,2.6,15.0,1.352
15,Chris Carson,SEA,ATL,7,28,14.9,2.2,14.4,0.6914285714285715
16,Nick Chubb,CLE,BAL,9,33,16.5,2.6,14.1,0.7511111111111112
17,David Johnson,HOU,KC,8,25,17.6,3.0,14.1,1.125
18,Mark Ingram II,BAL,CLE,9,27,18.8,3.0,14.0,1.0
19,Le'Veon Bell,NYJ,BUF,7,32,20.6,3.7,12.7,1.955714285714286
20,Raheem Mostert,SF,ARI,8,37,20.7,3.6,12.3,1.62
21,Melvin Gordon,DEN,TEN,13,34,21.3,3.2,12.1,0.7876923076923078
22,Boston Scott,PHI,WAS,5,53,23.7,8.8,11.3,15.488000000000003
23,James White,NE,MIA,11,38,23.7,3.8,11.6,1.3127272727272727
24,Jonathan Taylor,IND,JAC,13,50,24.5,4.6,11.5,1.6276923076923073
25,Kareem Hunt,CLE,BAL,7,39,25.9,4.0,11.1,2.2857142857142856
26,Tarik Cohen,CHI,DET,7,42,25.9,4.4,11.1,2.765714285714286
27,Devin Singletary,BUF,NYJ,15,40,26.7,3.6,10.5,0.8640000000000001
28,Antonio Gibson,WAS,PHI,17,47,28.6,4.9,9.9,1.4123529411764708
29,Marlon Mack,IND,JAC,12,48,29.2,6.4,9.9,3.413333333333334
30,Cam Akers,LAR,DAL,18,50,29.5,5.4,9.3,1.62
31,Ronald Jones II,TB,NO,22,56,34.0,5.2,9.2,1.2290909090909092
32,Phillip Lindsay,DEN,TEN,20,45,34.3,4.0,9.2,0.8
33,Jordan Howard,MIA,NE,26,49,36.6,4.4,8.8,0.7446153846153847
34,Chris Thompson,JAC,IND,14,66,35.9,7.9,8.8,4.457857142857143
35,Zack Moss,BUF,NYJ,22,60,37.8,4.9,8.6,1.0913636363636365
36,Sony Michel,NE,MIA,20,66,38.1,6.7,8.5,2.2445
37,Matt Breida,MIA,NE,29,52,38.3,4.2,8.6,0.6082758620689656
38,J.K. Dobbins,BAL,CLE,24,61,38.4,5.6,8.0,1.3066666666666664
39,Leonard Fournette,TB,NO,16,72,39.4,7.9,8.0,3.9006250000000002
40,Kerryon Johnson,DET,CHI,24,60,40.6,6.6,7.8,1.8149999999999997
41,D'Andre Swift,DET,CHI,25,62,39.8,6.9,7.9,1.9044000000000003
42,David Montgomery,CHI,DET,19,75,37.9,12.8,7.7,8.623157894736844
43,Latavius Murray,NO,TB,34,63,45.0,4.5,7.6,0.5955882352941176
44,James Robinson,JAC,IND,24,92,42.6,12.2,7.4,6.201666666666665
45,Duke Johnson,HOU,KC,25,59,44.1,5.4,7.3,1.1664
46,Tevin Coleman,SF,ARI,27,70,44.3,5.0,7.6,0.9259259259259259
47,Nyheim Hines,IND,JAC,29,62,46.6,5.5,7.2,1.043103448275862
48,Darrel Williams,KC,HOU,26,90,47.9,12.8,7.0,6.301538461538462
49,Joshua Kelley,LAC,CIN,31,75,50.6,6.4,6.6,1.3212903225806454
50,Rex Burkhead,NE,MIA,35,78,51.7,7.7,6.5,1.6940000000000002
51,Darrell Henderson,LAR,DAL,39,86,53.7,7.6,6.3,1.481025641025641
52,Alexander Mattison,MIN,GB,41,64,53.2,5.0,6.3,0.6097560975609756
53,Malcolm Brown,LAR,DAL,39,69,53.8,6.9,6.0,1.2207692307692308
54,Tony Pollard,DAL,LAR,37,64,52.4,4.3,6.3,0.4997297297297297
55,Jamaal Williams,GB,MIN,41,77,53.4,5.0,5.8,0.6097560975609756
56,Chase Edmonds,ARI,SF,37,73,58.3,5.6,5.8,0.8475675675675675
57,Adrian Peterson,DET,CHI,32,74,57.8,8.1,5.4,2.0503125
58,Jalen Richard,LV,CAR,46,72,57.4,4.3,5.5,0.4019565217391304
59,Justin Jackson,LAC,CIN,39,77,59.2,5.6,5.3,0.804102564102564
60,Jerick McKinnon,SF,ARI,32,78,58.8,7.6,5.1,1.805
61,Giovani Bernard,CIN,LAC,45,73,59.0,5.6,5.2,0.6968888888888888
62,J.D. McKissic,WAS,PHI,46,91,61.2,9.6,4.8,2.003478260869565
63,Frank Gore,NYJ,BUF,47,71,63.4,4.0,5.1,0.3404255319148936
64,Carlos Hyde,SEA,ATL,36,87,63.9,7.8,4.9,1.69
65,A.J. Dillon,GB,MIN,44,88,65.7,6.2,4.8,0.8736363636363638
66,Bryce Love,WAS,PHI,44,86,66.9,7.4,4.3,1.2445454545454546
67,Brian Hill,ATL,SEA,49,95,66.1,5.7,4.2,0.663061224489796
68,Benny Snell Jr.,PIT,NYG,51,81,68.1,4.8,4.1,0.4517647058823529
69,Anthony McFarland Jr.,PIT,NYG,51,89,66.8,7.7,4.1,1.1625490196078432
70,Peyton Barber,WAS,PHI,42,84,70.3,6.9,3.8,1.1335714285714287
71,Corey Clement,PHI,WAS,27,97,57.6,18.7,3.4,12.951481481481482
72,LeSean McCoy,TB,NO,46,92,70.6,9.3,3.2,1.880217391304348
73,Dion Lewis,NYG,PIT,58,89,70.3,4.5,3.1,0.34913793103448276
74,Ito Smith,ATL,SEA,54,90,73.7,5.7,2.7,0.6016666666666667
75,Gus Edwards,BAL,CLE,63,91,75.6,5.0,3.0,0.3968253968253968
76,Jaylen Samuels,PIT,NYG,50,85,73.1,7.6,2.6,1.1552
77,Lynn Bowden Jr.,MIA,NE,54,116,75.8,8.2,2.5,1.2451851851851852
78,Ke'Shawn Vaughn,TB,NO,37,99,75.1,11.2,2.5,3.39027027027027
79,DeeJay Dallas,SEA,ATL,58,109,78.3,6.3,2.4,0.6843103448275861
80,Royce Freeman,DEN,TEN,61,94,78.5,5.1,2.3,0.4263934426229508
81,Mike Davis,CAR,LV,67,93,82.0,4.6,2.2,0.315820895522388
82,Ryan Nall,CHI,DET,42,105,78.5,9.4,2.1,2.1038095238095242
83,Patrick Laird,MIA,NE,58,98,81.9,3.8,1.3,0.2489655172413793
84,Darwin Thompson,KC,HOU,57,91,83.7,5.5,1.7,0.5307017543859649
85,Mike Boone,MIN,GB,77,96,85.3,3.1,1.3,0.12480519480519482
86,Kyle Juszczyk,SF,ARI,58,90,80.2,6.4,1.2,0.7062068965517243
87,Devontae Booker,LV,CAR,53,94,84.2,6.7,1.1,0.8469811320754717
88,Wayne Gallman,NYG,PIT,72,107,87.2,6.6,1.1,0.605
89,Eno Benjamin,ARI,SF,59,118,88.8,7.0,1.0,0.8305084745762712
90,T.J. Yeldon,BUF,NYJ,79,105,89.5,4.5,1.0,0.2563291139240506
91,Jordan Wilkins,IND,JAC,81,107,91.1,4.7,1.0,0.2727160493827161
92,Qadree Ollison,ATL,SEA,71,104,90.0,5.7,1.0,0.45760563380281694
93,Dare Ogunbowale,JAC,IND,48,98,85.3,9.9,0.9,2.041875
94,Travis Homer,SEA,ATL,67,120,92.3,5.7,0.9,0.4849253731343284
95,DeAndre Washington,KC,HOU,76,108,93.0,6.3,0.9,0.5222368421052631
96,Ryquell Armstead,JAC,IND,50,97,83.7,11.6,0.9,2.6912000000000003
97,Ty Montgomery,NO,TB,67,111,91.9,8.5,0.9,1.078358208955224
98,Ameer Abdullah,MIN,GB,81,119,95.4,7.7,0.7,0.7319753086419754
99,Khari Blasingame,TEN,DEN,78,107,92.9,7.3,0.9,0.6832051282051282
100,CJ Ham,MIN,GB,69,100,89.8,6.8,0.8,0.6701449275362318
101,Tyler Ervin,GB,MIN,72,117,94.6,10.2,0.7,1.4449999999999998
102,Alec Ingold,LV,CAR,86,104,96.9,4.5,0.7,0.23546511627906977
103,Trayveon Williams,CIN,LAC,85,123,102.1,7.8,0.7,0.7157647058823529
104,Reggie Bonnafon,CAR,LV,87,109,94.3,7.1,0.7,0.5794252873563218
105,Jeff Wilson,SF,ARI,74,105,95.2,8.6,0.7,0.9994594594594594
106,Buddy Howell,HOU,KC,80,112,99.9,8.1,0.5,0.820125
107,Ty Johnson,DET,CHI,76,114,92.8,12.8,0.5,2.155789473684211
108,Kalen Ballage,FA,,86,92,89.3,2.4,0.5,0.0669767441860465
109,Senorise Perry,TEN,DEN,68,111,89.8,16.0,0.5,3.764705882352941
110,Patrick Ricard,BAL,CLE,78,102,97.2,3.7,0.5,0.17551282051282052
111,Jakob Johnson,NE,MIA,77,108,100.5,4.3,0.3,0.2401298701298701
112,J.J. Taylor,NE,MIA,86,113,97.8,8.7,0.4,0.8801162790697673
113,Trenton Cannon,CAR,LV,77,126,100.6,15.9,0.4,3.283246753246753
114,Anthony Sherman,KC,HOU,90,104,98.6,4.9,0.3,0.26677777777777784
115,Myles Gaskin,MIA,NE,79,111,99.6,11.7,0.3,1.7327848101265821
116,Jason Huntley,PHI,WAS,80,124,103.0,14.4,0.3,2.592
117,Derrius Guice,FA,,87,96,92.7,4.0,0.2,0.1839080459770115
118,D'Ernest Johnson,CLE,BAL,85,108,102.0,5.3,0.3,0.3304705882352941
119,Elijhaa Penny,NYG,PIT,77,112,93.7,14.3,0.2,2.6557142857142857
120,Andy Janovich,CLE,BAL,84,109,97.0,10.2,0.2,1.2385714285714284
121,Rodney Anderson,FA,,90,93,91.5,1.5,0.1,0.025
122,Rico Dowdle,DAL,LAR,99,110,103.5,4.2,0.1,0.1781818181818182
123,Lamar Miller,FA,,92,115,103.5,11.5,0.1,1.4375
124,Xavier Jones,LAR,DAL,103,112,107.7,3.7,0.1,0.13291262135922333
