Date,Team,Opp,Total_Score,Win_Prob,Expected_Points,Year,Week,OwnPer_RB,Expected_Points_RB,OwnPer_QB,Expected_Points_QB,OwnPer_WR,Expected_Points_WR,OwnPer_TE,Expected_Points_TE,OwnPer_DST,Expected_Points_DST
09/13,MIA,NE,41.5,0.2777777777777778,17.25,2020,1,0.018666666000000002,20.900290000000002,0.006999999999999999,15.6,0.054333333000000004,28.700000000000003,0.032,13.200000000000001,0.014,5.7
09/13,CLE,BAL,47.5,0.2631578947368421,20.0,2020,1,0.050333334,26.5,0.011666667,14.8,0.09999999999999999,31.599999999999994,0.018,17.24,0.006,5.4
09/13,NYJ,BUF,39.5,0.2857142857142857,16.5,2020,1,0.026000000000000002,18.928,0.006999999999999999,12.445999999999998,0.053000001000000005,26.532000000000007,0.099,12.078000000000003,0.035,6.136000000000001
09/13,LV,CAR,48.0,0.6,29.0,2020,1,0.25000000099999997,27.5,0.028333333,16.4,0.119,32.99999999999999,0.063666667,20.299999999999997,0.006,5.9
09/13,SEA,ATL,49.0,0.5,24.0,2020,1,0.08333333300000001,23.0,0.120333333,20.7,0.27266666700000003,39.67549999999999,0.015666667,14.3,0.0305,6.0
09/13,PHI,WAS,42.0,0.7222222222222222,24.0,2020,1,0.412666667,16.6,0.06433333299999999,20.499999999999993,0.22666666700000002,39.370000000000005,0.143666667,24.699999999999996,0.0535,7.7
09/13,CHI,DET,42.5,0.4545454545454545,20.0,2020,1,0.052333333,21.299999999999997,0.031666667,23.3,0.15133333300000001,48.70013,0.011333333,11.119999999999997,0.0245,7.3
09/13,IND,JAC,44.5,0.7619047619047619,25.75,2020,1,0.097000001,31.1,0.033,17.7,0.15766666700000004,35.40013,0.053666667,12.6,0.1025,7.5
09/13,GB,MIN,44.5,0.4761904761904762,21.25,2020,1,0.052333334,26.800000000000004,0.028333333,17.600000000000005,0.234,36.62021000000001,0.016666667,12.759999999999996,0.015,6.0
09/13,LAC,CIN,41.0,0.5918367346938775,25.5,2020,1,0.130999999,30.200000000000003,0.053666667,19.3,0.074666667,28.4,0.037666667,15.300000000000002,0.08900000000000001,7.0
09/13,ARI,SF,48.0,0.2857142857142857,20.5,2020,1,0.054666666999999995,23.0,0.028,18.799999999999997,0.12300000000000001,42.6,0.011333333999999999,8.400000000000002,0.0205,5.2
09/13,TB,NO,48.0,0.38461538461538464,22.25,2020,1,0.032,23.900000000000002,0.039333333,17.799999999999994,0.145,43.620000000000005,0.050666667,21.36,0.0185,5.7
09/13,DAL,LAR,51.5,0.5744680851063829,27.0,2020,1,,,,,,,,,,
09/13,NE,MIA,41.5,0.7619047619047619,24.25,2020,1,0.082999999,28.600000000000005,0.08033333299999999,21.499999999999993,0.11933333400000001,34.525,0.008,6.700000000000002,0.1355,7.9
09/13,BAL,CLE,47.5,0.7727272727272727,27.5,2020,1,0.087666667,26.1,0.142,23.2,0.219666667,31.19,0.115666667,18.4,0.097,8.0
09/13,BUF,NYJ,39.5,0.75,23.0,2020,1,0.042666666,22.776000000000003,0.052000000000000005,18.326,0.095666667,34.154999999999994,0.016666667,7.425089100000001,0.0695,8.424
09/13,CAR,LV,48.0,0.43478260869565216,19.0,2020,1,0.284,28.900000000000002,0.029333333,17.099999999999994,0.103666667,38.26,0.023,9.599999999999998,0.0175,5.7
09/13,ATL,SEA,49.0,0.5454545454545454,25.0,2020,1,0.076333333,24.099999999999998,0.078333333,18.899999999999995,0.29333333300000003,44.45000000000001,0.069666667,12.9,0.0185,5.7
09/13,WAS,PHI,42.0,0.3125,18.0,2020,1,0.181333333,21.580419999999997,0.023,12.999999999999995,0.207,34.915000000000006,0.03066666700000001,10.28,0.083,5.8
09/13,DET,CHI,42.5,0.5833333333333334,22.5,2020,1,0.031000000000000003,21.899999999999995,0.035666667,17.499999999999996,0.143000001,35.65,0.075666667,16.71,0.0385,6.4
09/13,JAC,IND,44.5,0.2777777777777778,18.75,2020,1,0.061666665999999995,19.049999999999997,0.012666667,16.800000000000004,0.122,36.800599999999996,0.018333333,9.180000000000001,0.008,5.6
09/13,MIN,GB,44.5,0.5652173913043478,23.25,2020,1,0.13800000099999998,30.2,0.014666667,16.100000000000005,0.123333333,34.05009,0.012666667,14.719999999999994,0.0305,6.4
09/13,CIN,LAC,41.0,0.4444444444444444,15.5,2020,1,0.096666667,22.299999999999997,0.019666667,15.300000000000004,0.080666667,45.65,0.011333333999999999,7.899999999999999,0.0185,5.8
09/13,SF,ARI,48.0,0.75,27.5,2020,1,0.103000001,28.1,0.059666667,17.399999999999995,0.048333333,30.555000000000003,0.14066666699999997,23.899999999999995,0.0575,7.7
09/13,NO,TB,48.0,0.6428571428571429,25.75,2020,1,0.179,28.299999999999997,0.050666667,19.201666667000005,0.22766666700000002,41.06000000000001,0.028,14.7,0.039,6.3
09/13,LAR,DAL,51.5,0.4651162790697674,24.5,2020,1,,,,,,,,,,
