Laquon Treadwell,1.6
Kyle Rudolph,1.2
Aldrick Robinson,1.5
Keke Coutee,0.0001
Vyncint Smith,5
Ryan Griffin,1.6
Chris Thompson,0.0001
Jordan Howard,1.2
Chicago Bears,1.1
Torrey Smith,0.0001
Ryan Tannehill,0.0001
Kenny Stills,1.0001
Jamison Crowder,0.0001
Chris Thompson,0.0001
Keke Coutee,0.0001
DaeSean Hamilton,0.0001
Mike Davis,1.3
Chris Carson,0.8
Antonio Callaway,1.0001
Stefon Diggs,0.0001
Royce Freeman,1.0001
Allen Robinson,0.0001
Andre Roberts,1.0001
Robby Anderson,1.0001
Quincy Enunwa,1.0001
A.J. Derby,1.0001
Kapri Bibbs,1.1
Paul Richardson,1.1
Luke Willson,1.4
Michael Roberts,0.85
Neal Sterling,0.0001
Josh Allen,0.0001
Derek Anderson,0.0001
Cam Phillips,0.0001
Kevin White,0.0001
Trey Burton,1.1
Taylor Gabriel,1.1
Anthony Miller,1.2
Josh Bellamy,2
Alex Collins,1.2
Javorius Allen,1.2
Hayden Hurst,0.7
Nick Boyle,1.7
Mark Andrews,1.2
TJ Jones,1.3
Justin Hunter,0.00001
Quincy Enunwa,1.8
Robby Anderson,1.2
Jermaine Kearse,0.8
Ed Dickson,1.4
Sammie Coates,3
DeAndre Hopkins,1.1
Julio Jones,1.1
Lamar Miller,1.1
Doug Baldwin,1.1
