Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,Status
1,Antonio Brown,PIT,IND,1,2,1.1,0.3
2,A.J. Green,CIN,TEN,2,14,3.3,1.7
3,Julio Jones,ATL,DAL,2,12,3.4,1.5
4,Doug Baldwin,SEA,ARI,1,10,4.0,2.0
5,Michael Thomas,NO,BUF,1,12,5.1,2.3
6,Golden Tate,DET,CLE,1,13,6.5,2.3
7,DeAndre Hopkins,HOU,LAR,3,14,6.9,1.9
8,Dez Bryant,DAL,ATL,4,22,9.5,3.6
9,Demaryius Thomas,DEN,NE,7,22,10.0,3.1
10,Adam Thielen,MIN,WAS,5,18,10.7,2.7
11,Jarvis Landry,MIA,CAR,5,16,11.4,2.5
12,Brandin Cooks,NE,DEN,6,24,12.1,3.6
13,Marvin Jones,DET,CLE,6,26,12.4,3.9
14,Larry Fitzgerald,ARI,SEA,6,29,15.3,3.5
15,Stefon Diggs,MIN,WAS,6,51,15.9,5.7
16,Devin Funchess,CAR,MIA,8,25,16.6,3.9
17,Devante Parker,MIA,CAR,10,32,17.8,4.0
18,Sterling Shepard,NYG,SF,11,29,18.1,3.2
19,Robby Anderson,NYJ,TB,7,27,18.4,3.5
20,T.Y. Hilton,IND,PIT,8,35,20.4,5.5
21,Keenan Allen,LAC,JAC,15,33,21.2,4.0
22,Robert Woods,LAR,HOU,18,34,22.6,2.7
23,Mohamed Sanu,ATL,DAL,14,33,23.6,3.7
24,Emmanuel Sanders,DEN,NE,17,49,23.8,5.2
25,DeSean Jackson,TB,NYJ,19,34,23.8,2.8
26,JuJu Smith-Schuster,PIT,IND,8,43,24.8,5.8
27,Jordy Nelson,GB,CHI,19,49,28.0,5.1
28,Ted Ginn,NO,BUF,20,46,29.9,4.8
29,Davante Adams,GB,CHI,11,42,31.1,4.5
30,Marqise Lee,JAC,LAC,20,42,31.3,4.0
31,Rishard Matthews,TEN,CIN,21,47,31.8,4.4
32,Cooper Kupp,LAR,HOU,24,48,32.5,5.3
33,Tyler Lockett,SEA,ARI,16,45,33.6,4.2
34,Kelvin Benjamin,BUF,NO,25,47,33.9,4.5
35,Sammy Watkins,LAR,HOU,24,69,36.6,8.3
36,Danny Amendola,NE,DEN,28,51,36.9,5.3
37,Jermaine Kearse,NYJ,TB,25,53,37.4,4.7
38,Corey Davis,TEN,CIN,25,52,38.4,5.7
39,Adam Humphries,TB,NYJ,26,56,39.1,6.6
40,Randall Cobb,GB,CHI,34,54,40.6,4.1
41,Paul Richardson,SEA,ARI,23,56,41.2,6.8
42,Marquise Goodwin,SF,NYG,25,58,42.3,5.5
43,Terrance Williams,DAL,ATL,32,52,44.1,4.3
44,Jamison Crowder,WAS,MIN,23,60,43.6,8.6
45,Will Fuller,HOU,LAR,29,57,44.9,5.4
46,Allen Hurns,JAC,LAC,30,56,45.3,5.0
47,Jordan Matthews,BUF,NO,32,63,46.7,6.4
48,Cole Beasley,DAL,ATL,36,56,46.8,4.1
49,Josh Doctson,WAS,MIN,27,59,47.3,5.1
50,Curtis Samuel,CAR,MIA,33,62,50.5,5.1
51,Kenny Stills,MIA,CAR,37,60,50.5,3.7
52,Aldrick Robinson,SF,NYG,40,67,51.4,8.0
53,Martavis Bryant,PIT,IND,29,67,52.4,6.3
54,Eric Decker,TEN,CIN,35,63,52.2,5.8
55,John Brown,ARI,SEA,42,65,53.2,3.5
56,Ricardo Louis,CLE,DET,41,68,57.2,4.4
57,Tyrell Williams,LAC,JAC,47,67,57.5,4.2
58,Chris Godwin,TB,NYJ,35,71,59.4,7.7
59,TJ Jones,DET,CLE,50,85,59.3,6.1
60,Kendall Wright,CHI,GB,17,72,59.0,7.3
61,Brandon LaFell,CIN,TEN,35,71,59.8,6.7
62,Deonte Thompson,BUF,NO,40,84,66.1,10.0
63,Donte Moncrief,IND,PIT,54,76,63.4,4.6
64,Ryan Grant,WAS,MIN,50,74,64.9,5.3
65,Taylor Gabriel,ATL,DAL,50,76,65.1,5.0
66,Terrelle Pryor,WAS,MIN,53,95,67.1,6.7
67,Tavarres King,NYG,SF,51,83,66.1,5.7
68,Tre McBride,CHI,GB,56,89,63.8,6.6
69,Kenny Britt,CLE,DET,36,101,76.5,9.6
70,Travis Benjamin,LAC,JAC,54,75,64.7,4.1
71,Dontrelle Inman,CHI,GB,56,93,71.6,9.1
72,Phillip Dorsett,NE,DEN,57,92,72.4,6.7
73,Willie Snead,NO,BUF,54,97,72.7,7.0
74,Brice Butler,DAL,ATL,57,108,78.1,8.2
75,Brandon Coleman,NO,BUF,57,88,75.9,5.0
76,Roger Lewis,NYG,SF,59,87,74.2,5.6
77,Russell Shepard,CAR,MIA,59,91,75.4,7.0
78,Bennie Fowler,DEN,NE,61,83,73.0,4.5
79,Jaron Brown,ARI,SEA,64,86,75.3,6.3
80,Kendrick Bourne,SF,NYG,67,102,77.9,7.3
81,Tanner Gentry,CHI,GB,71,101,79.5,5.6
82,J.J. Nelson,ARI,SEA,66,88,79.5,5.7
83,Bruce Ellington,HOU,LAR,67,95,83.5,7.7
84,Kenny Golladay,DET,CLE,65,130,84.6,14.0
85,Josh Malone,CIN,TEN,74,111,85.4,5.7
86,Rashard Higgins,CLE,DET,74,99,85.6,6.5
87,Bryce Treggs,CLE,DET,75,97,86.0,5.8
88,Keelan Cole,JAC,LAC,73,102,86.6,6.1
89,Jarius Wright,MIN,WAS,75,112,86.6,10.5
90,Laquon Treadwell,MIN,WAS,80,104,87.2,6.9
91,Tavon Austin,LAR,HOU,73,125,87.9,7.9
92,John Ross,CIN,TEN,70,139,88.3,10.8
93,Mike Williams,LAC,JAC,69,96,88.9,5.6
94,Justin Hardy,ATL,DAL,72,102,89.5,7.8
95,Cody Latimer,DEN,NE,86,95,90.8,2.6
96,Eli Rogers,PIT,IND,71,134,90.8,11.0
97,Brian Quick,WAS,MIN,62,110,91.0,13.9
98,Chad Hansen,NYJ,TB,83,96,91.3,4.6
99,Chester Rogers,IND,PIT,79,99,91.7,6.7
100,Bernard Reedy,TB,NYJ,62,126,92.0,16.2
101,ArDarius Stewart,NYJ,TB,74,106,92.1,5.8
102,Andre Holmes,BUF,NO,74,124,92.2,9.1
103,Matt Slater,NE,DEN,65,104,92.5,16.0
104,Kasen Williams,CLE,DET,75,122,94.5,9.9
105,Alex Erickson,CIN,TEN,84,109,94.8,7.9
106,Josh Bellamy,CHI,GB,77,123,95.2,11.5
107,Markus Wheaton,CHI,GB,87,116,95.6,5.0
108,Jeremy Kerley,NYJ,TB,90,100,96.0,2.3
109,Taywan Taylor,TEN,CIN,89,117,97.6,7.8
110,Travis Rudolph,NYG,SF,97,106,100.1,2.7
