Player Name,Team,rec_att,rec_yds,rec_tds,fumbles,fpts
Rob Gronkowski,NE,5.0,70.6,0.6,0.0,15.8
Evan Engram,NYG,5.2,61.8,0.5,0.0,14.2
Jack Doyle,IND,5.4,52.0,0.2,0.1,11.8
Jimmy Graham,SEA,4.2,48.5,0.4,0.1,11.5
Austin Seferian-Jenkins,NYJ,4.2,42.0,0.4,0.1,10.6
Delanie Walker,TEN,4.3,46.6,0.3,0.1,10.6
Kyle Rudolph,MIN,4.1,40.3,0.4,0.0,10.3
Jason Witten,DAL,4.2,43.5,0.3,0.1,10.1
Cameron Brate,TB,3.5,40.5,0.4,0.0,9.8
Tyler Kroft,CIN,3.5,38.4,0.3,0.0,9.2
Hunter Henry,LAC,3.3,39.4,0.3,0.0,8.9
Charles Clay,BUF,3.4,36.2,0.3,0.0,8.7
Austin Hooper,ATL,3.0,35.4,0.3,0.0,8.4
Vernon Davis,WAS,3.1,39.1,0.2,0.1,8.0
Ed Dickson,CAR,2.5,33.2,0.2,0.0,7.2
Eric Ebron,DET,2.8,31.0,0.2,0.0,7.2
Julius Thomas,MIA,2.9,29.5,0.2,0.0,6.8
David Njoku,CLE,2.6,27.2,0.2,0.0,6.4
Garrett Celek,SF,2.5,25.2,0.2,0.0,6.3
A.J. Derby,DEN,2.4,27.0,0.2,0.1,6.0
Coby Fleener,NO,2.0,23.5,0.2,0.0,5.8
O.J. Howard,TB,2.0,25.0,0.2,0.1,5.7
Marcedes Lewis,JAC,1.8,21.6,0.3,0.0,5.5
Dion Sims,CHI,1.9,22.2,0.2,0.0,5.5
Jesse James,PIT,1.9,21.5,0.2,0.0,5.5
C.J. Fiedorowicz,HOU,2.2,21.2,0.2,0.0,5.3
Jermaine Gresham,ARI,2.2,22.0,0.1,0.0,5.1
Tyler Higbee,LAR,1.9,22.0,0.2,0.0,5.1
Darren Fells,DET,1.7,18.6,0.2,0.0,4.9
Antonio Gates,LAC,1.9,18.8,0.2,0.0,4.8
Vance McDonald,PIT,1.5,20.8,0.2,0.0,4.6
Seth DeValve,CLE,1.8,19.2,0.1,0.0,4.3
Gerald Everett,LAR,1.2,17.2,0.1,0.0,3.7
Luke Willson,SEA,1.3,14.8,0.1,0.0,3.7
Lance Kendricks,GB,1.4,14.4,0.1,0.0,3.4
Jonnu Smith,TEN,1.2,12.7,0.1,0.0,3.3
Nick O'Leary,BUF,1.2,16.3,0.1,0.1,3.2
Richard Rodgers,GB,1.4,12.9,0.1,0.0,3.1
Rhett Ellison,NYG,1.2,12.3,0.1,0.0,3.1
Josh Hill,NO,1.2,11.8,0.1,0.0,2.9
Virgil Green,DEN,1.0,11.7,0.1,0.0,2.9
Stephen Anderson,HOU,1.2,12.1,0.1,0.0,2.9
Jerell Adams,NYG,1.1,10.7,0.1,0.0,2.7
Luke Stocker,TB,1.0,10.0,0.1,0.0,2.7
Eric Tomlinson,NYJ,1.0,11.7,0.1,0.0,2.7
Troy Niklas,ARI,1.0,10.8,0.1,0.0,2.6
Jeff Heuerman,DEN,0.9,9.7,0.1,0.0,2.5
Logan Paulsen,SF,1.2,11.5,0.1,0.1,2.5
Adam Shaheen,CHI,0.8,8.7,0.1,0.0,2.3
Anthony Fasano,MIA,1.0,8.1,0.1,0.0,2.3
Michael Hoomanawanui,NO,0.7,7.3,0.1,0.1,1.6
C.J. Uzomah,CIN,0.6,6.6,0.1,0.0,1.6
Jordan Leggett,NYJ,0.6,5.5,0.1,0.0,1.4
Brandon Williams,IND,0.6,6.5,0.0,0.0,1.4
Geoff Swaim,DAL,0.5,4.9,0.1,0.0,1.3
James O'Shaughnessy,JAC,0.6,6.2,0.0,0.0,1.3
Daniel Brown,CHI,0.5,5.3,0.0,0.0,1.3
Levine Toilolo,ATL,0.5,5.1,0.0,0.0,1.2
Derek Carrier,LAR,0.4,4.4,0.0,0.0,1.1
Nick Vannett,SEA,0.5,3.9,0.0,0.0,1.0
David Morgan,MIN,0.4,4.5,0.0,0.0,1.0
Xavier Grimble,PIT,0.3,3.6,0.0,0.0,0.9
Chris Manhertz,CAR,0.3,3.8,0.0,0.0,0.8
Logan Thomas,BUF,0.4,4.0,0.0,0.0,0.8
Darrell Daniels,IND,0.4,3.5,0.0,0.0,0.8
Clark Harris,CIN,0.3,3.6,0.0,0.0,0.7
Ben Koyack,JAC,0.3,3.3,0.0,0.0,0.7
Khari Lee,BUF,0.3,2.9,0.0,0.0,0.7
Niles Paul,WAS,0.3,3.4,0.0,0.0,0.7
James Hanna,DAL,0.3,3.1,0.0,0.0,0.7
Eric Saubert,ATL,0.3,2.9,0.0,0.0,0.7
Neal Sterling,NYJ,0.3,3.1,0.0,0.0,0.6
Phillip Supernaw,TEN,0.3,2.2,0.0,0.0,0.6
Ifeanyi Momah,ARI,0.2,3.0,0.0,0.0,0.5
Blake Bell,MIN,0.2,2.9,0.0,0.0,0.5
Ben Braunecker,CHI,0.2,2.3,0.0,0.0,0.5
Michael Roberts,DET,0.2,2.4,0.0,0.0,0.5
Jacob Hollister,NE,0.2,2.3,0.0,0.0,0.5
Sean McGrath,LAC,0.2,2.0,0.0,0.0,0.5
Randall Telfer,CLE,0.2,1.8,0.0,0.0,0.5
Ryan Hewitt,CIN,0.2,2.1,0.0,0.0,0.4
Trey Edmunds,NO,0.2,1.9,0.0,0.0,0.4
Matt Lengel,CLE,0.1,1.7,0.0,0.0,0.4
Evan Baylis,CAR,0.2,1.6,0.0,0.0,0.4
Dwayne Allen,NE,0.2,1.6,0.0,0.0,0.3
Jeremy Sprinkle,WAS,0.2,1.4,0.0,0.0,0.3
Matt LaCosse,NYG,0.2,1.3,0.0,0.0,0.3
MarQueis Gray,MIA,0.1,1.3,0.0,0.0,0.3
Martellus Bennett,NE,0.0,0.0,0.0,0.0,0.0
Jeff Cumberland,LAC,0.0,0.0,0.0,0.0,0.0
Alan Cross,TB,0.0,0.0,0.0,0.0,0.0
Will Tye,NE,0.0,0.0,0.0,0.0,0.0
Greg Olsen,CAR,0.0,0.0,0.0,0.0,0.0
Ricky Seals-Jones,ARI,0.0,0.0,0.0,0.0,0.0
Chris Gragg,NYJ,0.0,0.0,0.0,0.0,0.0
Cethan Carter,CIN,0.0,0.0,0.0,0.0,0.0
