Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,Status
1,Le'Veon Bell,PIT,IND,1,2,1.1,0.3
2,Todd Gurley,LAR,HOU,2,9,2.8,1.3
3,LeSean McCoy,BUF,NO,1,11,3.4,1.6
4,Leonard Fournette,JAC,LAC,2,16,4.4,2.1
5,Melvin Gordon,LAC,JAC,2,10,5.3,1.9
6,Mark Ingram,NO,BUF,3,13,7.2,2.1
7,Christian McCaffrey,CAR,MIA,1,14,7.6,2.0
8,Carlos Hyde,SF,NYG,4,12,7.9,2.1
9,Alvin Kamara,NO,BUF,2,19,7.9,2.3
10,Jordan Howard,CHI,GB,5,18,9.2,2.3
11,Devonta Freeman,ATL,DAL,6,20,11.4,2.3
12,Jerick McKinnon,MIN,WAS,4,18,11.9,2.3
13,Lamar Miller,HOU,LAR,7,19,14.0,2.2
14,Chris Thompson,WAS,MIN,10,27,14.8,3.2
15,Bilal Powell,NYJ,TB,10,27,15.7,4.2
16,Joe Mixon,CIN,TEN,11,25,16.4,2.8
17,Orleans Darkwa,NYG,SF,13,24,17.1,2.5
18,Adrian Peterson,ARI,SEA,9,26,18.0,2.8
19,Duke Johnson,CLE,DET,13,36,19.8,4.0
20,DeMarco Murray,TEN,CIN,14,28,20.1,2.9
21,James White,NE,DEN,9,46,22.1,5.0
22,Doug Martin,TB,NYJ,18,31,22.6,3.6
23,Tevin Coleman,ATL,DAL,19,41,24.1,3.5
24,Kenyan Drake,MIA,CAR,19,37,25.0,3.5
25,Ameer Abdullah,DET,CLE,15,38,25.2,4.4
26,Isaiah Crowell,CLE,DET,17,41,26.0,3.6
27,Aaron Jones,GB,CHI,19,42,28.1,4.4
28,Theo Riddick,DET,CLE,15,48,28.7,5.5
29,Frank Gore,IND,PIT,19,44,30.2,5.0
30,Alfred Morris,DAL,ATL,14,67,32.2,12.0
31,C.J. Anderson,DEN,NE,21,44,31.8,3.8
32,Derrick Henry,TEN,CIN,24,43,32.8,3.6
33,Damien Williams,MIA,CAR,22,44,33.7,5.5
34,Tarik Cohen,CHI,GB,22,62,35.9,5.8
35,Thomas Rawls,SEA,ARI,25,49,36.0,4.8
36,Marlon Mack,IND,PIT,24,43,36.2,3.9
37,Dion Lewis,NE,DEN,29,46,36.2,4.0
38,Rex Burkhead,NE,DEN,21,47,37.3,4.5
39,Latavius Murray,MIN,WAS,21,47,38.0,4.8
40,Devontae Booker,DEN,NE,21,50,38.5,4.5
41,Ty Montgomery,GB,CHI,26,48,38.5,4.8
42,Andre Ellington,ARI,SEA,29,72,42.4,7.8
43,Wayne Gallman,NYG,SF,35,57,45.2,4.5
44,Jamaal Charles,DEN,NE,34,57,45.6,4.7
45,Robert Kelley,WAS,MIN,22,56,46.0,5.3
46,Elijah McGuire,NYJ,TB,28,75,50.1,11.8
47,C.J. Prosise,SEA,ARI,29,55,46.7,5.4
48,Shane Vereen,NYG,SF,25,65,47.1,6.2
49,Jonathan Stewart,CAR,MIA,39,64,46.9,4.0
50,Matt Breida,SF,NYG,37,59,48.0,4.2
51,Chris Ivory,JAC,LAC,40,58,48.5,3.3
52,Darren McFadden,DAL,ATL,24,75,53.9,10.3
53,Rod Smith,DAL,ATL,31,75,55.8,10.6
54,Giovani Bernard,CIN,TEN,34,60,52.0,4.9
55,Austin Ekeler,LAC,JAC,42,63,53.7,3.7
56,Charles Sims,TB,NYJ,39,71,55.8,5.6
57,J.D. McKissic,SEA,ARI,43,67,56.5,4.2
58,D'Onta Foreman,HOU,LAR,47,67,54.8,3.6
59,Mike Gillislee,NE,DEN,48,66,56.7,4.1
60,Lance Dunbar,LAR,HOU,45,83,67.9,12.3
61,T.J. Yeldon,JAC,LAC,47,70,59.7,3.7
62,James Conner,PIT,IND,49,103,72.8,7.8
63,Peyton Barber,TB,NYJ,51,69,61.2,4.3
64,Jamaal Williams,GB,CHI,54,88,62.7,6.3
65,Benny Cunningham,CHI,GB,54,90,63.0,7.0
66,Paul Perkins,NYG,SF,56,84,64.7,5.9
67,Jacquizz Rodgers,TB,NYJ,58,98,65.5,7.7
68,Samaje Perine,WAS,MIN,53,82,65.7,5.0
69,Mike Tolbert,BUF,NO,52,73,65.7,4.7
70,Kyle Juszczyk,SF,NYG,54,76,66.0,5.8
71,Kerwynn Williams,ARI,SEA,51,78,66.3,6.7
72,Cameron Artis-Payne,CAR,MIA,51,97,66.7,7.2
73,Branden Oliver,LAC,JAC,58,79,67.3,5.5
74,Tommy Bohanon,JAC,LAC,58,82,69.2,5.7
75,CJ Ham,MIN,WAS,60,81,69.7,5.1
76,Dwayne Washington,DET,CLE,58,82,71.4,5.6
77,Zach Zenner,DET,CLE,56,81,72.0,4.6
78,Roosevelt Nix,PIT,IND,57,80,73.0,8.1
79,Keith Smith,DAL,ATL,68,79,73.3,4.5
80,Justin Davis,LAR,HOU,67,80,75.3,4.2
81,Alfred Blue,HOU,LAR,68,92,77.8,4.7
82,Corey Grant,JAC,LAC,69,107,77.8,6.3
83,Terron Ward,ATL,DAL,75,85,78.4,2.3
84,Josh Ferguson,IND,PIT,68,112,79.5,15.1
85,Matthew Dayes,CLE,DET,78,83,80.0,1.4
86,Terrell Watson,PIT,IND,58,104,81.7,18.8
87,Fozzy Whittaker,CAR,MIA,82,96,89.0,7.0
