Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Russell Wilson,SEA,MIA,1,5,1.3,0.6,24.2,0.36
2,Lamar Jackson,BAL,WAS,1,7,2.4,1.1,23.7,1.2100000000000002
3,Dak Prescott,DAL,CLE,1,6,3.3,0.9,23.3,0.81
4,Patrick Mahomes II,KC,NE,2,10,4.4,1.5,22.3,1.125
5,Josh Allen,BUF,LV,1,11,4.7,1.4,22.9,1.9599999999999997
6,Kyler Murray,ARI,CAR,2,9,5.7,1.2,21.9,0.72
7,Aaron Rodgers,GB,ATL,3,8,6.9,1.0,21.2,0.3333333333333333
8,Deshaun Watson,HOU,MIN,3,12,7.3,1.1,20.5,0.4033333333333334
9,Matt Ryan,ATL,GB,7,12,9.5,1.0,19.9,0.14285714285714285
10,Joe Burrow,CIN,JAC,9,19,10.1,1.1,19.4,0.13444444444444448
11,Jared Goff,LAR,NYG,9,16,11.8,1.5,18.7,0.25
12,Matthew Stafford,DET,NO,9,17,11.9,1.4,18.9,0.21777777777777774
13,Ryan Fitzpatrick,MIA,SEA,9,16,12.7,1.4,18.4,0.21777777777777774
14,Drew Brees,NO,DET,11,19,14.0,1.6,18.0,0.23272727272727278
15,Gardner Minshew II,JAC,CIN,11,19,15.3,1.5,17.5,0.20454545454545456
16,Tom Brady,TB,LAC,11,20,16.3,1.6,16.9,0.23272727272727278
17,Baker Mayfield,CLE,DAL,14,22,16.6,1.1,16.3,0.08642857142857144
18,Kirk Cousins,MIN,HOU,15,20,18.0,0.9,15.7,0.054000000000000006
19,Teddy Bridgewater,CAR,ARI,9,26,19.0,2.3,15.3,0.5877777777777777
20,Carson Wentz,PHI,SF,13,25,20.9,2.0,15.0,0.3076923076923077
21,Nick Foles,CHI,IND,18,27,23.1,2.2,14.6,0.26888888888888896
22,Daniel Jones,NYG,LAR,20,27,23.3,1.6,14.8,0.12800000000000003
23,Nick Mullens,SF,PHI,18,27,22.6,2.4,14.3,0.32
24,Philip Rivers,IND,CHI,21,26,23.9,1.3,13.9,0.08047619047619048
25,Justin Herbert,LAC,TB,18,28,23.0,2.3,14.2,0.29388888888888887
26,Derek Carr,LV,BUF,17,29,24.1,2.6,13.7,0.39764705882352946
27,Sam Darnold,NYJ,DEN,19,31,27.7,1.2,13.1,0.07578947368421052
28,Brett Rypien,DEN,NYJ,20,30,29.1,0.8,12.6,0.03200000000000001
29,Dwayne Haskins,WAS,BAL,27,32,28.8,1.4,11.3,0.07259259259259258
30,Brian Hoyer,NE,KC,24,57,29.3,5.9,1.2,1.4504166666666667
31,Taysom Hill,NO,DET,28,35,31.1,1.1,1.1,0.04321428571428572
32,Jalen Hurts,PHI,SF,30,35,32.8,1.1,1.0,0.04033333333333334
33,Mitchell Trubisky,CHI,IND,29,42,33.5,3.3,0.9,0.3755172413793103
34,Jarrett Stidham,NE,KC,24,47,34.3,4.5,1.0,0.84375
35,Jeff Driskel,DEN,NYJ,30,36,33.0,1.8,1.0,0.10800000000000001
36,Kyle Allen,WAS,BAL,31,38,33.9,2.4,0.9,0.1858064516129032
37,Robert Griffin III,BAL,WAS,35,46,39.0,4.3,0.9,0.5282857142857142
38,Andy Dalton,DAL,CLE,39,46,41.0,2.9,0.9,0.21564102564102564
39,Jacoby Brissett,IND,CHI,37,55,45.5,7.3,0.9,1.4402702702702703
40,Joe Flacco,NYJ,DEN,34,39,36.5,2.5,0.8,0.18382352941176472
41,Tua Tagovailoa,MIA,SEA,36,38,37.0,1.0,0.8,0.027777777777777776
42,Chase Daniel,DET,NO,35,41,38.0,3.0,0.8,0.2571428571428571
43,Chad Henne,KC,NE,37,40,38.5,1.5,0.8,0.060810810810810814
44,Blaine Gabbert,TB,LAC,38,45,41.5,3.5,0.8,0.3223684210526316
45,Matt Moore,KC,NE,41,42,41.5,0.5,0.8,0.006097560975609756
46,Matt Schaub,ATL,GB,40,44,42.0,2.0,0.8,0.1
47,AJ McCarron,HOU,MIN,34,52,43.0,9.0,0.7,2.3823529411764706
48,Colt McCoy,NYG,LAR,43,45,44.0,1.0,0.7,0.023255813953488372
49,Case Keenum,CLE,DAL,43,47,45.0,2.0,0.7,0.09302325581395349
50,Sean Mannion,MIN,HOU,44,54,49.0,5.0,0.6,0.5681818181818182
51,Geno Smith,SEA,MIA,48,51,49.5,1.5,0.6,0.046875
52,Mike Glennon,JAC,CIN,49,52,50.5,1.5,0.5,0.04591836734693878
53,Matt Barkley,BUF,LV,50,53,51.5,1.5,0.4,0.045
54,Ryan Finley,CIN,JAC,51,57,54.0,3.0,0.3,0.17647058823529413
55,Jameis Winston,NO,DET,53,56,54.5,1.5,0.2,0.04245283018867924
