Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Travis Kelce,KC,NE,1,11,1.8,2.3,16.7,5.289999999999999
2,Zach Ertz,PHI,SF,1,5,2.9,1.0,15.7,1.0
3,Mark Andrews,BAL,WAS,2,7,3.2,1.0,14.2,0.5
4,Darren Waller,LV,BUF,2,11,4.7,1.3,14.1,0.8450000000000001
5,Tyler Higbee,LAR,NYG,3,14,6.7,2.2,13.2,1.6133333333333335
6,Mike Gesicki,MIA,SEA,3,14,6.9,1.2,13.0,0.48
7,George Kittle,SF,PHI,1,16,4.5,3.6,12.8,12.96
8,Hunter Henry,LAC,TB,4,13,7.2,1.3,12.8,0.42250000000000004
9,T.J. Hockenson,DET,NO,5,13,7.7,1.1,10.3,0.24200000000000005
10,Noah Fant,DEN,NYJ,5,13,10.2,1.1,10.2,0.24200000000000005
11,Hayden Hurst,ATL,GB,9,17,11.7,1.9,10.1,0.4011111111111111
12,Evan Engram,NYG,LAR,9,20,12.2,1.6,10.0,0.2844444444444445
13,Dalton Schultz,DAL,CLE,8,27,12.3,1.7,9.7,0.36124999999999996
14,Logan Thomas,WAS,BAL,7,28,14.8,1.8,8.2,0.4628571428571429
15,Austin Hooper,CLE,DAL,11,20,15.3,1.7,8.1,0.2627272727272727
16,Jimmy Graham,CHI,IND,9,24,16.2,2.0,8.1,0.4444444444444444
17,Jordan Akins,HOU,MIN,12,24,19.4,2.1,8.0,0.3675
18,Chris Herndon IV,NYJ,DEN,14,48,19.7,5.6,7.9,2.2399999999999998
19,Mo Alie-Cox,IND,CHI,13,27,20.1,3.4,7.7,0.8892307692307692
20,Drew Sample,CIN,JAC,12,31,20.9,3.3,7.6,0.9074999999999999
21,Rob Gronkowski,TB,LAC,8,32,21.1,4.1,7.6,2.10125
22,Robert Tonyan,GB,ATL,9,27,20.2,3.6,6.9,1.4400000000000002
23,Tyler Eifert,JAC,CIN,10,29,22.5,3.0,6.8,0.9
24,O.J. Howard,TB,LAC,15,27,23.2,2.0,6.6,0.26666666666666666
25,Greg Olsen,SEA,MIA,18,29,22.7,2.7,6.2,0.405
26,Kyle Rudolph,MIN,HOU,22,32,28.0,1.4,5.4,0.08909090909090908
27,Jack Doyle,IND,CHI,18,33,26.5,2.3,5.3,0.29388888888888887
28,Darren Fells,HOU,MIN,25,38,30.4,2.6,5.1,0.27040000000000003
29,Irv Smith Jr.,MIN,HOU,25,34,29.8,1.9,5.1,0.1444
30,Ian Thomas,CAR,ARI,23,36,29.9,2.7,4.9,0.31695652173913047
31,Dan Arnold,ARI,CAR,25,38,30.3,2.5,4.8,0.25
32,Dawson Knox,BUF,LV,20,34,31.2,1.9,4.7,0.1805
33,Adam Trautman,NO,DET,17,39,26.4,5.3,4.4,1.6523529411764706
34,Nick Boyle,BAL,WAS,32,40,34.9,1.8,4.3,0.10125
35,Gerald Everett,LAR,NYG,30,46,35.8,3.3,4.2,0.36299999999999993
36,Will Dissly,SEA,MIA,34,39,36.1,1.6,4.2,0.07529411764705884
37,Harrison Bryant,CLE,DAL,31,47,36.6,3.6,4.0,0.4180645161290323
38,James O'Shaughnessy,JAC,CIN,28,49,39.5,4.3,4.0,0.6603571428571428
39,Ryan Izzo,NE,KC,32,49,40.3,3.9,4.0,0.47531249999999997
40,Tyler Kroft,BUF,LV,33,50,40.3,3.9,3.8,0.4609090909090909
41,Foster Moreau,LV,BUF,37,44,40.7,2.5,3.3,0.16891891891891891
42,Josh Hill,NO,DET,17,47,40.9,4.7,3.3,1.2994117647058825
43,Jesse James,DET,NO,34,46,42.6,2.7,3.2,0.21441176470588239
44,Jace Sternberger,GB,ATL,38,46,42.8,2.2,3.1,0.1273684210526316
45,Kaden Smith,NYG,LAR,39,48,44.2,2.8,3.1,0.201025641025641
46,Ross Dwelley,SF,PHI,29,48,44.7,2.5,3.0,0.21551724137931033
47,Cameron Brate,TB,LAC,37,65,51.9,8.5,3.0,1.9527027027027026
48,Jacob Hollister,SEA,MIA,39,55,48.9,3.0,2.9,0.23076923076923078
49,Jason Witten,LV,BUF,44,58,50.1,3.5,2.8,0.2784090909090909
50,Richard Rodgers,PHI,SF,35,50,44.9,3.0,2.5,0.2571428571428571
51,Chris Manhertz,CAR,ARI,48,62,54.1,3.8,2.4,0.30083333333333334
52,Ryan Griffin,NYJ,DEN,42,60,49.9,4.9,2.3,0.5716666666666668
53,Blake Bell,DAL,CLE,40,57,53.1,2.0,2.2,0.1
54,Devin Asiasi,NE,KC,42,59,55.0,2.3,2.2,0.12595238095238093
55,Cole Kmet,CHI,IND,48,61,58.2,2.3,2.2,0.11020833333333331
56,Darrell Daniels,ARI,CAR,48,64,56.2,6.5,2.1,0.8802083333333334
57,Demetrius Harris,CHI,IND,53,62,56.6,4.0,2.0,0.3018867924528302
