team,rank,day,mult
ARI,2,Sun,1
ATL,3,Sun,1
CAR,1,Sun,1
CHI,1,Sun,1
CIN,1,Sun,1
CLE,2,Sun,1
DAL,3,Sun,1
DEN,1,Sun,1
DET,1,Sun,1
GB,1,Sun,1
HOU,1,Sun,1
JAC,2,Sun,1
KC,1,Sun,1
LAC,2,Sun,1
LAR,3,Sun,1
MIA,1,Sun,1
MIN,2,Sun,1
NE,1,Sun,1
NYG,1,Sun,1
OAK,2,Sun,1
PHI,1,Sun,1
SEA,1,Sun,1
SF,3,Sun,1
TB,1,Sun,1
TEN,1,Sun,1
WAS,1,Sun,1
