Player Name,Team,def_sack,def_int,def_fr,def_ff,def_td,def_safety,def_pa,def_tyda,fpts
San Francisco 49ers,SF,3.7,1.1,0.7,1.3,0.2,0.0,15.6,287.5,9.6
Carolina Panthers,CAR,3.7,0.9,0.7,1.2,0.1,0.1,18.9,293.2,9.1
Dallas Cowboys,DAL,3.2,1.0,0.8,1.5,0.2,0.0,18.3,326.3,8.7
Cleveland Browns,CLE,2.7,1.1,0.7,1.3,0.2,0.0,18.5,306.0,8.5
New England Patriots,NE,2.7,1.1,0.7,1.3,0.2,0.1,18.9,355.1,8.4
New York Jets,NYJ,2.6,1.2,0.6,1.0,0.2,0.0,19.1,321.1,8.3
Seattle Seahawks,SEA,3.0,1.3,0.8,1.4,0.2,0.0,21.9,370.4,8.3
Buffalo Bills,BUF,2.4,1.1,0.6,1.3,0.2,0.0,13.4,263.3,8.3
Philadelphia Eagles,PHI,2.6,1.0,0.6,1.0,0.2,0.0,18.5,318.4,8.1
Denver Broncos,DEN,2.8,1.0,0.7,1.1,0.2,0.0,20.6,340.5,7.3
Miami Dolphins,MIA,2.8,1.1,0.6,0.8,0.2,0.0,22.0,320.6,7.3
Jacksonville Jaguars,JAC,3.2,0.8,0.6,0.7,0.1,0.0,21.6,353.9,6.8
Washington Redskins,WAS,2.7,0.9,0.6,1.0,0.1,0.0,22.7,328.8,6.7
Tennessee Titans,TEN,3.0,0.8,0.6,0.9,0.1,0.1,22.1,335.1,6.7
Green Bay Packers,GB,2.6,0.9,0.6,0.9,0.1,0.0,21.5,375.1,6.5
Houston Texans,HOU,2.7,0.6,0.7,1.2,0.1,0.0,21.6,346.1,6.1
Minnesota Vikings,MIN,2.7,0.8,0.6,0.8,0.1,0.0,22.3,342.1,6.1
Arizona Cardinals,ARI,2.5,0.8,0.6,1.1,0.1,0.0,25.8,381.7,6.0
Oakland Raiders,OAK,2.3,0.9,0.6,1.0,0.1,0.0,23.4,366.3,6.0
Tampa Bay Buccaneers,TB,2.8,0.6,0.7,1.1,0.1,0.0,28.5,363.9,6.0
Kansas City Chiefs,KC,2.4,0.7,0.7,1.1,0.1,0.1,23.8,376.7,6.0
Pittsburgh Steelers,PIT,2.5,0.6,0.6,1.1,0.1,0.1,20.1,322.4,5.9
Chicago Bears,CHI,2.4,0.7,0.7,1.1,0.1,0.0,21.5,318.4,5.9
New York Giants,NYG,2.5,0.7,0.5,0.7,0.1,0.0,26.1,388.0,5.8
Indianapolis Colts,IND,1.9,0.9,0.6,1.0,0.1,0.0,21.0,322.7,5.7
Detroit Lions,DET,2.1,0.6,0.7,1.3,0.1,0.0,24.5,379.1,5.6
Los Angeles Chargers,LAC,2.6,0.4,0.5,0.7,0.1,0.0,23.3,379.4,5.2
Baltimore Ravens,BAL,1.8,0.7,0.5,0.7,0.1,0.0,23.0,357.4,5.0
