Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts
35,Jamison Crowder,NYJ,MIA,27,48,34.8,2.3,9.6
36,Devante Parker,MIA,NYJ,28,45,37.6,2.0,9.6
37,Preston Williams,MIA,NYJ,28,48,37.9,3.3,9.6
38,Larry Fitzgerald,ARI,SF,25,49,38.3,4.3,9.6
39,Sammy Watkins,KC,MIN,27,54,39.4,4.7,9.5
40,Marquise Brown,BAL,NE,34,57,41.0,3.4,9.2
41,Corey Davis,TEN,CAR,31,51,41.1,3.7,9.5
42,Diontae Johnson,PIT,IND,25,50,41.2,3.4,9.2
43,Sterling Shepard,NYG,DAL,28,82,44.0,7.7,9.2
44,Phillip Dorsett,NE,BAL,35,56,44.4,3.5,9.2
45,A.J. Brown,TEN,CAR,36,54,45.2,3.8,9.1
46,Demaryius Thomas,NYJ,MIA,30,63,45.5,3.3,8.8
47,Danny Amendola,DET,OAK,30,55,46.1,4.7,8.8
48,Zach Pascal,IND,PIT,32,55,46.2,4.4,8.2
49,Cole Beasley,BUF,WAS,32,61,48.2,2.5,8.2
50,Marquez Valdes-Scantling,GB,LAC,39,78,49.9,3.4,8.2
51,Mohamed Sanu,NE,BAL,44,56,50.5,2.0,8.1
52,Anthony Miller,CHI,PHI,44,67,53.3,3.2,8.1
53,Deebo Samuel,SF,ARI,49,64,54.7,2.2,8.0
54,Darius Slayton,NYG,DAL,45,76,55.9,5.8,7.9
55,Adam Humphries,TEN,CAR,52,65,56.4,2.5,7.7
56,Allen Lazard,GB,LAC,52,69,57.9,3.5,7.5
57,Randall Cobb,DAL,NYG,45,65,58.3,3.5,7.4
58,Taylor Gabriel,CHI,PHI,54,68,59.9,2.8,7.4
59,Geronimo Allison,GB,LAC,48,84,60.8,5.5,7.2
60,DeSean Jackson,PHI,CHI,31,88,50.8,11.2,7.1
61,Hunter Renfrow,OAK,DET,48,72,61.7,3.5,7.1
62,Nelson Agholor,PHI,CHI,46,86,63.7,5.9,7.0
63,Mecole Hardman,KC,MIN,51,95,66.2,9.4,6.9
64,Jaron Brown,SEA,TB,55,76,66.4,4.0,6.9
65,Dante Pettis,SF,ARI,56,81,69.0,4.7,6.8
66,DaeSean Hamilton,DEN,CLE,63,81,69.6,4.7,6.8
67,David Moore,SEA,TB,58,82,66.3,5.0,6.2
68,Willie Snead,BAL,NE,58,80,70.2,4.5,6.2
69,Paul Richardson,WAS,BUF,59,87,70.5,4.5,6.0
70,James Washington,PIT,IND,57,89,70.7,5.9,5.8
71,Olabisi Johnson,MIN,KC,62,87,72.6,5.5,5.7
72,Albert Wilson,MIA,NYJ,52,86,73.1,6.1,5.5
73,Demarcus Robinson,KC,MIN,56,82,69.9,4.7,5.3
74,Trey Quinn,WAS,BUF,60,88,76.6,5.1,5.4
75,Keelan Cole,JAC,HOU,49,100,70.7,14.1,5.3
76,Keke Coutee,HOU,JAC,59,99,77.9,8.2,5.0
77,Parris Campbell,IND,PIT,56,90,73.6,7.6,5.0
78,Chester Rogers,IND,PIT,53,97,78.3,10.8,5.0
79,Zay Jones,OAK,DET,57,87,77.8,5.5,4.9
80,Miles Boykin,BAL,NE,73,99,83.5,6.3,4.9
81,Tajae Sharpe,TEN,CAR,66,93,81.7,4.0,4.9
82,Antonio Callaway,CLE,DEN,62,96,82.5,5.5,4.7
83,Jake Kumerow,GB,LAC,69,105,85.1,8.4,4.8
84,Jakobi Meyers,NE,BAL,69,101,81.0,6.2,4.7
85,Duke Williams,BUF,WAS,62,95,81.7,6.8,4.9
86,DeAndre Carter,HOU,JAC,75,94,85.8,4.5,4.6
87,Cordarrelle Patterson,CHI,PHI,77,98,90.3,4.2,4.6
88,Kendrick Bourne,SF,ARI,65,94,85.3,3.5,4.4
89,Trent Sherfield,ARI,SF,66,100,90.1,5.7,4.3
90,Jarius Wright,CAR,TEN,71,102,90.1,6.6,4.3
91,Trevor Davis,OAK,DET,68,108,89.2,5.9,4.1
92,Fred Brown,DEN,CLE,68,105,92.0,7.7,4.1
93,Breshad Perriman,TB,SEA,78,113,93.8,6.4,4.1
94,Allen Hurns,MIA,NYJ,77,107,94.7,6.1,4.0
95,Marvin Hall,DET,OAK,82,107,92.7,5.4,3.9
96,Tavon Austin,DAL,NYG,78,114,98.4,6.5,3.9
97,Jakeem Grant,MIA,NYJ,87,111,100.9,5.7,3.7
98,Seth Roberts,BAL,NE,89,120,103.6,5.4,3.6
99,Cody Latimer,NYG,DAL,82,115,98.5,6.2,3.8
100,Diontae Spencer,DEN,CLE,79,115,100.9,7.9,3.6
101,Rashard Higgins,CLE,DEN,93,116,104.3,5.3,3.6
102,Richie James,SF,ARI,92,120,104.4,5.7,3.5
103,Damiere Byrd,ARI,SF,60,75,69.5,3.9,3.5
104,Robert Foster,BUF,WAS,78,121,104.8,7.2,3.4
105,Mack Hollins,PHI,CHI,85,127,104.8,10.7,3.4
106,Javon Wims,CHI,PHI,88,115,106.3,3.6,3.2
107,Vyncint Smith,NYJ,MIA,79,123,106.8,9.2,3.1
108,Deon Cain,IND,PIT,70,131,105.3,11.8,3.1
109,Johnny Holton,PIT,IND,79,126,106.8,7.6,3.2
110,Kelvin Harmon,WAS,BUF,93,118,108.7,4.9,3.1
111,Malik Turner,SEA,TB,90,120,110.2,5.9,3.0
112,Pharoh Cooper,ARI,SF,96,124,111.1,6.3,3.0
113,KeeSean Johnson,ARI,SF,74,137,101.4,18.4,3.0
114,Andre Patton,LAC,GB,90,139,112.4,10.7,2.8
115,Steven Sims,WAS,BUF,84,136,112.8,9.6,2.7
116,N'Keal Harry,NE,BAL,75,131,106.2,14.0,2.7
117,Laquon Treadwell,MIN,KC,103,131,115.5,6.8,2.6
118,Bennie Fowler,NYG,DAL,102,125,111.4,5.4,2.6
119,Scott Miller,TB,SEA,75,120,114.7,4.2,2.6
120,Geremy Davis,LAC,GB,110,131,117.3,4.7,2.5
121,Chris Moore,BAL,NE,91,129,117.3,7.4,2.4
122,Andy Isabella,ARI,SF,107,125,117.6,4.9,2.4
123,Donte Moncrief,PIT,IND,90,133,107.9,9.7,2.4
124,Andre Roberts,BUF,WAS,115,136,124.1,5.2,2.3
125,Ryan Switzer,PIT,IND,113,128,122.5,2.8,2.3
126,Braxton Berrios,NYJ,MIA,107,143,123.3,7.9,2.3
127,Keelan Doss,OAK,DET,104,130,121.5,5.8,2.1
128,J.J. Arcega-Whiteside,PHI,CHI,123,132,126.6,3.4,2.1
129,Juwann Winfree,DEN,CLE,121,135,128.3,4.6,2.1
130,Isaiah McKenzie,BUF,WAS,112,134,126.8,3.9,1.8
131,Byron Pringle,KC,MIN,120,137,128.8,4.9,1.8
132,Duke Williams,FA,,67,70,68.5,1.5,0
133,Justin Watson,TB,SEA,123,134,129.6,3.1,1.7
134,Gunner Olszewski,NE,BAL,117,142,131.4,6.7,1.5
135,Marcell Ateman,OAK,DET,122,134,131.6,3.0,1.5
136,Cedrick Wilson,DAL,NYG,97,138,133.7,3.9,1.4
137,Michael Walker,JAC,HOU,88,136,126.2,9.1,1.4
138,C.J. Board,JAC,HOU,102,105,103.5,1.5,1.3
139,Ashton Dulin,IND,PIT,114,136,129.2,7.1,1.1
140,DeAndrew White,CAR,TEN,117,140,129.6,10.0,1.1
141,Brandon Zylstra,CAR,TEN,117,138,132.3,4.3,1.1
142,Isaiah Ford,MIA,NYJ,128,139,134.9,4.0,1.0
143,Devin Smith,DAL,NYG,106,139,128.0,15.6,0.9
144,Taywan Taylor,CLE,DEN,129,141,134.5,4.3,0.9
145,Riley Ridley,CHI,PHI,134,142,138.0,3.2,0.8
146,Kalif Raymond,TEN,CAR,126,143,136.3,7.4,0.8
147,Jason Moore,LAC,GB,134,141,137.5,3.5,0.7
148,Dwayne Harris,OAK,DET,141,142,141.5,0.5,0.6
