Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts
1,DeAndre Hopkins,HOU,JAC,1,7,1.4,1.0,18.9
2,Chris Godwin,TB,SEA,1,6,2.6,0.8,15.1
3,Amari Cooper,DAL,NYG,1,6,2.8,1.0,14.4
4,Tyler Lockett,SEA,TB,1,6,3.8,1.1,14.2
5,Mike Evans,TB,SEA,2,9,5.1,1.2,14.1
6,Kenny Golladay,DET,OAK,4,10,6.1,1.2,14.0
7,Julian Edelman,NE,BAL,4,16,8.0,1.5,13.8
8,Tyreek Hill,KC,MIN,3,16,8.2,1.7,13.8
9,D.J. Chark,JAC,HOU,5,13,9.0,1.4,13.3
10,Stefon Diggs,MIN,KC,7,23,10.9,2.0,13.1
11,Keenan Allen,LAC,GB,6,15,11.4,1.6,12.7
12,Allen Robinson,CHI,PHI,7,17,11.7,1.7,12.6
13,Adam Thielen,MIN,KC,11,23,13.5,1.7,12.5
14,Davante Adams,GB,LAC,4,47,14.9,8.3,12.1
15,John Brown,BUF,WAS,11,25,15.5,2.3,12.0
16,JuJu Smith-Schuster,PIT,IND,11,19,16.0,1.1,11.9
17,Odell Beckham Jr.,CLE,DEN,8,25,17.6,2.1,11.9
18,Marvin Jones,DET,OAK,12,26,18.3,2.1,11.8
19,Michael Gallup,DAL,NYG,13,22,18.5,1.4,11.6
20,Tyrell Williams,OAK,DET,12,23,19.2,2.3,11.4
21,D.K. Metcalf,SEA,TB,12,39,20.6,1.6,11.3
22,Courtland Sutton,DEN,CLE,15,50,22.3,2.7,11.3
23,Mike Williams,LAC,GB,18,32,23.8,2.0,11.2
24,D.J. Moore,CAR,TEN,15,33,24.9,3.0,11.2
25,Robby Anderson,NYJ,MIA,14,33,25.5,3.6,10.9
26,Alshon Jeffery,PHI,CHI,20,34,26.6,2.7,10.9
27,Golden Tate,NYG,DAL,22,40,27.4,3.1,10.8
28,Kenny Stills,HOU,JAC,20,41,27.5,4.1,10.6
29,Curtis Samuel,CAR,TEN,23,43,29.6,2.7,10.5
30,Christian Kirk,ARI,SF,22,37,30.4,2.9,10.4
31,Jarvis Landry,CLE,DEN,25,42,31.4,3.1,10.4
32,Terry McLaurin,WAS,BUF,21,58,31.8,5.3,10.1
33,Emmanuel Sanders,SF,ARI,24,41,32.2,2.9,9.9
34,Chris Conley,JAC,HOU,26,42,34.1,3.4,9.9
