Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts
82,James Conner,PIT,IND,26,81,54.2,21.5,1.8
83,Derek Watt,LAC,GB,77,91,81.7,3.4,1.6
84,D'Ernest Johnson,CLE,DEN,57,85,79.6,5.5,1.6
85,Darwin Thompson,KC,MIN,56,92,84.6,8.0,1.5
86,Myles Gaskin,MIA,NYJ,56,91,84.6,4.2,1.5
87,Anthony Sherman,KC,MIN,74,94,85.1,3.9,1.3
88,Nick Bawden,DET,OAK,58,89,83.8,4.2,1.4
89,T.J. Yeldon,BUF,WAS,70,91,85.2,3.7,1.4
90,Jamize Olawale,DAL,NYG,54,91,86.8,3.3,1.2
91,Damien Harris,NE,BAL,75,95,89.7,4.4,1.2
92,Mike Boone,MIN,KC,86,94,90.4,2.3,1.2
93,Justin Jackson,LAC,GB,85,96,90.3,2.6,1.0
94,Javorius Allen,NYG,DAL,80,98,88.4,4.8,1.0
95,Craig Reynolds,WAS,BUF,55,93,87.4,4.7,1.0
96,Troymaine Pope,LAC,GB,85,100,90.8,4.7,1.0
97,Michael Burton,WAS,BUF,53,96,83.8,17.9,1.0
98,Tony Brooks-James,PIT,IND,73,96,87.2,7.8,0.9
99,Alec Ingold,OAK,DET,52,99,90.3,6.3,0.9
100,Patrick Laird,MIA,NYJ,77,95,91.2,4.8,0.9
101,Devontae Booker,DEN,CLE,78,99,95.2,2.6,0.9
102,Travis Homer,SEA,TB,88,101,95.5,5.3,0.9
103,Dexter Williams,GB,LAC,95,97,96.0,1.0,0.8
