Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts
1,Christian McCaffrey,CAR,TEN,1,3,1.4,0.6,21.3
2,Dalvin Cook,MIN,KC,1,4,1.7,0.6,19.7
3,Ezekiel Elliott,DAL,NYG,2,6,3.3,0.8,18.3
4,Saquon Barkley,NYG,DAL,2,8,3.8,0.5,18.3
5,Aaron Jones,GB,LAC,4,11,5.8,1.2,16.7
6,Nick Chubb,CLE,DEN,4,9,6.1,1.0,16.6
7,Leonard Fournette,JAC,HOU,2,12,6.9,1.6,16.5
8,Le'Veon Bell,NYJ,MIA,5,11,7.4,1.0,16.4
9,Josh Jacobs,OAK,DET,6,12,9.1,0.8,16.1
10,Tevin Coleman,SF,ARI,9,16,11.1,1.1,15.9
11,Derrick Henry,TEN,CAR,6,15,11.3,1.4,15.4
12,Chris Carson,SEA,TB,7,31,11.5,1.8,14.1
13,Jaylen Samuels,PIT,IND,7,31,14.2,5.3,13.5
14,Marlon Mack,IND,PIT,12,20,14.2,1.3,13.9
15,Phillip Lindsay,DEN,CLE,11,20,14.9,0.9,13.1
16,Austin Ekeler,LAC,GB,12,21,16.0,1.5,12.6
17,Melvin Gordon,LAC,GB,13,22,16.5,1.2,12.3
18,Sony Michel,NE,BAL,16,25,18.0,1.5,12.3
19,Mark Ingram,BAL,NE,15,26,19.1,1.5,12.2
20,Royce Freeman,DEN,CLE,18,36,20.0,1.2,12.1
21,Jordan Howard,PHI,CHI,12,34,21.5,2.2,10.8
22,Carlos Hyde,HOU,JAC,18,27,22.6,1.4,10.8
23,David Montgomery,CHI,PHI,13,28,22.9,1.9,10.7
24,James White,NE,BAL,19,30,24.1,1.4,10.6
25,Adrian Peterson,WAS,BUF,20,34,24.5,2.9,10.3
26,Mark Walton,MIA,NYJ,14,39,26.4,3.0,10.1
27,Jamaal Williams,GB,LAC,22,38,27.9,2.2,9.8
28,Devin Singletary,BUF,WAS,25,34,28.7,2.2,9.6
29,LeSean McCoy,KC,MIN,26,38,29.1,2.3,9.4
30,Kenyan Drake,ARI,SF,18,40,29.9,3.4,9.2
31,Frank Gore,BUF,WAS,20,34,30.3,2.0,9.2
32,Ty Johnson,DET,OAK,17,37,32.1,2.8,8.9
33,Miles Sanders,PHI,CHI,28,35,32.3,1.5,9.1
34,Matt Breida,SF,ARI,22,75,33.8,7.0,8.5
35,Damien Williams,KC,MIN,27,40,34.7,1.5,8.5
36,Tarik Cohen,CHI,PHI,28,40,35.4,1.8,8.0
37,Ronald Jones II,TB,SEA,34,39,36.8,1.1,7.9
38,Duke Johnson,HOU,JAC,33,46,37.6,1.2,7.8
39,Alexander Mattison,MIN,KC,35,42,39.3,1.1,7.8
40,Peyton Barber,TB,SEA,38,44,39.4,0.8,7.4
41,Nyheim Hines,IND,PIT,39,47,42.0,1.3,7.2
42,J.D. McKissic,DET,OAK,34,49,42.1,1.8,7.1
43,Rashaad Penny,SEA,TB,41,60,44.2,2.0,7.1
44,Kalen Ballage,MIA,NYJ,43,53,45.5,2.7,6.7
45,Rex Burkhead,NE,BAL,40,52,45.9,2.6,6.4
46,DeAndre Washington,OAK,DET,42,57,46.6,1.8,6.1
47,Wendell Smallwood,WAS,BUF,35,59,47.3,2.7,6.1
48,Raheem Mostert,SF,ARI,37,63,47.7,5.0,5.9
49,Zach Zenner,ARI,SF,41,59,49.6,4.0,5.9
50,Dare Ogunbowale,TB,SEA,44,55,50.3,2.1,5.9
51,Dion Lewis,TEN,CAR,41,59,51.9,3.0,5.4
52,Gus Edwards,BAL,NE,43,61,52.6,2.7,5.3
53,Jalen Richard,OAK,DET,50,64,53.3,2.9,4.8
54,Tony Pollard,DAL,NYG,46,60,55.2,2.5,4.7
55,Darrel Williams,KC,MIN,52,65,58.0,2.6,4.6
56,Justice Hill,BAL,NE,50,69,59.4,4.3,4.5
57,Dontrell Hilliard,CLE,DEN,47,66,57.6,3.4,4.4
58,Trey Edmunds,PIT,IND,43,79,58.8,9.6,4.1
59,Jordan Wilkins,IND,PIT,56,66,60.0,2.1,4.0
60,Jeff Wilson,SF,ARI,42,80,60.0,7.8,4.1
61,Boston Scott,PHI,CHI,50,92,64.1,10.0,3.9
62,Ty Montgomery,NYJ,MIA,48,71,61.6,3.0,3.7
63,Ryquell Armstead,JAC,HOU,59,72,62.9,2.2,3.5
64,Wayne Gallman,NYG,DAL,57,74,64.9,2.9,3.5
65,Bilal Powell,NYJ,MIA,48,77,67.5,4.0,3.3
66,Brandon Bolden,NE,BAL,54,85,67.5,5.0,3.4
67,Reggie Bonnafon,CAR,TEN,64,75,68.1,2.8,3.1
68,Darren Sproles,PHI,CHI,46,71,59.4,6.2,3.1
69,Mike Davis,CHI,PHI,53,81,70.5,3.4,3.0
70,Paul Perkins,DET,OAK,49,82,65.7,8.3,2.8
71,CJ Ham,MIN,KC,66,82,71.4,4.1,2.6
72,Alfred Morris,FA,,53,81,65.0,6.2,2.6
73,Alex Armah,CAR,TEN,68,89,76.0,4.1,2.3
74,Andy Janovich,DEN,CLE,67,82,74.2,3.9,2.1
75,Elijhaa Penny,NYG,DAL,68,87,76.7,4.4,2.2
76,Dan Vitale,GB,LAC,70,83,76.4,2.2,2.0
77,Ameer Abdullah,MIN,KC,70,89,77.3,4.0,2.0
78,Roosevelt Nix,PIT,IND,52,90,76.0,8.0,1.6
79,C.J. Prosise,SEA,TB,52,96,76.2,6.5,2.0
80,Jordan Scarlett,CAR,TEN,66,84,76.2,4.0,1.8
81,Patrick DiMarco,BUF,WAS,68,86,77.4,3.8,1.8
