Name_ID,ID,Pos
Cardinals  (19720711),19720711,DST
Patriots  (19720708),19720708,DST
Rams  (19720705),19720705,DST
Buccaneers  (19720706),19720706,DST
Panthers  (19720707),19720707,DST
Ravens  (19720713),19720713,DST
Packers  (19720709),19720709,DST
Giants  (19720718),19720718,DST
Raiders  (19720712),19720712,DST
Falcons  (19720716),19720716,DST
Dolphins  (19720710),19720710,DST
Chiefs  (19720717),19720717,DST
Eagles  (19720720),19720720,DST
Jets  (19720719),19720719,DST
Bengals  (19720714),19720714,DST
Bears  (19720715),19720715,DST
WAS Football Team  (19720721),19720721,DST
Titans  (19720723),19720723,DST
Texans  (19720724),19720724,DST
Lions  (19720722),19720722,DST
Patrick Mahomes (19719818),19719818,QB
Kyler Murray (19719817),19719817,QB
Lamar Jackson (19719821),19719821,QB
Matthew Stafford (19719822),19719822,QB
Tom Brady (19719819),19719819,QB
Jalen Hurts (19719823),19719823,QB
Aaron Rodgers (19719820),19719820,QB
Ryan Tannehill (19719824),19719824,QB
Derek Carr (19719826),19719826,QB
Matt Ryan (19719828),19719828,QB
Joe Burrow (19719825),19719825,QB
Sam Darnold (19719827),19719827,QB
Tua Tagovailoa (19719829),19719829,QB
Daniel Jones (19719830),19719830,QB
Taylor Heinicke (19719833),19719833,QB
Justin Fields (19719831),19719831,QB
Mac Jones (19719832),19719832,QB
Jared Goff (19719837),19719837,QB
Zach Wilson (19719834),19719834,QB
Davis Mills (19719839),19719839,QB
Davante Adams (19720111),19720111,WR
Derrick Henry (19719883),19719883,RB
Cooper Kupp (19720115),19720115,WR
Tyreek Hill (19720113),19720113,WR
Travis Kelce (19720483),19720483,TE
DeAndre Hopkins (19720117),19720117,WR
Aaron Jones (19719887),19719887,RB
DJ Moore (19720119),19720119,WR
Calvin Ridley (19720123),19720123,WR
Darrell Henderson Jr. (19719891),19719891,RB
Mark Andrews (19720487),19720487,TE
Ja'Marr Chase (19720133),19720133,WR
Terry McLaurin (19720121),19720121,WR
Chris Godwin (19720139),19720139,WR
Robert Woods (19720127),19720127,WR
Mike Evans (19720125),19720125,WR
Marquise Brown (19720141),19720141,WR
D'Andre Swift (19719903),19719903,RB
A.J. Brown (19720129),19720129,WR
Leonard Fournette (19719895),19719895,RB
Brandin Cooks (19720137),19720137,WR
Cordarrelle Patterson (19719897),19719897,RB
Kyle Pitts (19720489),19720489,TE
Joe Mixon (19719893),19719893,RB
Jaylen Waddle (19720145),19720145,WR
Darrel Williams (19719909),19719909,RB
DeVonta Smith (19720151),19720151,WR
Tee Higgins (19720167),19720167,WR
Jakobi Meyers (19720153),19720153,WR
Chuba Hubbard (19719901),19719901,RB
Allen Robinson II (19720161),19720161,WR
Darnell Mooney (19720179),19720179,WR
Darren Waller (19720485),19720485,TE
Dallas Goedert (19720497),19720497,TE
Josh Jacobs (19719899),19719899,RB
Chase Edmonds (19719913),19719913,RB
Damien Harris (19719911),19719911,RB
Mike Davis (19719925),19719925,RB
James Conner (19719915),19719915,RB
Miles Sanders (19719929),19719929,RB
T.J. Hockenson (19720491),19720491,TE
Antonio Gibson (19719905),19719905,RB
Mike Gesicki (19720495),19720495,TE
Devontae Booker (19719917),19719917,RB
Corey Davis (19720157),19720157,WR
Hunter Renfrow (19720171),19720171,WR
J.D. McKissic (19719933),19719933,RB
Tyler Boyd (19720177),19720177,WR
Christian Kirk (19720155),19720155,WR
Robby Anderson (19720173),19720173,WR
Sterling Shepard (19720147),19720147,WR
Henry Ruggs III (19720149),19720149,WR
Mecole Hardman (19720187),19720187,WR
