team,rank,day,mult
ARI,3,Sun,1
ATL,1,Sun,1
BAL,1,Sun,1
CAR,1,Sun,1
CHI,3,Sun,1
CIN,1,Sun,1
DET,2,Sun,1
GB,1,Sun,1
HOU,3,Sun,1
KC,1,Sun,1
LAR,2,Sun,1
LV,2,Sun,1
MIA,1,Sun,1
NE,1,Sun,1
NYG,1,Sun,1
NYJ,1,Sun,1
PHI,2,Sun,1
TB,3,Sun,1
TEN,1,Sun,1
WAS,1,Sun,1
