Player Name,Team,def_sack,def_int,def_fr,def_ff,def_td,def_safety,def_pa,def_tyda,fpts
Indianapolis Colts,IND,3.0,1.1,0.7,1.3,0.2,0.1,17.5,300.0,8.9
New Orleans Saints,NO,3.0,0.9,0.8,1.4,0.2,0.0,18.9,353.3,8.3
Buffalo Bills,BUF,2.6,1.1,0.6,1.1,0.2,0.0,19.7,332.0,8.1
San Francisco 49ers,SF,3.5,0.7,0.7,1.2,0.1,0.0,19.1,343.4,8.1
Cleveland Browns,CLE,2.7,0.9,0.7,1.3,0.1,0.0,19.4,321.2,8.0
New York Giants,NYG,3.0,1.2,0.6,1.0,0.2,0.1,20.6,306.8,8.0
Baltimore Ravens,BAL,2.7,1.0,0.6,1.0,0.2,0.0,17.1,299.2,7.9
Arizona Cardinals,ARI,3.2,1.1,0.7,1.2,0.2,0.0,25.9,377.4,7.9
Chicago Bears,CHI,2.9,0.8,0.6,1.0,0.2,0.0,16.6,298.6,7.9
Green Bay Packers,GB,3.3,1.0,0.7,1.2,0.1,0.0,21.3,354.3,7.7
Kansas City Chiefs,KC,3.5,0.9,0.6,0.9,0.2,0.1,21.0,316.0,7.6
Los Angeles Rams,LAR,2.0,0.9,0.6,1.0,0.2,0.0,19.7,315.5,7.1
Tampa Bay Buccaneers,TB,3.1,0.8,0.7,1.0,0.2,0.0,23.4,325.6,7.0
New York Jets,NYJ,2.8,0.9,0.7,1.1,0.1,0.0,21.6,329.2,6.8
Detroit Lions,DET,2.5,0.9,0.7,1.2,0.2,0.0,21.6,332.3,6.7
Pittsburgh Steelers,PIT,2.6,0.8,0.7,1.1,0.1,0.1,22.5,367.8,6.5
Minnesota Vikings,MIN,2.8,0.7,0.6,0.8,0.1,0.0,23.0,356.9,6.1
Dallas Cowboys,DAL,2.5,0.6,0.7,1.3,0.1,0.1,20.5,351.9,6.0
Carolina Panthers,CAR,2.9,0.6,0.6,1.1,0.1,0.0,25.6,349.0,5.9
Seattle Seahawks,SEA,2.3,0.8,0.7,1.2,0.1,0.0,25.3,378.3,5.9
Oakland Raiders,OAK,1.9,0.8,0.6,0.9,0.1,0.0,23.6,379.8,5.5
Los Angeles Chargers,LAC,2.2,0.6,0.6,0.9,0.1,0.0,21.1,371.9,5.3
Tennessee Titans,TEN,2.3,0.6,0.6,0.8,0.1,0.0,25.5,385.7,5.3
Cincinnati Bengals,CIN,2.1,0.7,0.5,0.7,0.1,0.0,26.1,414.4,5.2
Miami Dolphins,MIA,2.0,0.7,0.5,0.7,0.1,0.1,26.3,361.2,5.2
Atlanta Falcons,ATL,1.7,0.7,0.5,0.8,0.1,0.0,30.2,413.2,4.7
