Date,Team,Opp,Total_Score,Win_Prob,Expected_Points,Year,Week,OwnPer_DST,Expected_Points_DST,OwnPer_RB,Expected_Points_RB,OwnPer_WR,Expected_Points_WR,OwnPer_TE,Expected_Points_TE,OwnPer_QB,Expected_Points_QB
2021-10-17,MIA,JAC,47.5,0.5555555555555556,24.75,2021,6,,,,,,,,,,
2021-10-17,HOU,IND,45.0,0.21052631578947367,17.0,2021,6,0.063,5.3,0.014299999999999998,19.4,0.15800000000000003,29.820003399999994,0.008799999999999999,9.3,0.004,14.799999999999995
2021-10-17,GB,CHI,44.0,0.6923076923076923,24.5,2021,6,0.0405,6.1,0.0927,27.9,0.22050000000000003,40.7,0.0093,11.600000000000001,0.0185,20.1
2021-10-17,KC,WAS,54.0,0.75,30.25,2021,6,0.0518,5.7,0.157,26.04,0.2785,48.03999999999999,0.2368,22.0,0.1345,26.1
2021-10-17,MIN,CAR,45.5,0.5918367346938775,24.0,2021,6,0.0945,6.4,0.094,29.97,0.12469999999999999,43.60000000000001,0.0256,9.7,0.0165,18.5
2021-10-17,LAC,BAL,51.0,0.43478260869565216,24.0,2021,6,0.0202,5.8,0.12100000000000001,32.3,0.1912,43.99999999999999,0.07780000000000001,19.349999999999998,0.0645,22.2
2021-10-17,CIN,DET,46.5,0.6551724137931034,25.0,2021,6,0.0122,6.5,0.1193,24.300000000000008,0.4313,50.2000008,0.010499999999999999,9.600000000000003,0.0825,19.9
2021-10-17,LAR,NYG,49.0,0.7826086956521741,28.25,2021,6,0.013,8.4,0.2378,22.6,0.39320000000000005,50.305,0.029500000000000002,12.4,0.0668,20.5
2021-10-17,ARI,CLE,48.5,0.4081632653061225,22.75,2021,6,0.0608,6.1,0.0363,21.3,0.1213,45.95000000000001,0.0021,10.399999999999999,0.0438,23.7
2021-10-17,LV,DEN,44.0,0.3703703703703704,19.5,2021,6,0.0158,5.9,0.0425,27.099999999999998,0.0736,35.7,0.057300000000000004,19.9,0.014,18.099999999999994
2021-10-17,DAL,NE,50.5,0.6491228070175439,27.0,2021,6,0.0405,6.7,0.0793,31.4,0.198,41.199999999999996,0.04000000000000001,16.5,0.037000000000000005,20.500000000000004
2021-10-17,SEA,PIT,43.0,0.3508771929824561,19.0,2021,6,,,,,,,,,,
2021-10-17,JAC,MIA,47.5,0.4878048780487805,22.75,2021,6,,,,,,,,,,
2021-10-17,IND,HOU,45.0,0.8333333333333334,28.0,2021,6,0.1342,7.0,0.19220000000000004,31.0,0.1526,40.0500009,0.0137,15.200000000000003,0.0602,18.5
2021-10-17,CHI,GB,44.0,0.3508771929824561,19.5,2021,6,0.0052,5.5,0.2655,17.799999999999997,0.135,34.7,0.029,11.500000000000002,0.0205,16.599999999999998
2021-10-17,WAS,KC,54.0,0.29411764705882354,23.75,2021,6,0.0115,5.2,0.11399999999999999,28.2,0.2192,40.07,0.2107,13.200000000000003,0.1058,19.6
2021-10-17,CAR,MIN,45.5,0.4545454545454545,21.5,2021,6,0.0352,6.0,0.1533,16.699999999999996,0.1282,42.66,0.0065,9.899999999999999,0.025,18.6
2021-10-17,BAL,LAC,51.0,0.6078431372549019,27.0,2021,6,0.1165,5.8,0.0195,18.400005,0.16,35.68,0.1503,19.400000000000002,0.1752,24.2
2021-10-17,DET,CIN,46.5,0.38461538461538464,21.5,2021,6,0.1392,5.4,0.1855,28.699999999999996,0.0897,31.120450000000005,0.0567,15.299999999999999,0.031,16.899999999999995
2021-10-17,NYG,LAR,49.0,0.2631578947368421,20.75,2021,6,0.006999999999999999,5.1,0.1227,18.4,0.2044,41.08,0.0323,13.400000000000004,0.0668,19.1
2021-10-17,CLE,ARI,48.5,0.6363636363636364,25.75,2021,6,0.1112,6.0,0.42460000000000003,31.4,0.0378,30.22,0.021200000000000004,16.7,0.0128,16.7
2021-10-17,DEN,LV,44.0,0.6774193548387096,24.5,2021,6,0.0258,7.0,0.060200000000000004,24.5,0.17489999999999997,36.2,0.0683,14.3,0.037000000000000005,18.5
2021-10-17,NE,DAL,50.5,0.392156862745098,23.5,2021,6,0.0048,5.8,0.022000000000000002,24.500000000000004,0.1539,34.3,0.0832,14.6,0.0375,15.2
2021-10-17,PIT,SEA,43.0,0.6923076923076923,24.0,2021,6,,,,,,,,,,
