RK,PLAYER NAME,TEAM,BEST,WORST,AVG.,STD.DEV
1,DeAndre Hopkins,ARI,1,4,1.2,0.6
2,Davante Adams,GB,1,6,2.3,1
3,Tyreek Hill,KC,2,10,3.1,1
4,Keenan Allen,LAC,1,8,4.5,1
5,Julio Jones,ATL,2,12,4.9,1.4
6,D.K. Metcalf,SEA,1,22,6.9,3
7,Terry McLaurin,WAS,3,18,6.9,1.5
8,Adam Thielen,MIN,3,28,10.1,4
9,Tyler Lockett,SEA,3,23,10.4,2.9
10,Diontae Johnson,PIT,6,31,11.7,3.8
11,Calvin Ridley,ATL,5,38,12.2,4.2
12,Chase Claypool,PIT,7,28,13.4,3.1
13,JuJu Smith-Schuster,PIT,7,27,13.5,3.7
14,Michael Thomas,NO,5,78,14.6,7.3
15,Tyler Boyd,CIN,6,29,15.6,3.5
16,Justin Jefferson,MIN,7,35,15.7,4.2
17,Will Fuller V,HOU,6,51,17.4,3.4
18,Tee Higgins,CIN,7,27,18.4,3.6
19,A.J. Brown,TEN,6,30,18.7,2.6
20,Cooper Kupp,LAR,11,36,20,3.9
21,Robert Woods,LAR,7,46,22.5,5.3
22,Robby Anderson,CAR,13,45,22.8,5
23,Chris Godwin,TB,12,33,22.9,3.4
24,Amari Cooper,DAL,12,35,24.4,4
25,Christian Kirk,ARI,10,47,24.5,4.5
26,D.J. Chark Jr.,JAC,12,46,27.4,3.9
27,D.J. Moore,CAR,4,43,27.6,5
28,Brandin Cooks,HOU,12,50,28.2,5.3
29,Jamison Crowder,NYJ,10,56,28.4,6.2
30,Jakobi Meyers,NE,11,46,28.8,5.2
31,Mike Evans,TB,18,41,29.4,3.4
32,DeVante Parker,MIA,15,46,29.9,4.2
33,Marvin Jones Jr.,DET,13,40,31,4.3
34,Jerry Jeudy,DEN,12,48,34.4,3.7
35,Mike Williams,LAC,11,53,36.4,4.5
36,Jarvis Landry,CLE,23,50,36.5,4
37,Travis Fulgham,PHI,21,61,36.9,3.8
38,CeeDee Lamb,DAL,22,64,37.7,4.2
39,Antonio Brown,TB,16,52,38,4.4
40,Curtis Samuel,CAR,20,65,40.7,4.2
41,Michael Pittman Jr.,IND,28,75,41.1,5.2
42,Marquise Brown,BAL,26,60,41.7,3.9
43,Jalen Reagor,PHI,27,60,41.8,4.7
44,Corey Davis,TEN,26,62,45.6,4.5
45,Tim Patrick,DEN,30,60,45.9,4.6
46,KJ Hamler,DEN,37,75,49.5,4.9
47,Josh Reynolds,LAR,27,68,49.7,4.4
48,Michael Gallup,DAL,39,70,50,4.9
49,Emmanuel Sanders,NO,29,80,52.1,7.9
50,Denzel Mims,NYJ,33,99,51.2,7.3
51,Breshad Perriman,NYJ,32,74,53.3,7.1
52,Henry Ruggs III,LV,39,80,53.3,6.7
53,Keelan Cole Sr.,JAC,32,66,55.9,5.1
54,Rashard Higgins,CLE,33,91,57.1,7
55,A.J. Green,CIN,42,80,57,6.6
56,Randall Cobb,HOU,43,73,56.5,5.5
57,Nelson Agholor,LV,43,78,56.6,5
58,T.Y. Hilton,IND,45,73,57.8,5.3
59,Jakeem Grant,MIA,36,75,55.9,6
60,Mecole Hardman,KC,35,93,56,9.9
61,Marquez Valdes-Scantling,GB,24,71,59.4,6.3
62,Allen Lazard,GB,31,73,61.7,7.4
63,Larry Fitzgerald,ARI,39,80,62.9,5.6
64,Willie Snead IV,BAL,32,77,62.8,6.7
65,Zach Pascal,IND,57,78,64.7,3.5
66,Hunter Renfrow,LV,44,82,66,4.2
67,Marvin Hall,DET,40,81,64.1,9.8
68,David Moore,SEA,41,76,64.5,6.3
69,Chris Conley,JAC,36,97,66.2,6.7
70,Steven Sims,WAS,48,82,71.1,5.3
71,Russell Gage,ATL,48,85,71.8,6.2
72,Cam Sims,WAS,47,97,75.7,5.3
73,Greg Ward,PHI,54,83,72.1,4
74,Damiere Byrd,NE,37,88,73.5,4.5
75,Jalen Guyton,LAC,52,80,72.7,5
76,Demarcus Robinson,KC,40,92,73.3,9.3
77,Andy Isabella,ARI,53,95,77.9,6.4
78,Devin Duvernay,BAL,58,85,76.9,3.9
79,Alshon Jeffery,PHI,67,100,78.3,5.2
80,James Washington,PIT,48,90,80.1,4.2
81,Tre'Quan Smith,NO,58,103,80.4,7.6
82,Olamide Zaccheaus,ATL,60,115,82.5,6.3
83,Quintez Cephus,DET,60,96,82,7
84,DaeSean Hamilton,DEN,76,98,84,2.4
85,Scotty Miller,TB,49,109,84.5,6.7
86,N'Keal Harry,NE,62,101,84.6,5.7
87,Isaiah Wright,WAS,42,96,85,4.7
88,Bryan Edwards,LV,79,107,89.6,5
89,Deonte Harris,NO,71,107,91,5.2
90,Marcus Johnson,IND,66,106,89.6,6.5
91,Auden Tate,CIN,72,100,90.6,5.3
92,KhaDarel Hodge,CLE,57,109,90.5,5.2
93,Mack Hollins,MIA,80,111,92.6,4.1
94,Miles Boykin,BAL,81,109,94.8,4
95,Kenny Stills,HOU,84,111,95.1,3.5
96,Freddie Swain,SEA,78,111,96.5,6.7
97,Chad Beebe,MIN,88,107,97.5,3.3
98,Kalif Raymond,TEN,80,114,96.8,5.6
99,Donovan Peoples-Jones,CLE,86,107,98.8,4.3
100,Collin Johnson,JAC,95,120,102.2,4
101,Braxton Berrios,NYJ,77,110,101.4,4.7
102,Ray-Ray McCloud,PIT,86,122,100.8,4.4
103,Marquez Callaway,NO,89,129,104,8.2
104,Malcolm Perry,MIA,81,136,102.2,8.5
105,Dez Bryant,BAL,88,155,109.3,9.5
106,Isaiah Ford,NE,80,134,96.8,8.9
107,Cedrick Wilson,DAL,78,109,102.3,6.1
108,Byron Pringle,KC,85,116,103.4,8.1
109,Cam Batson,TEN,90,112,100.8,5.7
110,Antonio Callaway,MIA,74,156,114.5,12.5
111,Van Jefferson,LAR,84,112,105.4,5.5
112,Mohamed Sanu,DET,89,118,106.3,7.1
113,Equanimeous St. Brown,GB,93,141,115.5,12.7
114,Christian Blake,ATL,104,123,111.2,4.6
115,Tyron Johnson,LAC,97,132,118.9,6.1
116,Brandon Zylstra,CAR,99,129,111.7,5.5
117,Zay Jones,LV,96,128,115.7,6.8
118,Mike Thomas,CIN,92,110,105.2,4
119,Tyler Johnson,TB,92,129,116.2,7.3
120,Malik Taylor,GB,107,128,116.1,5.8
121,Olabisi Johnson,MIN,89,130,119.2,6
122,Jeff Smith,NYJ,102,136,115.7,6.8
123,Gunner Olszewski,NE,85,132,119.5,6.2
124,DeMichael Harris,IND,81,131,121.9,7
125,Noah Brown,DAL,101,130,120.3,5
126,Pharoh Cooper,CAR,108,133,124.1,7.4
127,John Hightower,PHI,110,127,120.2,5.2
128,Joe Reed,LAC,113,136,125.9,6.4
129,Dontrelle Inman,WAS,76,125,107.5,14.1
130,K.J. Hill,LAC,113,135,128.7,5.8
131,Darrius Shepherd,GB,101,135,122.6,7.8
132,Brandon Powell,ATL,109,147,126.1,8.6
133,Isaiah Zuber,NE,112,138,124.1,5.8
134,James Proche,BAL,102,152,130.1,9.5
135,Nick Westbrook-Ikhine,TEN,107,144,134.4,7
136,Trent Sherfield,ARI,114,142,132.8,8.2
137,Kirk Merritt,MIA,117,144,127.1,7
138,Terry Godwin,JAC,115,146,134.7,7.8
139,Alex Erickson,CIN,97,140,133.3,4.8
140,Justin Watson,TB,115,138,133.5,3.6
141,Diontae Spencer,DEN,126,139,135,3.4
142,Antonio Gandy-Golden,WAS,113,129,120.3,6.6
143,Austin Carr,NO,103,142,130.5,16
144,Penny Hart,SEA,102,143,135,9.3
145,Marcus Kemp,KC,129,141,135.4,3.4
146,DeAndre Carter,CHI,128,135,132.3,2.7
147,Keke Coutee,HOU,133,144,138.2,4.5
148,Jeff Badet,WAS,124,148,135.8,8.8
149,Taywan Taylor,CLE,124,145,134,8.6
150,Tyrie Cleveland,DEN,127,137,132,5
151,Daurice Fountain,IND,130,147,142,7
152,Tommylee Lewis,NO,132,138,135,3
153,Keith Kirkwood,CAR,139,142,140.5,1.5
154,Vyncint Smith,NYJ,132,153,142.5,10.5
155,Matthew Slater,NE,134,154,144,10
156,Donte Moncrief,NE,134,157,145.5,11.5
157,JJ Arcega-Whiteside,PHI,141,145,143,2
158,Hakeem Butler,PHI,145,148,146.5,1.5
159,Juwann Winfree,GB,146,149,147.5,1.5
160,Cyril Grayson Jr.,TB,147,150,148.5,1.5
