"RK","PLAYER NAME",TEAM,"BEST","WORST","AVG.","STD.DEV"
"1","Travis Kelce",KC,"1","1","1.0","0.0"
"2","Darren Waller",LV,"2","11","2.3","0.6"
"3","T.J. Hockenson",DET,"2","11","3.8","1.3"
"4","Mark Andrews",BAL,"2","11","3.8","1.0"
"5","Hunter Henry",LAC,"3","13","5.9","1.7"
"6","Dallas Goedert",PHI,"3","24","6.7","2.3"
"7","Rob Gronkowski",TB,"3","13","7.6","2.0"
"8","Hayden Hurst",ATL,"3","18","8.0","1.9"
"9","Noah Fant",DEN,"3","15","8.6","2.5"
"10","Eric Ebron",PIT,"6","15","9.9","1.8"
"11","Austin Hooper",CLE,"6","18","11.3","2.1"
"12","Logan Thomas",WAS,"5","21","12.0","2.4"
"13","Jonnu Smith",TEN,"5","18","12.7","1.9"
"14","Mike Gesicki",MIA,"7","23","14.3","1.9"
"15","Dalton Schultz",DAL,"10","35","14.7","2.0"
"16","Jared Cook",NO,"7","23","16.2","2.9"
"17","Robert Tonyan",GB,"7","25","17.1","1.9"
"18","Trey Burton",IND,"13","26","18.6","2.2"
"19","Tyler Higbee",LAR,"10","28","18.3","2.2"
"20","Mo Alie-Cox",IND,"13","30","21.7","2.2"
"21","Kyle Rudolph",MIN,"10","33","21.2","3.3"
"22","Gerald Everett",LAR,"10","31","21.4","2.4"
"23","Greg Olsen",SEA,"17","31","23.5","2.4"
"24","Jordan Akins",HOU,"16","36","24.5","2.1"
"25","Richard Rodgers",PHI,"17","43","25.8","3.9"
"26","Tyler Eifert",JAC,"19","38","27.1","2.6"
"27","Darren Fells",HOU,"12","36","29.0","3.1"
"28","Drew Sample",CIN,"19","34","28.0","3.1"
"29","Dan Arnold",ARI,"17","37","29.6","3.1"
"30","Anthony Firkser",TEN,"19","38","29.0","3.3"
"31","Jacob Hollister",SEA,"21","43","31.8","3.5"
"32","Cameron Brate",TB,"23","45","33.6","3.6"
"33","Ian Thomas",CAR,"20","44","32.3","3.3"
"34","Harrison Bryant",CLE,"24","41","32.7","3.3"
"35","Chris Herndon IV",NYJ,"24","45","35.4","2.9"
"36","Irv Smith Jr.",MIN,"13","43","26.2","6.5"
"37","Will Dissly",SEA,"17","51","35.8","3.8"
"38","David Njoku",CLE,"23","49","39.1","4.6"
"39","Donald Parham Jr.",LAC,"27","52","39.6","5.1"
"40","Jack Doyle",IND,"17","50","35.0","6.3"
"41","Ryan Izzo",NE,"28","61","43.9","6.8"
"42","Jace Sternberger",GB,"30","53","44.2","5.0"
"43","Adam Shaheen",MIA,"33","51","42.5","3.0"
"44","Jason Witten",LV,"33","50","44.0","4.0"
"45","Durham Smythe",MIA,"33","43","38.1","2.8"
"46","Adam Trautman",NO,"28","66","46.6","8.2"
"47","Jesse James",DET,"30","52","43.9","3.0"
"48","Ryan Griffin",NYJ,"37","51","43.4","3.5"
"49","Foster Moreau",LV,"41","57","50.0","3.5"
"50","Marcedes Lewis",GB,"44","57","51.0","2.7"
"51","Maxx Williams",ARI,"40","66","50.1","5.4"
"52","Pharaoh Brown",HOU,"41","71","56.3","5.1"
"53","Chris Manhertz",CAR,"46","61","55.2","4.0"
"54","Nick Keizer",KC,"47","60","51.9","4.0"
"55","Nick Vannett",DEN,"47","63","55.6","3.9"
"56","Tyler Conklin",MIN,"39","75","56.2","10.2"
"57","Blake Bell",DAL,"51","68","56.0","3.5"
"58","Colin Thompson",CAR,"48","67","58.7","4.5"
"59","Geoff Swaim",TEN,"51","76","62.1","7.7"
"60","Luke Stocker",ATL,"54","64","61.5","2.0"
"61","Deon Yelder",KC,"58","68","63.0","2.5"
"62","Troy Fumagalli",DEN,"52","68","63.4","4.9"
"63","Cethan Carter",CIN,"54","73","61.7","4.4"
"64","Johnny Mundt",LAR,"59","72","66.2","3.3"
"65","Jeremy Sprinkle",WAS,"61","70","64.9","2.0"
"66","Jordan Thomas",NE,"40","70","59.3","8.4"
"67","Gabe Nabers",LAC,"56","80","65.0","5.7"
"68","Zach Gentry",PIT,"54","71","66.8","4.6"
"69","Isaac Nauta",DET,"60","79","70.4","4.5"
"70","Ben Ellefson",JAC,"59","74","70.5","2.2"
"71","Luke Willson",BAL,"31","71","61.5","8.7"
"72","Jaeden Graham",ATL,"66","74","70.4","2.1"
"73","Vance McDonald",PIT,"56","71","64.0","6.7"
"74","Antony Auclair",TB,"67","77","72.3","2.9"
"75","Zach Ertz",PHI,"34","87","60.8","22.0"
"76","Sean McKeon",DAL,"69","78","74.1","2.3"
"77","Tyler Davis",JAC,"36","72","63.0","8.4"
"78","Temarrick Hemingway",WAS,"72","84","77.0","3.2"
"79","Mason Schreck",CIN,"74","81","78.6","1.6"
"80","Stephen Anderson",LAC,"77","85","79.1","2.8"
"81","Noah Togiai",IND,"70","77","74.2","1.9"
"82","Sean Culkin",BAL,"68","79","74.4","3.8"
"83","Derek Carrier",LV,"62","83","74.5","7.8"
"84","Eric Saubert",JAC,"49","83","70.0","15.0"
"85","Garrett Griffin",NO,"75","86","80.7","4.3"
"86","Xavier Grimble",BAL,"75","86","79.8","4.0"
"87","Chris Myarick",MIA,"73","92","83.0","7.9"
"88","Trevon Wesco",NYJ,"72","74","73.0","1.0"
"89","Ricky Seals-Jones",KC,"78","85","81.0","2.5"
"90","Evan Baylis",ARI,"78","87","82.5","4.5"
"91","Jason Croom",PHI,"83","91","87.0","2.8"
"92","Marcus Baugh",WAS,"84","90","86.3","2.6"
"93","Cole Hikutini",DAL,"84","88","86.0","2.0"
"94","Brad Cottam",KC,"86","89","87.5","1.5"
