Player Name,Team,def_sack,def_int,def_fr,def_ff,def_td,def_safety,def_pa,def_tyda,fpts
Pittsburgh Steelers,PIT,3.5,1.0,0.7,1.0,0.2,0.0,17.1,309.7,8.8
Los Angeles Chargers,LAC,2.7,1.0,0.4,0.6,0.2,0.0,17.6,304.3,7.5
Washington Football Team,WF,3.3,0.9,0.6,1.2,0.1,0.0,22.5,347.2,7.3
Cleveland Browns,CLE,3.0,1.0,0.7,1.1,0.2,0.0,21.5,342.1,7.3
Miami Dolphins,MIA,2.3,1.2,0.6,1.0,0.2,0.0,21.0,343.4,7.0
Minnesota Vikings,MIN,2.6,0.9,0.6,1.0,0.2,0.0,20.0,355.1,6.7
Tampa Bay Buccaneers,TB,2.3,0.9,0.7,1.1,0.2,0.0,22.3,350.5,6.4
Arizona Cardinals,ARI,2.9,0.8,0.5,0.8,0.1,0.1,27.2,381.3,6.4
New England Patriots,NE,2.7,0.9,0.5,0.8,0.1,0.0,21.7,369.9,6.4
New Orleans Saints,NO,2.7,0.8,0.6,0.8,0.2,0.0,22.1,366.5,6.3
Cincinnati Bengals,CIN,2.6,0.8,0.5,0.6,0.2,0.1,23.1,344.8,6.2
Los Angeles Rams,LAR,2.5,0.8,0.6,0.9,0.1,0.1,24.2,346.4,6.1
Philadelphia Eagles,PHI,2.3,0.9,0.5,0.8,0.2,0.0,23.9,332.3,6.0
Seattle Seahawks,SEA,2.2,0.9,0.6,1.0,0.1,0.0,24.3,397.6,6.0
Carolina Panthers,CAR,2.4,0.8,0.6,0.9,0.1,0.0,24.3,364.2,6.0
Baltimore Ravens,BAL,2.3,0.7,0.6,1.0,0.1,0.0,20.3,346.7,6.0
Denver Broncos,DEN,2.6,0.7,0.5,0.6,0.1,0.0,23.8,328.3,5.9
Tennessee Titans,TEN,2.5,0.7,0.6,0.8,0.1,0.0,25.2,361.6,5.9
Kansas City Chiefs,KC,2.2,0.7,0.6,1.0,0.2,0.0,23.2,352.7,5.9
Detroit Lions,DET,2.2,0.8,0.5,0.8,0.2,0.0,24.2,358.2,5.8
Green Bay Packers,GB,2.1,0.9,0.5,0.7,0.1,0.0,24.3,368.7,5.8
Houston Texans,HOU,2.1,0.8,0.5,0.8,0.1,0.0,23.0,360.3,5.7
Atlanta Falcons,ATL,2.0,0.9,0.5,0.8,0.1,0.0,25.6,330.0,5.7
New York Jets,NYJ,2.2,0.7,0.5,0.8,0.1,0.0,26.8,383.3,5.5
Indianapolis Colts,IND,2.2,0.7,0.5,0.8,0.2,0.0,22.8,349.7,5.5
Dallas Cowboys,DAL,2.2,0.7,0.5,0.8,0.1,0.0,26.0,360.4,5.4
Jacksonville Jaguars,JAC,1.7,0.7,0.5,0.7,0.1,0.0,27.3,376.3,5.0
Las Vegas Raiders,LV,1.7,0.6,0.5,0.8,0.1,0.0,28.1,402.8,4.7
