"RK","PLAYER NAME",TEAM,"BEST","WORST","AVG.","STD.DEV"
"1","Dalvin Cook",MIN,"1","2","1.1","0.3"
"2","Alvin Kamara",NO,"1","7","1.9","0.4"
"3","Derrick Henry",TEN,"3","15","4.2","2.1"
"4","Aaron Jones",GB,"2","13","5.3","2.1"
"5","Miles Sanders",PHI,"2","12","5.4","2.5"
"6","Josh Jacobs",LV,"3","15","6.8","2.4"
"7","Mike Davis",CAR,"2","25","7.9","3.2"
"8","Antonio Gibson",WAS,"3","21","9.3","2.8"
"9","Kareem Hunt",CLE,"3","22","9.7","3.0"
"10","James Conner",PIT,"4","19","10.1","2.7"
"11","Nick Chubb",CLE,"3","23","10.2","3.5"
"12","James Robinson",JAC,"3","18","11.8","2.6"
"13","Ezekiel Elliott",DAL,"5","19","12.4","1.7"
"14","Duke Johnson Jr.",HOU,"7","23","13.9","4.4"
"15","Clyde Edwards-Helaire",KC,"9","27","14.9","3.0"
"16","Giovani Bernard",CIN,"7","25","15.8","2.9"
"17","Todd Gurley II",ATL,"12","29","17.8","3.1"
"18","Ronald Jones II",TB,"10","30","18.8","3.0"
"19","Damien Harris",NE,"11","44","19.9","4.4"
"20","J.D. McKissic",WAS,"6","28","20.0","3.1"
"21","Nyheim Hines",IND,"12","31","21.2","3.4"
"22","Kalen Ballage",LAC,"7","39","21.2","4.5"
"23","Kenyan Drake",ARI,"10","32","23.7","2.8"
"24","Melvin Gordon III",DEN,"19","45","24.0","2.6"
"25","Salvon Ahmed",MIA,"16","40","26.9","4.1"
"26","Chase Edmonds",ARI,"20","35","27.0","3.1"
"27","Leonard Fournette",TB,"23","47","28.8","3.5"
"28","Rex Burkhead",NE,"9","55","29.2","4.3"
"29","Carlos Hyde",SEA,"15","60","29.7","9.9"
"30","Darrell Henderson",LAR,"19","48","30.3","3.8"
"31","Adrian Peterson",DET,"16","54","30.8","8.9"
"32","La'Mical Perine",NYJ,"21","46","30.9","3.2"
"33","Jonathan Taylor",IND,"17","46","32.3","3.6"
"34","Jamaal Williams",GB,"22","45","34.1","3.1"
"35","J.K. Dobbins",BAL,"26","47","35.6","2.3"
"36","Le'Veon Bell",KC,"8","54","36.3","4.1"
"37","Phillip Lindsay",DEN,"27","55","37.2","5.2"
"38","Kerryon Johnson",DET,"20","55","38.1","7.3"
"39","Malcolm Brown",LAR,"29","52","39.9","3.0"
"40","Latavius Murray",NO,"28","56","40.0","3.2"
"41","Jordan Wilkins",IND,"32","51","41.7","3.9"
"42","Gus Edwards",BAL,"31","51","42.2","3.3"
"43","James White",NE,"28","53","42.6","4.5"
"44","Mark Ingram II",BAL,"27","56","43.5","3.9"
"45","Joshua Kelley",LAC,"31","59","43.9","3.6"
"46","Tony Pollard",DAL,"36","53","46.4","2.4"
"47","Devontae Booker",LV,"32","56","45.4","3.7"
"48","Cam Akers",LAR,"34","58","48.2","4.7"
"49","DeeJay Dallas",SEA,"30","84","48.1","8.0"
"50","Boston Scott",PHI,"32","59","48.9","4.1"
"51","Alexander Mattison",MIN,"38","61","51.8","3.5"
"52","Matt Breida",MIA,"30","61","50.2","5.7"
"53","Frank Gore",NYJ,"33","68","53.5","4.9"
"54","Brian Hill",ATL,"41","72","55.1","4.9"
"55","Troymaine Pope",LAC,"49","73","55.9","3.8"
"56","Benny Snell Jr.",PIT,"48","65","58.3","2.7"
"57","Samaje Perine",CIN,"40","72","59.9","5.1"
"58","D'Onta Foreman",TEN,"57","71","63.7","2.7"
"59","Jalen Richard",LV,"47","79","58.4","5.9"
"60","DeAndre Washington",MIA,"50","85","62.6","5.5"
"61","Patrick Laird",MIA,"50","97","59.1","7.0"
"62","Anthony McFarland Jr.",PIT,"51","77","62.8","4.8"
"63","Royce Freeman",DEN,"53","92","62.5","6.1"
"64","Jeremy McNichols",TEN,"58","77","67.1","3.2"
"65","Dare Ogunbowale",JAC,"51","78","62.6","4.9"
"66","Peyton Barber",WAS,"57","73","65.6","3.1"
"67","Trenton Cannon",CAR,"53","95","67.0","8.6"
"68","C.J. Prosise",HOU,"60","84","72.1","3.6"
"69","Alex Collins",SEA,"37","87","55.4","11.6"
"70","Trayveon Williams",CIN,"57","79","70.4","4.5"
"71","Darrel Williams",KC,"52","102","71.5","6.4"
"72","Jakob Johnson",NE,"57","90","72.7","5.0"
"73","LeSean McCoy",TB,"60","106","74.5","7.8"
"74","Alec Ingold",LV,"55","87","76.2","6.0"
