Player Name,Team,rush_att,rush_yds,rush_tds,rec_att,rec_yds,rec_tds,fumbles,fpts
Dalvin Cook,MIN,21.1,104.4,1.1,3.3,29.8,0.1,0.2,23.3
Alvin Kamara,NO,12.9,59.0,0.7,5.0,44.8,0.2,0.1,20.4
Aaron Jones,GB,13.3,60.3,0.7,3.6,28.4,0.2,0.1,17.1
Mike Davis,CAR,14.9,64.1,0.6,3.8,27.2,0.1,0.1,17.0
Josh Jacobs,LV,18.2,80.6,0.7,2.5,17.5,0.0,0.1,16.6
James Robinson,JAC,18.0,75.6,0.6,2.9,22.5,0.1,0.1,16.6
Miles Sanders,PHI,14.1,71.0,0.5,2.9,25.9,0.1,0.1,16.0
Derrick Henry,TEN,19.7,89.6,0.8,1.3,10.4,0.0,0.1,15.9
Ezekiel Elliott,DAL,17.8,71.4,0.5,3.1,22.5,0.1,0.2,15.7
James Conner,PIT,15.8,65.3,0.7,2.5,18.2,0.1,0.1,15.4
Nick Chubb,CLE,16.7,82.9,0.7,1.6,10.7,0.0,0.1,15.0
Giovani Bernard,CIN,12.6,50.4,0.3,3.6,28.9,0.1,0.1,14.0
Antonio Gibson,WAS,13.3,52.5,0.6,2.6,20.9,0.1,0.1,13.8
Kalen Ballage,LAC,14.7,55.7,0.5,2.6,21.8,0.1,0.1,13.4
Duke Johnson Jr.,HOU,12.3,54.0,0.3,3.1,28.3,0.1,0.1,13.3
Todd Gurley II,ATL,15.3,55.1,0.6,2.0,13.9,0.1,0.1,12.8
Kareem Hunt,CLE,11.0,50.3,0.3,2.8,22.4,0.2,0.0,12.7
Ronald Jones II,TB,13.6,59.3,0.5,2.1,14.9,0.0,0.1,12.7
Clyde Edwards-Helaire,KC,10.5,49.0,0.3,2.8,24.5,0.1,0.1,12.6
J.D. McKissic,WAS,5.1,22.9,0.1,4.8,38.0,0.1,0.1,12.4
Kenyan Drake,ARI,13.8,60.9,0.6,1.5,11.3,0.0,0.1,12.2
Adrian Peterson,DET,14.5,60.0,0.5,1.6,12.0,0.0,0.1,11.7
Melvin Gordon III,DEN,13.6,55.6,0.3,2.4,17.5,0.1,0.2,11.7
Nyheim Hines,IND,6.1,26.0,0.2,3.7,29.7,0.1,0.0,11.2
Salvon Ahmed,MIA,13.5,55.9,0.5,1.4,9.4,0.0,0.1,11.2
Carlos Hyde,SEA,12.0,52.5,0.3,2.3,12.6,0.1,0.1,10.9
Damien Harris,NE,14.9,67.6,0.5,0.7,5.2,0.0,0.1,10.8
Chase Edmonds,ARI,7.1,32.7,0.2,3.2,24.9,0.1,0.0,10.6
Leonard Fournette,TB,10.8,38.9,0.2,3.1,21.2,0.1,0.0,10.4
La'Mical Perine,NYJ,10.6,46.8,0.2,2.2,15.0,0.1,0.1,10.0
Jonathan Taylor,IND,9.9,43.5,0.3,2.0,15.8,0.1,0.1,9.8
Rex Burkhead,NE,7.1,28.7,0.2,2.5,22.4,0.1,0.1,9.2
Darrell Henderson,LAR,9.0,40.1,0.3,1.8,14.1,0.1,0.0,9.1
Kerryon Johnson,DET,7.8,31.3,0.2,2.6,18.6,0.1,0.1,8.9
Jamaal Williams,GB,8.7,32.1,0.1,2.6,17.3,0.0,0.0,8.5
J.K. Dobbins,BAL,8.3,35.1,0.2,2.2,14.8,0.0,0.1,8.2
James White,NE,3.1,11.3,0.0,3.5,28.3,0.1,0.0,8.2
Matt Breida,MIA,8.3,32.9,0.2,1.6,11.9,0.1,0.1,7.2
Le'Veon Bell,KC,8.0,29.0,0.1,2.1,13.3,0.0,0.1,7.2
Joshua Kelley,LAC,8.7,32.9,0.1,1.7,12.0,0.0,0.1,7.1
Latavius Murray,NO,10.1,39.1,0.2,1.1,7.7,0.0,0.0,7.1
Malcolm Brown,LAR,8.0,31.8,0.2,1.5,10.4,0.0,0.0,7.0
Phillip Lindsay,DEN,9.4,40.6,0.1,1.4,7.5,0.0,0.0,7.0
Devontae Booker,LV,7.5,34.9,0.2,1.1,8.3,0.0,0.1,6.5
Mark Ingram II,BAL,7.8,32.2,0.2,1.2,8.3,0.0,0.1,6.5
DeeJay Dallas,SEA,5.7,21.0,0.1,2.0,13.3,0.1,0.0,6.2
Jordan Wilkins,IND,8.0,37.8,0.2,0.8,4.8,0.0,0.0,6.2
Tony Pollard,DAL,7.6,31.7,0.1,1.4,8.8,0.0,0.1,6.1
Brian Hill,ATL,6.5,24.9,0.1,1.6,10.7,0.0,0.1,5.8
Cam Akers,LAR,8.6,32.4,0.2,0.8,5.6,0.0,0.1,5.7
Gus Edwards,BAL,8.6,38.6,0.2,0.6,3.6,0.0,0.1,5.7
Alexander Mattison,MIN,6.7,29.9,0.1,1.1,6.2,0.0,0.1,5.5
Boston Scott,PHI,5.1,20.5,0.1,1.6,11.5,0.0,0.1,5.5
Frank Gore,NYJ,8.2,29.9,0.1,1.2,6.4,0.0,0.0,5.4
Samaje Perine,CIN,6.7,25.7,0.1,1.0,5.6,0.0,0.1,4.8
Troymaine Pope,LAC,3.5,12.5,0.0,1.2,8.1,0.0,0.0,3.7
C.J. Prosise,HOU,2.9,9.6,0.0,1.3,8.8,0.0,0.0,3.5
Benny Snell Jr.,PIT,5.3,20.2,0.1,0.5,2.4,0.0,0.1,3.4
Jalen Richard,LV,1.9,8.4,0.0,1.3,9.2,0.0,0.1,3.3
D'Onta Foreman,TEN,4.5,17.4,0.1,0.6,3.6,0.0,0.0,3.2
