Tyler Kroft,1.4,Cin,
Duke Williams,0.00001,Buf,might need to be added
Devin Singletary,1.3,Buf,
Robert Foster,2.5,Buf,
Frank Gore,0.8,buf,
Jarius Wright,1.45,Car,
Tarik Cohen,1.25,Chi,
David Montgomery,1.1,Chi,
Taylor Gabriel,1.3,Chi,
Trey Burton,1.25,Chi,
Antonio Callaway,1.25,Cle,
Fred Brown,1.6,Den,
DaeSean Hamilton,1.25,Den,
Noah Fant,1.1,Den,
Tra Carson,0.0001,Det,
Ty Johnson,1.45,Det,
Davante Adams,1.0001,GB,Questionable Afternoon Game
Marquez Valdes-Scantling,0.85,GB,
Zach Pascal,1.2,Ind,Hilton Out
Parris Campbell,1.7,Ind,Hilton Out
Chester Rogers,1.6,Ind,Hilton Out
Jack Doyle,1.2,Ind,Hilton Out
Eric Ebron,1.05,Ind,Hilton Out
Nyheim Hines,1.2,Ind,Hilton Out
Deon Cain,2.5,Ind,Hilton Out
Mecole Hardman,0.5,KC,
Demarcus Robinson,1.5,KC,
Andre Patton,5,LAC,
Olabisi Johnson,1.1,MIN,Dependent on Adam Theilen
Chris Herndon IV,1,NYJ,
Ryan Griffin,1.2,NYJ,
Vyncint Smith,2.65,NYJ,
Demaryius Thomas,1.1,NYJ,
Sam Darnold,1.1,NYJ,
Zay Jones,1.33,OAK,
Hunter Renfrow,1,OAK,
Trevor Davis,1.001,OAK,Maybe instead of Zay Jones?
Mack Hollins,0.5,PHI,Pick one
DeSean Jackson,1.5,PHI,Pick one
James Washington,1.4,PIT,
Johnny Holton,2,PIT,
David Moore,1.35,SEA,
Jaron Brown,0.9,SEA,
Jacob Hollister,1.25,SEA,
Luke Willson,1.25,SEA,
Breshad Perriman,1.65,TB,
Paul Richardson,1.35,WAS,
Trey Quinn,1.3,WAS,
Jeremy Sprinkle,1.25,WAS,
Cordarrelle Patterson,0.5,CHI,
Nyheim Hines,1.3,IND,
Jaylen Samuels,1.3,PIT,Need more exposure
Buffalo Bills,1.2,,
