Ezekiel Elliott,0.293
Saquon Barkley,0.2148
Robby Anderson,0.2092
T.Y. Hilton,0.1842
Alvin Kamara,0.1822
Christian McCaffrey,0.1806
Nick Chubb,0.1681
Robert Woods,0.1661
Michael Thomas,0.1588
Eric Ebron,0.1587
Todd Gurley,0.145
Tevin Coleman,0.1438
Marlon Mack,0.1366
Amari Cooper,0.1351
Zach Ertz,0.135
Andrew Luck,0.1344
Julian Edelman,0.1319
JuJu Smith-Schuster,0.1297
DeAndre Hopkins,0.1289
Elijah McGuire,0.1273
Dante Pettis,0.1271
Dak Prescott,0.1268
Alshon Jeffery,0.1261
Julio Jones,0.1194
New England Patriots,0.1138
Joe Mixon,0.1121
Dallas Cowboys,0.1103
Dalvin Cook,0.1076
Brandin Cooks,0.1036
Antonio Brown,0.1033
Josh Reynolds,0.1031
Jamaal Williams,0.1014
Evan Engram,0.0904
Cleveland Browns,0.0898
Stefon Diggs,0.0892
Los Angeles Rams,0.0824
Davante Adams,0.0814
George Kittle,0.08
Adam Thielen,0.0794
Josh Allen,0.0787
Chris Herndon IV,0.0777
Rob Gronkowski,0.0745
Drew Brees,0.0744
Ben Roethlisberger,0.0732
Robert Foster,0.0715
Nick Foles,0.0692
Kenny Golladay,0.0665
Mark Ingram,0.0657
Tarik Cohen,0.0651
Chicago Bears,0.0642
Jarvis Landry,0.0631
David Njoku,0.0628
Chris Godwin,0.0621
C.J. Uzomah,0.0598
Jared Goff,0.0575
Indianapolis Colts,0.0566
Miami Dolphins,0.0559
Minnesota Vikings,0.0557
Baker Mayfield,0.0519
Jaylen Samuels,0.0512
Deshaun Watson,0.0507
Dede Westbrook,0.0495
John Ross,0.0479
Austin Hooper,0.0479
Michael Gallup,0.0464
Sterling Shepard,0.0458
Antonio Callaway,0.0453
Zay Jones,0.0452
Matt Ryan,0.045
Philadelphia Eagles,0.0448
Mike Evans,0.0441
Tom Brady,0.0438
Kalen Ballage,0.0437
Jacksonville Jaguars,0.0434
Sony Michel,0.0425
Atlanta Falcons,0.0422
New York Jets,0.0414
Jordan Howard,0.0389
Kirk Cousins,0.0383
James White,0.0379
Leonard Fournette,0.0371
Isaiah McKenzie,0.0368
Jameis Winston,0.0367
San Francisco 49ers,0.0356
Vance McDonald,0.0349
Gerald Everett,0.0345
Aaron Rodgers,0.0334
Mitch Trubisky,0.0329
Larry Fitzgerald,0.0327
Allen Robinson,0.0326
D.J. Moore,0.0325
Detroit Lions,0.0321
Green Bay Packers,0.0318
Tre'Quan Smith,0.0317
Trey Burton,0.0298
Houston Texans,0.0297
Jimmy Graham,0.0281
Sam Darnold,0.028
Blake Jarwin,0.027
John Kelly,0.0253
Ian Thomas,0.025
Adam Humphries,0.0241
Calvin Ridley,0.0234
David Johnson,0.0229
Cincinnati Bengals,0.0226
Demaryius Thomas,0.0225
Kenyan Drake,0.022
Chris Hogan,0.021
Carolina Panthers,0.0207
Matt Breida,0.0205
Trent Sherfield,0.0202
Odell Beckham,0.0189
Taylor Gabriel,0.0188
Mohamed Sanu,0.018
Rex Burkhead,0.0177
Pittsburgh Steelers,0.0177
Kenny Stills,0.0176
Keith Kirkwood,0.0172
Kyle Rudolph,0.0171
Golden Tate,0.0166
New Orleans Saints,0.0166
New York Giants,0.0162
Cameron Brate,0.016
Taylor Heinicke,0.0151
Ryan Tannehill,0.0145
Eli Rogers,0.0136
Buffalo Bills,0.0132
Arizona Cardinals,0.0131
Josh Adams,0.013
Auden Tate,0.0129
Nyheim Hines,0.0123
Duke Johnson,0.0119
Cody Core,0.0116
Curtis Samuel,0.0115
Dontrelle Inman,0.0115
Trenton Cannon,0.0114
Danny Amendola,0.0111
Donte Moncrief,0.0111
Nelson Agholor,0.0109
Peyton Barber,0.0108
Lamar Miller,0.0107
Wendell Smallwood,0.0106
Bruce Ellington,0.0104
Jeff Wilson,0.01
DeVante Parker,0.0096
Zach Zenner,0.0093
LeSean McCoy,0.0087
Jermaine Kearse,0.0082
Darren Sproles,0.0077
Devin Funchess,0.0077
Theo Riddick,0.0074
Dan Arnold,0.0073
T.J. Yeldon,0.0072
Randall Cobb,0.0067
Eli Manning,0.0065
Giovani Bernard,0.0065
Marquise Goodwin,0.0065
Jeff Driskel,0.0062
Tampa Bay Buccaneers,0.0062
Kendrick Bourne,0.0061
Nick Mullens,0.0059
Matthew Stafford,0.0058
Chris Ivory,0.0057
Marquez Valdes-Scantling,0.0057
LeGarrette Blount,0.0056
Anthony Miller,0.0056
Alfred Blue,0.0052
Josh Rosen,0.0051
Keke Coutee,0.0049
Cody Kessler,0.0048
Dalton Schultz,0.0046
Justin Davis,0.0045
Andre Roberts,0.0045
Dallas Goedert,0.0045
Josh Hill,0.0045
Ricky Seals-Jones,0.0045
DeAndre Carter,0.0042
James Washington,0.0042
Jordan Matthews,0.0042
Keelan Cole,0.004
Equanimeous St. Brown,0.0039
Phillip Dorsett,0.0037
Ryan Griffin,0.0036
