Name_ID,ID,Pos
Jaguars  (11780091),11780091,DST
Ravens  (11780094),11780094,DST
Seahawks  (11780092),11780092,DST
Vikings  (11780093),11780093,DST
Bills  (11780096),11780096,DST
Titans  (11780098),11780098,DST
Bears  (11780095),11780095,DST
Falcons  (11780097),11780097,DST
Giants  (11780099),11780099,DST
Lions  (11780101),11780101,DST
Redskins  (11780104),11780104,DST
Cowboys  (11780106),11780106,DST
Packers  (11780107),11780107,DST
Patriots  (11780108),11780108,DST
Colts  (11780100),11780100,DST
Cardinals  (11780109),11780109,DST
Bengals  (11780102),11780102,DST
49ers  (11780112),11780112,DST
Steelers  (11780103),11780103,DST
Buccaneers  (11780110),11780110,DST
Dolphins  (11780111),11780111,DST
Raiders  (11780105),11780105,DST
Ben Roethlisberger (11779394),11779394,QB
Andrew Luck (11779395),11779395,QB
Tom Brady (11779400),11779400,QB
Kirk Cousins (11779396),11779396,QB
Dak Prescott (11779404),11779404,QB
Matt Ryan (11779397),11779397,QB
Mitchell Trubisky (11779398),11779398,QB
Russell Wilson (11779393),11779393,QB
Lamar Jackson (11779399),11779399,QB
Josh Allen (11779401),11779401,QB
Aaron Rodgers (11779402),11779402,QB
Jameis Winston (11779403),11779403,QB
Derek Carr (11779405),11779405,QB
Marcus Mariota (11779408),11779408,QB
Eli Manning (11779407),11779407,QB
Nick Mullens (11779412),11779412,QB
Jeff Driskel (11779409),11779409,QB
Ryan Tannehill (11779411),11779411,QB
Cody Kessler (11779414),11779414,QB
Matthew Stafford (11779410),11779410,QB
Josh Johnson (11779428),11779428,QB
Josh Rosen (11779413),11779413,QB
Saquon Barkley (11779449),11779449,RB
Ezekiel Elliott (11779451),11779451,RB
Antonio Brown (11779651),11779651,WR
Adam Thielen (11779649),11779649,WR
Julio Jones (11779653),11779653,WR
Davante Adams (11779659),11779659,WR
JuJu Smith-Schuster (11779657),11779657,WR
Joe Mixon (11779465),11779465,RB
Julian Edelman (11779665),11779665,WR
Amari Cooper (11779663),11779663,WR
Tarik Cohen (11779463),11779463,RB
T.Y. Hilton (11779667),11779667,WR
David Johnson (11779457),11779457,RB
Jaylen Samuels (11779475),11779475,RB
Leonard Fournette (11779453),11779453,RB
Stefon Diggs (11779661),11779661,WR
Dalvin Cook (11779461),11779461,RB
Chris Carson (11779469),11779469,RB
George Kittle (11779921),11779921,TE
Tyler Boyd (11779675),11779675,WR
Eric Ebron (11779923),11779923,TE
Josh Gordon (11779671),11779671,WR
Mike Evans (11779669),11779669,WR
Jared Cook (11779927),11779927,TE
James White (11779467),11779467,RB
Rob Gronkowski (11779925),11779925,TE
Corey Davis (11779677),11779677,WR
Kenny Golladay (11779681),11779681,WR
Tyler Lockett (11779673),11779673,WR
Allen Robinson II (11779679),11779679,WR
Aaron Jones (11779459),11779459,RB
