player_id,player_name,sportsdata_id,player_team_id,player_position_id,player_positions,player_short_name,player_eligibility,player_yahoo_positions,player_page_url,player_filename,player_square_image_url,player_image_url,player_yahoo_id,cbs_player_id,player_bye_week,player_owned_avg,player_owned_espn,player_owned_yahoo,player_opponent,player_opponent_id,player_ecr_delta,rank_ecr,rank_min,rank_max,rank_ave,rank_std,pos_rank,start_sit_grade,r2p_pts,uncertainty
17233,Lamar Jackson,e06a9c07-453a-4bb0-a7e9-2c3a64166dad,BAL,QB,QB,L. Jackson,QB,QB,https://www.fantasypros.com/nfl/players/lamar-jackson.php,lamar-jackson.php,https://images.fantasypros.com/images/players/nfl/17233/headshot/210x210.png,https://images.fantasypros.com/images/players/nfl/17233/headshot/210x210.png,31002,2181169,8,99.7,99.4,100,vs. CLE,CLE,,1,1,3,1.24,0.51,QB1,A+,23.9,0.2601
17298,Josh Allen,3069db07-aa43-4503-ab11-2ae5c0002721,BUF,QB,QB,J. Allen,QB,QB,https://www.fantasypros.com/nfl/players/josh-allen-qb.php,josh-allen-qb.php,https://images.fantasypros.com/images/players/nfl/17298/headshot/210x210.png,https://images.fantasypros.com/images/players/nfl/17298/headshot/210x210.png,30977,2181054,7,100.0,99.9,100,at NO,NO,,2,1,4,2.24,0.71,QB2,A,23.0,0.5041
9603,Tom Brady,41c44740-d0f6-44ab-8347-3b5d515e5ecf,TB,QB,QB,T. Brady,QB,QB,https://www.fantasypros.com/nfl/players/tom-brady.php,tom-brady.php,https://images.fantasypros.com/images/players/nfl/9603/headshot/210x210.png,https://images.fantasypros.com/images/players/nfl/9603/headshot/210x210.png,5228,187741,9,99.0,98.9,99,at IND,IND,,3,1,4,2.92,0.74,QB3,A,22.5,0.5476
19275,Jalen Hurts,64bd0f02-6a5d-407e-98f1-fd02048ea21d,PHI,QB,QB,J. Hurts,QB,QB,https://www.fantasypros.com/nfl/players/jalen-hurts.php,jalen-hurts.php,https://images.fantasypros.com/images/players/nfl/19275/headshot/210x210.png,https://images.fantasypros.com/images/players/nfl/19275/headshot/210x210.png,32723,2240246,14,96.6,96.1,97,at NYG,NYG,,4,2,4,3.64,0.56,QB4,A,21.8,0.15680000000000002
18635,Justin Herbert,f0a8f8e3-b9e9-46ed-85e4-eec6452a8a44,LAC,QB,QB,J. Herbert,QB,QB,https://www.fantasypros.com/nfl/players/justin-herbert.php,justin-herbert.php,https://images.fantasypros.com/images/players/nfl/18635/headshot/210x210.png,https://images.fantasypros.com/images/players/nfl/18635/headshot/210x210.png,32676,2221960,7,98.0,97.0,99,at DEN,DEN,,5,5,7,5.52,0.57,QB5,A,21.0,0.06498
15600,Dak Prescott,86197778-8d4b-4eba-affe-08ef7be7c70b,DAL,QB,QB,D. Prescott,QB,QB,https://www.fantasypros.com/nfl/players/dak-prescott.php,dak-prescott.php,https://images.fantasypros.com/images/players/nfl/15600/headshot/210x210.png,https://images.fantasypros.com/images/players/nfl/15600/headshot/210x210.png,29369,1824864,7,98.6,98.2,99,vs. LV,LV,,6,5,8,5.72,0.78,QB6,A-,20.3,0.12168000000000001
9001,Aaron Rodgers,0ce48193-e2fa-466e-a986-33f751add206,GB,QB,QB,A. Rodgers,QB,QB,https://www.fantasypros.com/nfl/players/aaron-rodgers.php,aaron-rodgers.php,https://images.fantasypros.com/images/players/nfl/9001/headshot/210x210.png,https://images.fantasypros.com/images/players/nfl/9001/headshot/210x210.png,7200,419780,13,97.4,96.7,98,vs. LAR,LAR,,7,6,9,7.44,0.85,QB7,B+,19.6,0.12041666666666666
9451,Matthew Stafford,ade43b1a-0601-4672-83b6-d246bc066a19,LAR,QB,QB,M. Stafford,QB,QB,https://www.fantasypros.com/nfl/players/matthew-stafford.php,matthew-stafford.php,https://images.fantasypros.com/images/players/nfl/9451/headshot/210x210.png,https://images.fantasypros.com/images/players/nfl/9451/headshot/210x210.png,9265,1114942,11,96.8,95.5,98,at GB,GB,,8,7,10,7.96,0.66,QB8,B,19.0,0.06222857142857143
9869,Cam Newton,214e55e4-a089-412d-9598-a16495df0d25,CAR,QB,QB,C. Newton,QB,QB,https://www.fantasypros.com/nfl/players/cam-newton.php,cam-newton.php,https://images.fantasypros.com/images/players/nfl/9869/headshot/210x210.png,https://images.fantasypros.com/images/players/nfl/9869/headshot/210x210.png,24788,1273186,13,67.1,65.2,69,at MIA,MIA,,9,7,11,8.80,0.94,QB9,B,18.5,0.1262285714285714
11180,Russell Wilson,409d4cac-ee90-4470-9710-ebe671678339,SEA,QB,QB,R. Wilson,QB,QB,https://www.fantasypros.com/nfl/players/russell-wilson.php,russell-wilson.php,https://images.fantasypros.com/images/players/nfl/11180/headshot/210x210.png,https://images.fantasypros.com/images/players/nfl/11180/headshot/210x210.png,25785,1272242,9,93.1,90.1,96,at WAS,WAS,,10,7,12,10.16,0.92,QB10,B,18.3,0.12091428571428572
