Player Name,Team,rush_att,rush_yds,rush_tds,rec_att,rec_yds,rec_tds,fumbles,fpts
Christian McCaffrey,CAR,15.6,69.3,0.5,5.7,50.1,0.2,0.1,22.0
Jonathan Taylor,IND,17.6,84.9,0.9,3.2,25.9,0.1,0.1,20.1
Austin Ekeler,LAC,12.7,60.1,0.5,4.8,44.1,0.3,0.1,20.0
Najee Harris,PIT,19.3,75.1,0.6,4.2,31.8,0.2,0.1,19.1
D'Andre Swift,DET,15.4,65.6,0.6,4.5,35.5,0.2,0.1,18.8
Dalvin Cook,MIN,18.7,82.1,0.6,3.2,24.2,0.1,0.2,17.8
Ezekiel Elliott,DAL,17.8,76.4,0.7,3.2,23.5,0.1,0.1,17.7
David Montgomery,CHI,17.8,75.1,0.6,2.7,21.8,0.1,0.1,16.5
Joe Mixon,CIN,17.9,76.5,0.6,2.3,19.4,0.1,0.1,16.2
Saquon Barkley,NYG,13.9,58.3,0.4,3.8,28.7,0.1,0.1,15.8
Cordarrelle Patterson,ATL,9.4,42.4,0.3,4.1,41.5,0.3,0.1,15.7
James Robinson,JAC,15.9,68.2,0.6,2.6,19.3,0.1,0.1,15.5
Nick Chubb,CLE,15.5,80.5,0.6,1.6,12.9,0.1,0.1,14.7
Leonard Fournette,TB,14.4,56.5,0.4,3.8,28.3,0.1,0.1,14.7
Darrell Henderson Jr.,LAR,13.8,64.6,0.5,2.4,19.5,0.1,0.0,14.5
AJ Dillon,GB,13.0,59.2,0.5,2.6,22.4,0.1,0.1,13.9
Myles Gaskin,MIA,13.2,53.1,0.2,3.5,24.4,0.2,0.1,13.4
Melvin Gordon III,DEN,12.3,54.8,0.6,2.2,15.2,0.1,0.1,12.8
Antonio Gibson,WAS,15.1,61.0,0.6,1.7,13.6,0.1,0.2,12.7
Josh Jacobs,LV,13.1,54.4,0.3,2.8,20.5,0.1,0.1,12.4
Miles Sanders,PHI,12.4,58.8,0.4,2.2,17.4,0.1,0.1,12.3
Elijah Mitchell,SF,13.8,63.8,0.5,1.4,10.7,0.0,0.1,12.1
Devonta Freeman,BAL,10.2,44.6,0.4,2.3,16.1,0.1,0.1,11.3
Rhamondre Stevenson,NE,10.6,47.2,0.4,1.9,16.6,0.1,0.1,11.2
Damien Harris,NE,13.4,60.8,0.5,0.9,7.2,0.0,0.1,11.0
Kareem Hunt,CLE,8.2,36.9,0.2,2.9,24.0,0.1,0.0,10.8
Javonte Williams,DEN,10.6,52.1,0.2,2.2,16.1,0.1,0.1,10.8
Ty Johnson,NYJ,7.8,32.0,0.2,3.2,27.4,0.2,0.1,10.8
Tony Jones Jr.,NO,11.4,49.1,0.2,2.3,17.3,0.1,0.1,10.7
Alex Collins,SEA,13.2,55.7,0.5,1.2,8.4,0.0,0.1,10.4
David Johnson,HOU,9.0,34.5,0.2,2.8,22.9,0.1,0.1,10.4
Tony Pollard,DAL,9.1,43.9,0.2,2.2,17.7,0.1,0.1,9.9
Dontrell Hilliard,TEN,8.5,32.2,0.1,3.0,24.0,0.1,0.1,9.6
Aaron Jones,GB,8.6,37.8,0.2,2.4,16.4,0.1,0.1,9.6
J.D. McKissic,WAS,4.6,18.6,0.1,3.8,29.0,0.1,0.1,9.4
