Player Name,Team,rush_att,rush_yds,rush_tds,rec_att,rec_yds,rec_tds,fumbles,fpts
Antonio Brown,PIT,0.1,0.2,0.0,7.0,103.0,0.7,0.0,21.7
Julio Jones,ATL,0.0,0.0,0.0,6.2,90.9,0.5,0.0,18.0
A.J. Green,CIN,0.0,0.0,0.0,5.6,78.5,0.6,0.1,16.9
Michael Thomas,NO,0.0,0.0,0.0,6.3,75.6,0.4,0.0,16.3
Doug Baldwin,SEA,0.1,0.7,0.0,5.7,74.4,0.5,0.0,16.2
Brandin Cooks,NE,0.2,0.9,0.0,5.1,75.3,0.5,0.0,15.7
Keenan Allen,LAC,0.0,0.4,0.0,5.8,73.8,0.4,0.0,15.4
Mike Evans,TB,0.0,0.0,0.0,5.4,74.7,0.4,0.0,15.2
Adam Thielen,MIN,0.0,0.1,0.0,5.5,73.5,0.4,0.1,15.1
DeAndre Hopkins,HOU,0.0,0.0,0.0,5.4,71.1,0.4,0.0,14.9
Jarvis Landry,MIA,0.2,0.8,0.0,6.1,64.0,0.4,0.1,14.6
Tyreek Hill,KC,1.3,7.8,0.1,4.6,60.6,0.4,0.0,14.0
Demaryius Thomas,DEN,0.0,0.0,0.0,5.3,66.5,0.3,0.1,13.7
Alshon Jeffery,PHI,0.0,0.0,0.0,4.4,64.1,0.5,0.0,13.6
Larry Fitzgerald,ARI,0.0,0.0,0.0,5.8,62.0,0.3,0.1,13.5
Golden Tate,DET,0.1,0.4,0.0,5.4,61.5,0.3,0.1,13.5
Dez Bryant,DAL,0.1,0.3,0.0,4.8,61.4,0.4,0.0,13.4
T.Y. Hilton,IND,0.0,0.0,0.0,4.4,67.5,0.3,0.0,13.1
Michael Crabtree,OAK,0.0,0.0,0.0,4.7,56.2,0.4,0.0,12.9
Stefon Diggs,MIN,0.1,0.7,0.0,4.5,58.7,0.4,0.0,12.9
Devin Funchess,CAR,0.0,0.0,0.0,4.3,60.1,0.4,0.0,12.8
Jamison Crowder,WAS,0.7,3.5,0.0,4.8,56.6,0.3,0.1,12.5
Emmanuel Sanders,DEN,0.0,0.0,0.0,4.5,61.4,0.3,0.0,12.5
Davante Adams,GB,0.0,0.0,0.0,4.7,56.0,0.3,0.0,12.3
Cooper Kupp,LAR,0.0,0.0,0.0,4.4,55.6,0.4,0.0,12.2
Amari Cooper,OAK,0.0,0.0,0.0,4.2,54.5,0.4,0.0,11.8
