Player Name,Team,rush_att,rush_yds,rush_tds,rec_att,rec_yds,rec_tds,fumbles,fpts
Alvin Kamara,NO,12.7,61.0,0.7,6.7,56.8,0.4,0.1,25.0
Ezekiel Elliott,DAL,20.4,86.6,0.8,4.1,32.5,0.2,0.2,21.3
Clyde Edwards-Helaire,KC,16.9,75.4,0.7,3.3,30.9,0.2,0.1,18.8
Dalvin Cook,MIN,16.4,76.1,0.7,3.5,28.4,0.1,0.2,18.5
Mike Davis,CAR,14.4,58.9,0.6,4.8,34.0,0.2,0.1,18.4
Derrick Henry,TEN,20.2,92.8,0.8,1.9,15.4,0.1,0.1,17.6
Kareem Hunt,CLE,14.5,67.6,0.6,3.3,28.8,0.2,0.1,17.6
James Robinson,JAC,16.5,73.4,0.6,3.0,27.1,0.1,0.1,17.2
Josh Jacobs,LV,17.9,82.5,0.6,3.0,22.9,0.1,0.1,17.1
James Conner,PIT,14.9,64.2,0.7,3.4,27.0,0.1,0.1,17.0
Miles Sanders,PHI,13.8,60.8,0.3,4.0,37.4,0.3,0.1,16.9
Chris Carson,SEA,16.0,69.7,0.6,3.0,22.5,0.2,0.2,16.9
Joe Mixon,CIN,17.1,71.6,0.5,2.9,22.9,0.1,0.1,15.9
Ronald Jones II,TB,16.7,67.6,0.5,3.1,23.3,0.1,0.1,15.5
Jonathan Taylor,IND,15.1,65.0,0.6,2.4,21.2,0.1,0.1,15.1
David Johnson,HOU,15.2,59.5,0.6,2.6,24.4,0.1,0.1,15.0
Todd Gurley II,ATL,15.3,65.6,0.8,1.9,14.4,0.1,0.1,14.9
Devin Singletary,BUF,13.5,63.3,0.4,3.0,23.7,0.1,0.1,14.8
Jerick McKinnon,SF,11.6,48.1,0.5,3.2,27.0,0.2,0.1,14.6
Antonio Gibson,WAS,12.9,53.0,0.5,2.4,20.8,0.1,0.1,13.3
Kenyan Drake,ARI,15.1,65.4,0.4,1.9,14.4,0.1,0.1,12.7
David Montgomery,CHI,15.5,55.2,0.3,2.5,20.2,0.1,0.1,12.3
Le'Veon Bell,NYJ,11.9,47.7,0.2,3.6,25.7,0.1,0.1,12.1
Raheem Mostert,SF,10.7,57.0,0.5,1.6,15.1,0.1,0.1,12.0
Myles Gaskin,MIA,11.4,46.3,0.2,3.5,24.6,0.1,0.1,12.0
Joshua Kelley,LAC,12.7,51.2,0.3,2.3,20.0,0.1,0.2,11.3
Devonta Freeman,NYG,10.4,43.6,0.2,2.4,19.0,0.1,0.1,10.6
Mark Ingram II,BAL,10.0,47.1,0.5,1.5,11.5,0.1,0.1,10.5
Darrell Henderson,LAR,10.8,52.1,0.3,1.5,14.2,0.0,0.1,10.0
Latavius Murray,NO,10.1,42.4,0.3,1.8,12.0,0.0,0.1,9.1
