Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,DeAndre Hopkins,ARI,NYJ,1,5,1.5,1.1,20.8,1.2100000000000002
2,Tyreek Hill,KC,LV,1,8,2.3,1.0,20.2,1.0
3,Adam Thielen,MIN,SEA,2,7,3.4,1.0,19.2,0.5
4,D.K. Metcalf,SEA,MIN,1,13,5.2,2.1,18.8,4.41
5,Tyler Lockett,SEA,MIN,3,13,5.5,1.7,18.7,0.9633333333333333
6,Amari Cooper,DAL,NYG,2,13,6.0,2.1,18.3,2.205
7,Calvin Ridley,ATL,CAR,1,15,6.4,2.1,18.2,4.41
8,Allen Robinson II,CHI,TB,5,12,8.5,1.7,17.4,0.578
9,Keenan Allen,LAC,NO,4,23,8.7,1.5,17.1,0.5625
10,Stefon Diggs,BUF,TEN,5,30,9.8,1.9,17.0,0.722
11,Cooper Kupp,LAR,WAS,7,29,12.4,2.5,16.6,0.8928571428571429
12,D.J. Chark Jr.,JAC,HOU,8,21,13.3,2.3,16.4,0.6612499999999999
13,Robert Woods,LAR,WAS,7,24,14.5,3.1,16.4,1.372857142857143
14,D.J. Moore,CAR,ATL,5,26,14.8,3.0,16.4,1.8
15,Robby Anderson,CAR,ATL,8,27,15.9,2.2,16.1,0.6050000000000001
16,Terry McLaurin,WAS,LAR,9,30,16.5,2.7,16.0,0.81
17,Will Fuller V,HOU,JAC,12,25,17.3,2.6,15.9,0.5633333333333334
18,Odell Beckham Jr.,CLE,IND,13,28,19.3,2.2,15.7,0.37230769230769234
19,JuJu Smith-Schuster,PIT,PHI,11,29,21.6,3.6,15.7,1.1781818181818182
20,DeVante Parker,MIA,SF,14,30,22.0,2.9,15.1,0.6007142857142858
21,Mike Evans,TB,CHI,11,35,18.5,5.0,15.5,2.272727272727273
22,Tyler Boyd,CIN,BAL,14,34,22.5,2.4,14.9,0.4114285714285714
23,Marquise Brown,BAL,CIN,12,31,22.6,4.1,14.9,1.4008333333333332
24,Justin Jefferson,MIN,SEA,17,39,22.9,2.6,14.9,0.39764705882352946
25,CeeDee Lamb,DAL,NYG,14,33,23.4,2.3,14.7,0.3778571428571428
26,Diontae Johnson,PIT,PHI,18,34,26.0,2.6,14.6,0.3755555555555556
