Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,George Kittle,SF,MIA,1,2,1.2,0.4,17.2,0.16000000000000003
2,Travis Kelce,KC,LV,1,4,1.9,0.7,17.2,0.48999999999999994
3,Darren Waller,LV,KC,2,5,3.2,0.6,17.0,0.18
4,Mark Andrews,BAL,CIN,2,5,3.8,0.5,14.7,0.125
5,Hunter Henry,LAC,NO,4,11,6.0,1.3,14.2,0.42250000000000004
6,Zach Ertz,PHI,PIT,3,9,6.4,1.3,14.2,0.5633333333333334
7,Dalton Schultz,DAL,NYG,5,13,7.3,1.7,12.9,0.578
8,Evan Engram,NYG,DAL,4,13,8.3,1.4,11.2,0.48999999999999994
9,Tyler Higbee,LAR,WAS,6,12,9.0,1.4,10.1,0.3266666666666666
10,Jonnu Smith,TEN,BUF,3,19,10.1,3.4,9.5,3.853333333333333
11,Hayden Hurst,ATL,CAR,9,20,11.0,1.3,8.9,0.1877777777777778
12,Mike Gesicki,MIA,SF,9,17,11.8,1.8,8.9,0.36000000000000004
13,Jimmy Graham,CHI,TB,10,20,13.6,2.0,8.9,0.4
14,Eric Ebron,PIT,PHI,7,20,14.0,2.2,8.8,0.6914285714285715
15,Rob Gronkowski,TB,CHI,11,31,16.3,2.4,8.6,0.5236363636363636
16,Austin Hooper,CLE,IND,13,22,16.8,2.1,8.5,0.3392307692307692
17,Logan Thomas,WAS,LAR,13,26,17.0,2.5,8.4,0.4807692307692308
18,Greg Olsen,SEA,MIN,11,28,18.0,2.8,7.5,0.7127272727272727
19,Drew Sample,CIN,BAL,13,24,19.3,2.5,7.3,0.4807692307692308
20,Mo Alie-Cox,IND,CLE,10,29,20.3,3.4,7.2,1.156
21,Chris Herndon IV,NYJ,ARI,10,25,21.5,2.1,6.8,0.441
22,Ian Thomas,CAR,ATL,13,30,23.7,2.6,6.2,0.52
23,Cameron Brate,TB,CHI,13,33,26.5,3.4,6.2,0.8892307692307692
