Name_ID,ID,Pos
49ers  (18523825),18523825,DST
Broncos  (18523831),18523831,DST
WAS Football Team  (18523832),18523832,DST
Patriots  (18523826),18523826,DST
Bills  (18523840),18523840,DST
Chargers  (18523833),18523833,DST
Panthers  (18523828),18523828,DST
Packers  (18523829),18523829,DST
Steelers  (18523837),18523837,DST
Colts  (18523843),18523843,DST
Seahawks  (18523830),18523830,DST
Jaguars  (18523838),18523838,DST
Vikings  (18523835),18523835,DST
Dolphins  (18523836),18523836,DST
Chiefs  (18523834),18523834,DST
Giants  (18523827),18523827,DST
Eagles  (18523839),18523839,DST
Jets  (18523842),18523842,DST
Falcons  (18523850),18523850,DST
Saints  (18523845),18523845,DST
Browns  (18523841),18523841,DST
Titans  (18523844),18523844,DST
Cardinals  (18523848),18523848,DST
Texans  (18523847),18523847,DST
Bengals  (18523849),18523849,DST
Lions  (18523846),18523846,DST
Patrick Mahomes (18522403),18522403,QB
Kyler Murray (18522404),18522404,QB
Josh Allen (18522405),18522405,QB
Aaron Rodgers (18522408),18522408,QB
Russell Wilson (18522406),18522406,QB
Jalen Hurts (18522411),18522411,QB
Ryan Tannehill (18522410),18522410,QB
Justin Herbert (18522409),18522409,QB
Trevor Lawrence (18522413),18522413,QB
Matt Ryan (18522415),18522415,QB
Joe Burrow (18522417),18522417,QB
Kirk Cousins (18522412),18522412,QB
Ryan Fitzpatrick (18522419),18522419,QB
Baker Mayfield (18522416),18522416,QB
Sam Darnold (18522428),18522428,QB
Ben Roethlisberger (18522414),18522414,QB
Jameis Winston (18522425),18522425,QB
Tua Tagovailoa (18522422),18522422,QB
Jimmy Garoppolo (18522420),18522420,QB
Zach Wilson (18522429),18522429,QB
Carson Wentz (18522418),18522418,QB
Tyrod Taylor (18522424),18522424,QB
Daniel Jones (18522423),18522423,QB
Teddy Bridgewater (18522432),18522432,QB
Mac Jones (18522437),18522437,QB
Jared Goff (18522427),18522427,QB
Christian McCaffrey (18522495),18522495,RB
Alvin Kamara (18522501),18522501,RB
Dalvin Cook (18522497),18522497,RB
Davante Adams (18522853),18522853,WR
Tyreek Hill (18522855),18522855,WR
Travis Kelce (18523483),18523483,TE
Calvin Ridley (18522857),18522857,WR
DeAndre Hopkins (18522859),18522859,WR
Stefon Diggs (18522863),18522863,WR
Derrick Henry (18522499),18522499,RB
Raheem Mostert (18522531),18522531,RB
Aaron Jones (18522513),18522513,RB
