team,rank,day,mult
ARI,1,Sun,1
ATL,1,Sun,1
BUF,1,Sun,1
CAR,1,Sun,1
CIN,1,Sun,1
CLE,2,Sun,1
DEN,2,Sun,1
DET,1,Sun,1
GB,2,Sun,1
HOU,1,Sun,1
IND,1,Sun,1
JAC,1,Sun,1
KC,2,Sun,1
LAC,1,Sun,1
MIA,2,Sun,1
MIN,1,Sun,1
NE,2,Sun,1
NO,2,Sun,1
NYG,2,Sun,1
NYJ,1,Sun,1
PHI,1,Sun,1
PIT,1,Sun,1
SEA,1,Sun,1
SF,1,Sun,1
TEN,1,Sun,1
WAS,1,Sun,1
