Name_ID,ID,Pos
Dolphins  (15863343),15863343,DST
Seahawks  (15863349),15863349,DST
Packers  (15863345),15863345,DST
Saints  (15863346),15863346,DST
Rams  (15863350),15863350,DST
Vikings  (15863347),15863347,DST
Bears  (15863351),15863351,DST
Raiders  (15863348),15863348,DST
Colts  (15863352),15863352,DST
Lions  (15863358),15863358,DST
Chargers  (15863357),15863357,DST
Cardinals  (15863354),15863354,DST
Titans  (15863353),15863353,DST
Patriots  (15863360),15863360,DST
Falcons  (15863361),15863361,DST
Texans  (15863355),15863355,DST
Bengals  (15863363),15863363,DST
Giants  (15863364),15863364,DST
Browns  (15863359),15863359,DST
Jets  (15863365),15863365,DST
Eagles  (15863362),15863362,DST
Jaguars  (15863366),15863366,DST
Russell Wilson (15862487),15862487,QB
Aaron Rodgers (15862491),15862491,QB
Deshaun Watson (15862489),15862489,QB
Justin Herbert (15862490),15862490,QB
Ryan Tannehill (15862495),15862495,QB
Kyler Murray (15862488),15862488,QB
Kirk Cousins (15862493),15862493,QB
Taysom Hill (15862494),15862494,QB
Derek Carr (15862501),15862501,QB
Cam Newton (15862500),15862500,QB
Philip Rivers (15862499),15862499,QB
Jared Goff (15862502),15862502,QB
Matt Ryan (15862506),15862506,QB
Mitchell Trubisky (15862509),15862509,QB
Baker Mayfield (15862511),15862511,QB
Carson Wentz (15862510),15862510,QB
Tua Tagovailoa (15862498),15862498,QB
Matthew Stafford (15862504),15862504,QB
Sam Darnold (15862515),15862515,QB
Mike Glennon (15862517),15862517,QB
Colt McCoy (15862522),15862522,QB
Brandon Allen (15862521),15862521,QB
Dalvin Cook (15862553),15862553,RB
Davante Adams (15862805),15862805,WR
Derrick Henry (15862555),15862555,RB
Austin Ekeler (15862565),15862565,RB
DK Metcalf (15862807),15862807,WR
Keenan Allen (15862809),15862809,WR
Adam Thielen (15862817),15862817,WR
James Robinson (15862561),15862561,RB
A.J. Brown (15862813),15862813,WR
Nick Chubb (15862557),15862557,RB
Justin Jefferson (15862825),15862825,WR
Alvin Kamara (15862567),15862567,RB
Allen Robinson II (15862829),15862829,WR
Aaron Jones (15862563),15862563,RB
Calvin Ridley (15862819),15862819,WR
DeAndre Hopkins (15862811),15862811,WR
Robert Woods (15862845),15862845,WR
Tyler Lockett (15862815),15862815,WR
Cooper Kupp (15862841),15862841,WR
Darren Waller (15863135),15863135,TE
Julio Jones (15862831),15862831,WR
Chris Carson (15862577),15862577,RB
Brandin Cooks (15862851),15862851,WR
Myles Gaskin (15862587),15862587,RB
Jarvis Landry (15862839),15862839,WR
Michael Thomas (15862823),15862823,WR
Jonathan Taylor (15862593),15862593,RB
Miles Sanders (15862573),15862573,RB
Devontae Booker (15862601),15862601,RB
DeVante Parker (15862835),15862835,WR
Corey Davis (15862867),15862867,WR
DJ Chark Jr. (15862855),15862855,WR
David Montgomery (15862599),15862599,RB
