Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Travis Kelce,KC,LAC,1,3,1.2,0.4,16.7,0.16000000000000003
2,Mark Andrews,BAL,HOU,1,4,1.8,0.4,15.9,0.16000000000000003
3,Zach Ertz,PHI,LAR,2,13,4.0,1.5,15.9,1.125
4,Darren Waller,LV,NO,2,12,4.3,1.6,14.3,1.2800000000000002
5,Hunter Henry,LAC,KC,3,15,6.5,1.7,12.7,0.9633333333333333
6,Jared Cook,NO,LV,3,18,6.7,2.7,12.5,2.43
7,Tyler Higbee,LAR,PHI,3,20,6.9,2.6,11.9,2.2533333333333334
8,Dallas Goedert,PHI,LAR,3,19,8.4,2.0,11.4,1.3333333333333333
9,Hayden Hurst,ATL,DAL,2,22,9.8,2.8,11.3,3.9199999999999995
10,T.J. Hockenson,DET,GB,4,20,10.5,2.5,10.8,1.5625
11,Evan Engram,NYG,CHI,3,19,10.5,2.5,11.2,2.0833333333333335
12,Jonnu Smith,TEN,JAC,4,18,11.2,2.6,10.6,1.6900000000000002
13,Noah Fant,DEN,PIT,3,18,13.3,2.6,10.3,2.2533333333333334
14,Mike Gesicki,MIA,BUF,7,32,15.6,2.7,10.3,1.0414285714285716
15,Chris Herndon IV,NYJ,SF,6,29,15.9,3.3,9.9,1.8149999999999997
16,Austin Hooper,CLE,CIN,9,23,16.2,2.3,9.0,0.5877777777777777
17,Logan Thomas,WAS,ARI,5,37,15.6,4.4,8.2,3.8720000000000008
18,O.J. Howard,TB,CAR,10,29,19.2,3.1,8.2,0.9610000000000001
19,Rob Gronkowski,TB,CAR,8,32,19.5,3.4,7.8,1.4449999999999998
20,Eric Ebron,PIT,DEN,11,28,19.2,3.0,7.7,0.8181818181818182
21,Jimmy Graham,CHI,NYG,13,30,22.3,2.8,7.7,0.603076923076923
22,Greg Olsen,SEA,NE,12,31,21.4,2.4,7.6,0.48
23,Ian Thomas,CAR,TB,12,40,24.2,3.1,7.5,0.8008333333333334
24,Irv Smith Jr.,MIN,IND,19,33,25.7,2.5,7.4,0.32894736842105265
25,Jordan Akins,HOU,BAL,17,35,27.1,3.6,7.1,0.7623529411764707
26,Dawson Knox,BUF,MIA,22,35,28.4,2.7,7.3,0.3313636363636364
27,Tyler Eifert,JAC,TEN,20,41,28.4,2.7,7.1,0.36450000000000005
28,Kyle Rudolph,MIN,IND,21,34,29.9,2.1,7.0,0.21000000000000002
29,Dan Arnold,ARI,WAS,14,45,32.6,3.8,6.7,1.0314285714285714
30,Jordan Reed,SF,NYJ,7,42,22.3,6.7,6.7,6.412857142857143
31,Darren Fells,HOU,BAL,27,41,32.6,2.6,6.7,0.2503703703703704
32,Will Dissly,SEA,NE,25,41,33.6,2.4,6.5,0.2304
33,Gerald Everett,LAR,PHI,19,41,33.2,2.9,5.9,0.44263157894736843
34,Mo Alie-Cox,IND,MIN,13,47,27.2,7.6,5.9,4.443076923076923
35,Dalton Schultz,DAL,ATL,12,43,30.9,4.8,5.6,1.92
36,Jace Sternberger,GB,DET,21,63,43.1,9.7,5.4,4.48047619047619
37,Nick Boyle,BAL,HOU,25,45,36.5,3.8,5.0,0.5776
38,Vance McDonald,PIT,DEN,25,46,38.2,2.9,4.9,0.33640000000000003
39,Jason Witten,LV,NO,31,54,40.4,4.6,4.9,0.6825806451612902
40,Robert Tonyan,GB,DET,36,49,39.3,3.2,4.8,0.2844444444444445
41,Ryan Izzo,NE,SEA,23,54,43.0,5.4,4.6,1.2678260869565219
42,Devin Asiasi,NE,SEA,30,83,43.6,8.7,4.2,2.5229999999999992
43,Kaden Smith,NYG,CHI,27,53,45.5,4.1,4.6,0.6225925925925926
44,Harrison Bryant,CLE,CIN,28,51,41.2,5.4,4.3,1.0414285714285716
45,Cameron Brate,TB,CAR,33,58,46.8,4.9,4.4,0.7275757575757578
46,Josh Hill,NO,LV,26,51,42.8,4.9,4.0,0.9234615384615387
47,Anthony Firkser,TEN,JAC,31,50,44.0,3.2,3.9,0.33032258064516135
48,Ryan Griffin,NYJ,SF,37,56,46.1,4.1,3.8,0.4543243243243243
49,Cole Kmet,CHI,NYG,37,62,51.5,6.3,3.7,1.0727027027027027
50,Blake Bell,DAL,ATL,26,58,50.8,7.5,3.7,2.1634615384615383
51,James O'Shaughnessy,JAC,TEN,34,61,51.1,5.6,3.6,0.9223529411764705
52,Jesse James,DET,GB,38,57,49.6,4.2,3.6,0.46421052631578946
53,Foster Moreau,LV,NO,40,75,56.9,6.8,3.2,1.156
54,Jacob Hollister,SEA,NE,39,62,54.3,5.8,3.1,0.8625641025641025
55,Virgil Green,LAC,KC,40,61,50.8,4.1,2.9,0.42024999999999996
56,Drew Sample,CIN,CLE,32,67,56.8,9.8,3.1,3.0012500000000006
57,Ross Dwelley,SF,NYJ,29,70,55.8,10.1,2.9,3.5175862068965515
58,Nick Vannett,DEN,PIT,43,71,57.7,5.0,2.9,0.5813953488372093
59,Adam Trautman,NO,LV,44,79,64.3,5.2,2.6,0.6145454545454546
60,MyCole Pruitt,TEN,JAC,52,76,61.3,5.6,2.6,0.603076923076923
61,Jeremy Sprinkle,WAS,ARI,41,77,59.8,8.5,2.4,1.7621951219512195
62,Josiah Deguara,GB,DET,44,77,56.7,6.8,2.1,1.0509090909090908
63,Noah Togiai,IND,MIN,36,90,56.6,11.9,2.0,3.9336111111111114
64,Adam Shaheen,MIA,BUF,58,76,66.1,5.5,2.1,0.521551724137931
65,Chris Manhertz,CAR,TB,48,73,64.7,5.3,2.0,0.5852083333333333
66,Marcedes Lewis,GB,DET,43,72,66.0,2.3,2.0,0.12302325581395347
67,Nick Keizer,KC,LAC,60,74,67.3,3.4,2.0,0.19266666666666665
68,Luke Stocker,ATL,DAL,62,69,67.4,1.2,1.9,0.0232258064516129
69,Tyler Kroft,BUF,MIA,60,82,69.1,5.4,1.9,0.48600000000000004
70,Durham Smythe,MIA,BUF,62,86,71.3,5.6,1.9,0.5058064516129032
71,Jaeden Graham,ATL,DAL,42,76,70.3,5.8,1.9,0.800952380952381
72,Stephen Anderson,LAC,KC,46,106,81.8,9.0,1.9,1.7608695652173914
73,Demetrius Harris,CHI,NYG,58,77,70.5,5.2,1.9,0.4662068965517242
74,Albert Okwuegbunam,DEN,PIT,48,89,75.2,6.7,1.8,0.9352083333333333
75,Dalton Keene,NE,SEA,47,81,71.5,9.3,1.8,1.840212765957447
