Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Ezekiel Elliott,DAL,ATL,1,5,1.9,0.9,25.5,0.81
2,Christian McCaffrey,CAR,TB,1,9,2.2,1.4,22.8,1.9599999999999997
3,Alvin Kamara,NO,LV,1,8,3.1,1.1,20.4,1.2100000000000002
4,Derrick Henry,TEN,JAC,1,14,4.1,1.8,19.9,3.24
5,Dalvin Cook,MIN,IND,2,16,5.4,2.0,18.6,2.0
6,Saquon Barkley,NYG,CHI,1,11,6.4,1.8,18.1,3.24
7,Clyde Edwards-Helaire,KC,LAC,2,18,6.7,1.7,18.0,1.4449999999999998
8,Austin Ekeler,LAC,KC,4,21,9.2,2.8,17.6,1.9599999999999997
9,Aaron Jones,GB,DET,4,15,9.5,1.7,16.7,0.7224999999999999
10,Josh Jacobs,LV,NO,5,17,10.7,2.4,15.9,1.152
11,Kenyan Drake,ARI,WAS,4,28,11.4,3.3,15.2,2.7224999999999997
12,Joe Mixon,CIN,CLE,5,23,11.9,2.3,15.1,1.0579999999999998
13,Jonathan Taylor,IND,MIN,5,20,11.9,2.3,15.0,1.0579999999999998
14,Nick Chubb,CLE,CIN,10,21,14.7,1.9,14.8,0.361
15,Todd Gurley II,ATL,DAL,9,28,16.0,2.3,14.7,0.5877777777777777
16,Chris Carson,SEA,NE,10,31,17.0,2.8,14.0,0.7839999999999999
17,Raheem Mostert,SF,NYJ,6,32,18.3,3.0,13.9,1.5
18,Miles Sanders,PHI,LAR,8,50,19.0,7.1,13.1,6.30125
19,David Johnson,HOU,BAL,5,28,19.2,3.4,13.2,2.312
20,Kareem Hunt,CLE,CIN,7,36,19.4,3.8,13.7,2.0628571428571427
21,Ronald Jones II,TB,CAR,10,39,20.7,4.1,13.1,1.6809999999999998
22,Nyheim Hines,IND,MIN,13,41,21.8,2.9,13.1,0.6469230769230769
23,Melvin Gordon III,DEN,PIT,10,39,22.2,3.0,12.7,0.9
24,Mark Ingram II,BAL,HOU,16,40,25.4,4.0,12.6,1.0
25,David Montgomery,CHI,NYG,13,36,25.8,3.9,12.6,1.17
26,Devin Singletary,BUF,MIA,18,42,26.8,3.4,12.5,0.6422222222222221
27,James White,NE,SEA,21,46,27.4,4.0,12.0,0.7619047619047619
28,J.K. Dobbins,BAL,HOU,18,48,29.1,4.4,10.9,1.0755555555555558
29,Tarik Cohen,CHI,NYG,21,48,29.4,3.4,11.6,0.5504761904761905
30,Zack Moss,BUF,MIA,18,40,30.4,3.7,10.7,0.7605555555555557
31,Malcolm Brown,LAR,PHI,18,44,30.7,4.1,10.5,0.9338888888888888
32,Antonio Gibson,WAS,ARI,21,41,31.2,3.1,10.2,0.4576190476190477
33,James Robinson,JAC,TEN,19,45,31.9,3.5,9.7,0.6447368421052632
34,James Conner,PIT,DEN,15,72,32.3,7.8,9.2,4.056
35,Latavius Murray,NO,LV,19,53,37.5,4.0,9.1,0.8421052631578947
36,Benny Snell Jr.,PIT,DEN,21,54,37.9,5.4,9.1,1.3885714285714288
37,Joshua Kelley,LAC,KC,25,54,38.3,4.2,9.1,0.7056
38,Leonard Fournette,TB,CAR,28,60,38.9,4.9,8.8,0.8575000000000002
39,D'Andre Swift,DET,GB,29,51,39.8,4.8,8.6,0.7944827586206896
40,Sony Michel,NE,SEA,29,72,40.5,5.6,8.3,1.0813793103448275
41,Cam Akers,LAR,PHI,27,48,40.6,3.5,7.6,0.4537037037037037
42,Adrian Peterson,DET,GB,22,58,40.1,6.5,7.6,1.9204545454545454
43,Chase Edmonds,ARI,WAS,31,54,47.0,3.8,7.4,0.4658064516129032
44,Boston Scott,PHI,LAR,25,78,46.5,6.6,7.3,1.7423999999999997
45,Alexander Mattison,MIN,IND,34,63,47.2,4.3,6.9,0.5438235294117647
46,Frank Gore,NYJ,SF,26,66,46.1,7.2,6.7,1.993846153846154
47,Tevin Coleman,SF,NYJ,38,63,48.9,5.1,6.7,0.6844736842105262
48,Jordan Howard,MIA,BUF,30,65,47.6,7.4,6.7,1.8253333333333335
49,Peyton Barber,WAS,ARI,25,63,49.6,6.9,6.6,1.9044000000000003
50,Darrel Williams,KC,LAC,37,66,48.2,5.9,6.5,0.9408108108108109
51,Jerick McKinnon,SF,NYJ,34,67,51.1,6.6,6.4,1.2811764705882351
52,Myles Gaskin,MIA,BUF,29,82,50.5,9.4,6.3,3.046896551724138
53,Tony Pollard,DAL,ATL,29,64,53.1,4.6,6.2,0.729655172413793
54,Chris Thompson,JAC,TEN,41,70,52.0,3.2,6.0,0.24975609756097567
55,Jamaal Williams,GB,DET,31,78,53.6,5.9,5.8,1.1229032258064517
56,Kerryon Johnson,DET,GB,38,71,53.7,7.2,5.8,1.3642105263157895
57,Matt Breida,MIA,BUF,42,71,56.5,5.2,5.6,0.6438095238095238
58,Carlos Hyde,SEA,NE,43,73,57.5,5.5,5.2,0.7034883720930233
59,J.D. McKissic,WAS,ARI,39,83,56.9,4.7,5.1,0.5664102564102566
60,Rex Burkhead,NE,SEA,46,74,59.3,3.6,4.9,0.2817391304347826
61,Giovani Bernard,CIN,CLE,50,72,58.3,3.1,4.8,0.19220000000000004
62,Royce Freeman,DEN,PIT,37,86,61.7,7.0,4.4,1.3243243243243243
63,Brian Hill,ATL,DAL,57,76,64.5,2.7,4.0,0.12789473684210528
64,Jalen Richard,LV,NO,53,76,64.9,3.7,4.0,0.25830188679245286
65,LeSean McCoy,TB,CAR,52,91,65.7,4.5,3.7,0.3894230769230769
66,Corey Clement,PHI,LAR,42,99,66.8,6.4,3.7,0.9752380952380955
67,Darrell Henderson,LAR,PHI,46,84,69.1,5.6,3.4,0.6817391304347825
68,Jaylen Samuels,PIT,DEN,44,83,68.8,5.0,3.4,0.5681818181818182
69,Josh Adams,NYJ,SF,37,92,68.8,8.2,3.3,1.8172972972972972
70,Gus Edwards,BAL,HOU,64,97,70.8,4.3,3.1,0.28890625
71,Ito Smith,ATL,DAL,56,94,72.0,3.7,3.0,0.24446428571428575
72,AJ Dillon,GB,DET,58,87,73.8,4.6,2.9,0.3648275862068965
73,Dion Lewis,NYG,CHI,58,82,72.4,3.2,2.7,0.17655172413793108
74,Duke Johnson Jr.,HOU,BAL,39,93,62.1,7.8,3.1,1.5599999999999998
75,Devontae Booker,LV,NO,56,101,76.0,9.0,2.6,1.4464285714285714
76,Kyle Juszczyk,SF,NYJ,54,96,73.9,6.3,2.2,0.735
77,Jordan Wilkins,IND,MIN,46,89,75.7,4.5,2.1,0.44021739130434784
78,Mike Davis,CAR,TB,68,98,79.9,4.5,1.9,0.2977941176470588
79,Anthony McFarland Jr.,PIT,DEN,56,102,78.5,5.4,1.9,0.5207142857142858
80,Travis Homer,SEA,NE,60,100,78.2,4.4,1.9,0.3226666666666667
81,Patrick Laird,MIA,BUF,73,107,79.8,4.1,1.7,0.2302739726027397
82,Darwin Thompson,KC,LAC,68,103,83.1,5.6,1.6,0.46117647058823524
83,J.J. Taylor,NE,SEA,64,98,84.9,8.0,1.5,1.0
84,Mike Boone,MIN,IND,74,100,86.6,3.7,1.6,0.18500000000000003
85,Ke'Shawn Vaughn,TB,CAR,69,106,85.4,6.1,1.5,0.5392753623188404
86,Ryan Nall,CHI,NYG,75,113,85.1,6.1,1.6,0.49613333333333326
87,Wayne Gallman,NYG,CHI,71,152,89.7,10.2,1.5,1.4653521126760563
88,Bryce Love,WAS,ARI,47,111,89.6,7.8,1.4,1.294468085106383
89,Eno Benjamin,ARI,WAS,75,107,90.4,5.2,1.3,0.3605333333333334
90,Jason Huntley,PHI,LAR,76,119,89.3,6.6,1.2,0.5731578947368421
91,Lamical Perine,NYJ,SF,59,102,83.4,11.8,1.1,2.3600000000000003
92,T.J. Yeldon,BUF,MIA,77,128,91.1,6.6,0.6,0.5657142857142856
93,Qadree Ollison,ATL,DAL,71,114,92.6,5.8,1.0,0.47380281690140846
94,Buddy Howell,HOU,BAL,63,102,92.5,6.0,0.3,0.5714285714285714
95,Dare Ogunbowale,JAC,TEN,72,110,91.6,5.2,0.4,0.3755555555555556
96,Justice Hill,BAL,HOU,65,110,94.5,5.3,0,0.43215384615384617
97,Tyler Ervin,GB,DET,65,117,82.4,10.9,0,1.827846153846154
98,Ty Montgomery,NO,LV,69,105,90.8,9.8,0,1.3918840579710148
99,Ryquell Armstead,JAC,TEN,75,133,94.3,10.5,0,1.47
100,Justin Jackson,LAC,KC,67,106,84.9,13.0,0,2.5223880597014925
101,C.J. Ham,MIN,IND,75,101,89.7,7.0,0,0.6533333333333333
102,Senorise Perry,TEN,JAC,69,118,93.6,10.1,0,1.478405797101449
103,Khari Blasingame,TEN,JAC,77,107,91.2,8.3,0,0.8946753246753248
104,Kalen Ballage,NYJ,SF,64,116,99.3,10.3,0,1.6576562500000003
105,Patrick Ricard,BAL,HOU,74,102,94.0,6.2,0,0.5194594594594595
106,Ameer Abdullah,MIN,IND,86,112,102.2,6.2,0,0.44697674418604655
107,Jeff Wilson Jr.,SF,NYJ,81,119,104.3,8.5,0,0.8919753086419753
108,Alec Ingold,LV,NO,86,108,100.7,6.0,0,0.4186046511627907
109,Andy Janovich,CLE,CIN,82,114,99.3,7.9,0,0.7610975609756098
110,D'Ernest Johnson,CLE,CIN,91,112,102.3,6.6,0,0.47868131868131863
111,DeAndre Washington,KC,LAC,80,113,98.3,8.6,0,0.9244999999999999
112,Alex Armah,CAR,TB,85,115,101.5,9.0,0,0.9529411764705882
113,DeeJay Dallas,SEA,NE,78,126,109.6,7.3,0,0.6832051282051282
114,C.J. Prosise,HOU,BAL,62,117,88.2,22.1,0,7.8775806451612915
115,Jeremy McNichols,TEN,JAC,80,116,102.1,13.0,0,2.1125
116,Lynn Bowden Jr.,MIA,BUF,72,115,107.7,4.4,0,0.26888888888888896
117,Anthony Sherman,KC,LAC,78,114,103.6,6.7,0,0.5755128205128205
118,Reggie Bonnafon,CAR,TB,84,115,107.2,5.6,0,0.3733333333333333
119,Keith Smith,ATL,DAL,91,117,104.5,10.1,0,1.1209890109890108
120,Ty Johnson,DET,GB,97,132,114.0,10.2,0,1.0725773195876287
121,Jakob Johnson,NE,SEA,73,104,88.5,15.5,0,3.291095890410959
122,Trenton Cannon,CAR,TB,111,129,118.8,7.2,0,0.46702702702702703
123,Michael Burton,NO,LV,94,110,102.0,8.0,0,0.6808510638297872
124,De'Angelo Henderson Sr.,FA,,78,131,104.5,26.5,0,9.003205128205128
125,Elijhaa Penny,NYG,CHI,104,120,112.0,8.0,0,0.6153846153846154
