Date,Team,Opp,Total_Score,Win_Prob,Expected_Points,Year,Week,OwnPer_DST,Expected_Points_DST,OwnPer_RB,Expected_Points_RB,OwnPer_WR,Expected_Points_WR,OwnPer_TE,Expected_Points_TE,OwnPer_QB,Expected_Points_QB
2021-10-10,NYJ,ATL,45.5,0.43478260869565216,21.25,2021,5,,,,,,,,,,
2021-10-10,MIA,TB,48.0,0.2,18.5,2021,5,0.005,5.2,0.0135,17.2,0.1701,24.900000000000002,0.08379999999999999,18.599999999999998,0.0072,15.600000000000005
2021-10-10,PHI,CAR,46.0,0.4545454545454545,21.75,2021,5,0.1528,5.7,0.025800000000000003,22.600000000000005,0.034600000000000006,34.1,0.0163,17.2,0.065,22.099999999999994
2021-10-10,NO,WAS,43.5,0.5918367346938775,23.0,2021,5,0.0485,6.9,0.123,26.300000000000008,0.014099999999999998,24.900000000000002,0.0055,10.899999999999999,0.006999999999999999,19.3
2021-10-10,TEN,JAC,48.5,0.6666666666666666,26.5,2021,5,0.0148,6.4,0.249,29.0,0.15570000000000003,32.9,0.013699999999999999,12.200000000000001,0.0225,19.2
2021-10-10,DET,MIN,49.5,0.2272727272727273,19.75,2021,5,0.0048,5.3,0.1637,27.999999999999993,0.0223,30.099999999999998,0.0455,15.5,0.0188,16.600000000000005
2021-10-10,DEN,PIT,39.5,0.5555555555555556,20.5,2021,5,0.0132,7.8,0.0176,21.6,0.06959999999999998,31.999999999999996,0.0683,14.600000000000001,0.0038,17.5
2021-10-10,GB,CIN,50.5,0.5918367346938775,26.5,2021,5,0.0148,6.0,0.0776,28.4,0.2906,43.3,0.020800000000000003,12.600000000000001,0.0195,20.5
2021-10-10,NE,HOU,39.5,0.7916666666666666,23.75,2021,5,0.0155,7.9,0.0693,23.799999999999997,0.1627,34.9,0.039,17.299999999999997,0.028,17.2
2021-10-10,CHI,LV,46.0,0.3333333333333333,20.25,2021,5,0.0035,6.2,0.1448,20.9,0.1033,34.6,0.0303,10.6,0.031,18.600000000000005
2021-10-10,CLE,LAC,47.0,0.4545454545454545,22.25,2021,5,0.0173,6.5,0.07680000000000001,37.4,0.028700000000000003,28.799999999999997,0.0157,16.5,0.0078,17.000000000000004
2021-10-10,NYG,DAL,52.5,0.26666666666666666,22.75,2021,5,0.004,4.8,0.14300000000000002,24.000000000000004,0.2177,37.300000000000004,0.1648,13.4,0.1035,20.8
2021-10-10,SF,ARI,48.5,0.3333333333333333,21.5,2021,5,0.005,5.6,0.0315,26.899999999999995,0.1622,38.2,0.0625,7.100000000000002,0.1182,19.9
2021-10-10,BUF,KC,56.5,0.4545454545454545,27.0,2021,5,,,,,,,,,,
2021-10-10,ATL,NYJ,45.5,0.6078431372549019,24.25,2021,5,,,,,,,,,,
2021-10-10,TB,MIA,48.0,0.8461538461538461,29.5,2021,5,0.0272,7.9,0.21580000000000002,22.700000000000003,0.34349999999999997,51.8,0.0712,13.400000000000002,0.0838,22.79999999999999
2021-10-10,CAR,PHI,46.0,0.5918367346938775,24.25,2021,5,0.0185,6.6,0.0427,17.8,0.23820000000000002,44.300000000000004,0.004,8.8,0.0422,21.2
2021-10-10,WAS,NO,43.5,0.4545454545454545,20.5,2021,5,0.153,6.5,0.0233,25.1,0.1455,38.099999999999994,0.1188,9.600000000000003,0.0173,17.699999999999996
2021-10-10,JAC,TEN,48.5,0.37735849056603776,22.0,2021,5,0.0642,5.0,0.1163,22.5,0.1998,39.1,0.017300000000000003,13.600000000000001,0.026,18.7
2021-10-10,MIN,DET,49.5,0.8181818181818182,29.75,2021,5,0.0895,6.8,0.3337,16.8,0.18000000000000002,47.4,0.06409999999999999,11.5,0.0615,20.8
2021-10-10,PIT,DEN,39.5,0.4878048780487805,19.0,2021,5,0.0385,7.4,0.1648,22.799999999999997,0.081,39.7,0.0033,11.900000000000002,0.0058,16.100000000000005
2021-10-10,CIN,GB,50.5,0.4545454545454545,24.0,2021,5,0.0085,5.6,0.034,23.0,0.34149999999999997,51.1,0.0157,10.0,0.0475,20.4
2021-10-10,HOU,NE,39.5,0.25,15.75,2021,5,0.0598,5.5,0.0107,17.0,0.09000000000000001,26.599999999999998,0.0113,9.6,0.002,12.0
2021-10-10,LV,CHI,46.0,0.7142857142857143,25.75,2021,5,0.098,6.7,0.0517,26.8,0.0709,36.400000000000006,0.0888,21.199999999999996,0.042,19.399999999999995
2021-10-10,LAC,CLE,47.0,0.5918367346938775,24.75,2021,5,0.033,6.1,0.1087,27.5,0.2032,42.9,0.0846,15.5,0.0703,21.3
2021-10-10,DAL,NYG,52.5,0.7777777777777778,29.75,2021,5,0.08,6.9,0.1398,28.300000000000004,0.385,43.5,0.0898,18.099999999999998,0.1325,22.399999999999995
2021-10-10,ARI,SF,48.5,0.7142857142857143,27.0,2021,5,0.0675,7.3,0.0655,22.799999999999997,0.0833,49.199999999999996,0.011899999999999999,9.5,0.091,25.3
2021-10-10,KC,BUF,56.5,0.5918367346938775,29.5,2021,5,,,,,,,,,,
