Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Michael Thomas,NO,CAR,1,6,1.4,0.6,19.6,0.36
2,Julio Jones,ATL,TB,1,4,1.7,0.5,18.0,0.25
3,DeAndre Hopkins,HOU,IND,3,5,3.2,0.5,17.2,0.0833333333333
4,Mike Evans,TB,ATL,2,7,3.9,0.5,16.2,0.125
5,Chris Godwin,TB,ATL,2,9,5.4,0.7,14.7,0.245
6,Davante Adams,GB,SF,3,14,6.6,1.3,14.3,0.563333333333
7,Odell Beckham Jr.,CLE,MIA,3,13,6.8,1.4,13.9,0.653333333333
8,Julian Edelman,NE,DAL,5,11,9.2,1.1,13.7,0.242
9,Tyler Lockett,SEA,PHI,5,19,9.7,2.0,13.5,0.8
10,D.J. Chark,JAC,TEN,7,14,10.0,1.9,13.4,0.515714285714
11,Calvin Ridley,ATL,TB,7,23,10.6,1.9,13.3,0.515714285714
12,Cooper Kupp,LAR,BAL,8,20,11.8,1.9,13.3,0.45125
13,D.J. Moore,CAR,NO,8,17,13.1,1.6,13.1,0.32
14,Allen Robinson,CHI,NYG,8,21,15.1,2.5,12.9,0.78125
15,Amari Cooper,DAL,NE,6,23,15.7,2.9,12.6,1.40166666667
16,John Brown,BUF,DEN,11,22,16.9,1.7,12.0,0.262727272727
17,Jarvis Landry,CLE,MIA,13,32,18.2,3.1,12.0,0.739230769231
18,Kenny Golladay,DET,WAS,9,24,18.7,1.8,12.0,0.36
19,T.Y. Hilton,IND,HOU,11,47,19.0,7.3,11.9,4.84454545455
20,Courtland Sutton,DEN,BUF,11,28,19.6,2.2,11.9,0.44
21,Jamison Crowder,NYJ,OAK,12,26,20.5,2.2,11.8,0.403333333333
22,Tyrell Williams,OAK,NYJ,15,39,21.8,3.4,11.3,0.770666666667
23,Devante Parker,MIA,CLE,19,27,22.9,1.4,11.1,0.103157894737
24,Terry McLaurin,WAS,DET,21,35,24.9,2.4,11.0,0.274285714286
25,Michael Gallup,DAL,NE,15,31,24.9,3.3,10.9,0.726
26,D.K. Metcalf,SEA,PHI,20,34,25.8,2.5,10.8,0.3125
27,Deebo Samuel,SF,GB,24,31,27.4,1.4,10.7,0.0816666666667
28,Curtis Samuel,CAR,NO,17,35,27.9,3.8,10.6,0.849411764706
29,Emmanuel Sanders,SF,GB,21,99,29.4,5.6,10.5,1.49333333333
30,Golden Tate,NYG,CHI,17,39,29.9,2.3,10.5,0.311176470588
31,Marvin Jones,DET,WAS,21,35,30.1,2.4,10.4,0.274285714286
32,Marquise Brown,BAL,LAR,22,41,31.9,2.5,10.2,0.284090909091
33,Tyler Boyd,CIN,PIT,29,41,34.2,1.9,10.1,0.124482758621
34,James Washington,PIT,CIN,25,42,35.3,3.0,10.1,0.36
35,Will Fuller,HOU,IND,21,41,35.5,2.5,9.9,0.297619047619
36,Robert Woods,LAR,BAL,28,49,35.8,3.4,9.9,0.412857142857
37,Dede Westbrook,JAC,TEN,30,46,39.0,2.6,9.8,0.225333333333
38,Brandin Cooks,LAR,BAL,24,60,36.3,6.4,9.8,1.70666666667
39,Robby Anderson,NYJ,OAK,32,54,41.2,3.7,9.7,0.4278125
40,Demaryius Thomas,NYJ,OAK,34,50,43.5,2.7,9.7,0.214411764706
41,Zach Pascal,IND,HOU,37,56,44.0,4.6,9.3,0.571891891892
42,Sterling Shepard,NYG,CHI,31,70,44.2,6.0,9.2,1.16129032258
43,A.J. Brown,TEN,JAC,38,63,44.8,4.8,9.0,0.606315789474
44,Kenny Stills,HOU,IND,39,58,45.8,4.6,8.8,0.542564102564
45,Taylor Gabriel,CHI,NYG,37,59,46.0,4.3,8.7,0.49972972973
46,Chris Conley,JAC,TEN,35,53,47.2,3.0,8.6,0.257142857143
47,Hunter Renfrow,OAK,NYJ,26,56,47.3,3.3,8.5,0.418846153846
48,Randall Cobb,DAL,NE,40,59,48.6,3.3,8.3,0.27225
49,Diontae Johnson,PIT,CIN,37,73,49.3,9.8,8.3,2.59567567568
50,Darius Slayton,NYG,CHI,36,67,49.8,6.0,8.2,1.0
51,Alshon Jeffery,PHI,SEA,27,155,50.2,26.7,8.1,26.4033333333
52,Josh Gordon,SEA,PHI,37,62,50.3,4.6,7.9,0.571891891892
53,Cole Beasley,BUF,DEN,44,56,51.2,3.2,7.6,0.232727272727
54,Russell Gage,ATL,TB,31,61,52.4,3.1,7.6,0.31
55,Corey Davis,TEN,JAC,42,66,53.7,3.7,7.5,0.325952380952
56,Ted Ginn,NO,CAR,50,63,56.0,2.4,7.5,0.1152
57,Danny Amendola,DET,WAS,52,63,57.4,1.5,7.4,0.0432692307692
58,Tim Patrick,DEN,BUF,56,97,59.9,2.9,7.3,0.150178571429
59,Allen Hurns,MIA,CLE,56,67,60.6,3.0,7.1,0.160714285714
60,Adam Humphries,TEN,JAC,51,68,62.3,2.3,7.0,0.103725490196
61,Anthony Miller,CHI,NYG,57,78,62.6,4.9,6.9,0.421228070175
62,N'Keal Harry,NE,DAL,42,92,61.2,10.5,6.9,2.625
63,Allen Lazard,GB,SF,43,76,61.9,4.0,6.9,0.372093023256
64,Kendrick Bourne,SF,GB,59,73,65.4,3.1,6.7,0.162881355932
65,Alex Erickson,CIN,PIT,49,72,65.6,3.5,6.7,0.25
