Player Name,Team,rec_att,rec_yds,rec_tds,rush_att,rush_yds,rush_tds,fumbles,fpts
Michael Thomas,NO,9.4,102.7,0.7,0.1,0.0,0.0,0.1,19.1
Julio Jones,ATL,7.2,103.8,0.6,0.2,0.9,0.0,0.1,17.7
Mike Evans,TB,5.8,95.3,0.6,0.0,0.3,0.0,0.1,16.1
DeAndre Hopkins,HOU,7.4,83.5,0.6,0.1,0.4,0.0,0.1,15.7
Chris Godwin,TB,5.7,81.0,0.6,0.1,0.6,0.0,0.1,14.4
Tyler Lockett,SEA,5.9,76.2,0.6,0.5,2.7,0.0,0.1,14.4
Odell Beckham Jr.,CLE,5.7,81.1,0.6,0.3,1.8,0.0,0.1,14.3
Davante Adams,GB,6.3,81.3,0.5,0.0,0.3,0.0,0.1,14.3
Julian Edelman,NE,6.6,70.9,0.5,0.6,3.9,0.0,0.1,13.6
Calvin Ridley,ATL,5.0,68.0,0.7,0.3,1.7,0.0,0.1,13.4
D.J. Chark,JAC,5.2,72.6,0.6,0.3,2.1,0.0,0.1,13.4
Amari Cooper,DAL,5.2,75.5,0.5,0.1,0.6,0.0,0.0,13.0
D.J. Moore,CAR,5.9,75.2,0.4,0.3,3.9,0.0,0.1,12.9
Cooper Kupp,LAR,5.5,70.0,0.5,0.2,1.1,0.0,0.1,12.7
Jarvis Landry,CLE,5.2,68.3,0.5,0.4,2.6,0.0,0.1,12.6
Devante Parker,MIA,4.7,68.3,0.5,0.0,0.0,0.0,0.0,12.0
Courtland Sutton,DEN,4.6,70.2,0.4,0.2,1.0,0.0,0.0,11.9
John Brown,BUF,4.6,66.7,0.5,0.1,0.6,0.0,0.0,11.9
Allen Robinson,CHI,5.1,65.1,0.5,0.0,0.1,0.0,0.1,11.9
Jamison Crowder,NYJ,5.5,61.5,0.5,0.2,1.3,0.0,0.1,11.8
T.Y. Hilton,IND,4.9,65.2,0.5,0.1,0.5,0.0,0.0,11.8
Kenny Golladay,DET,4.1,65.7,0.5,0.1,0.4,0.0,0.0,11.5
Michael Gallup,DAL,4.5,66.8,0.4,0.0,0.0,0.0,0.0,11.4
Tyrell Williams,OAK,4.2,61.0,0.5,0.0,0.1,0.0,0.0,11.4
Golden Tate,NYG,5.4,62.2,0.4,0.4,3.3,0.0,0.1,11.3
Deebo Samuel,SF,4.8,57.0,0.4,0.5,3.8,0.0,0.1,11.2
D.K. Metcalf,SEA,4.0,60.1,0.5,0.2,1.0,0.0,0.1,11.0
Terry McLaurin,WAS,4.4,57.4,0.5,0.4,2.6,0.0,0.0,11.0
Alshon Jeffery,PHI,4.5,52.6,0.5,0.1,0.5,0.0,0.0,10.6
Marvin Jones,DET,3.9,51.7,0.5,0.2,0.9,0.0,0.0,10.2
Curtis Samuel,CAR,4.0,50.6,0.2,0.5,4.8,0.1,0.0,9.2
Marquise Brown,BAL,3.9,54.7,0.2,0.6,4.4,0.0,0.0,9.2
Tyler Boyd,CIN,4.9,55.5,0.1,0.3,1.8,0.0,0.0,9.0
Robert Woods,LAR,4.2,54.2,0.1,0.7,4.4,0.0,0.0,8.9
James Washington,PIT,4.0,55.6,0.2,0.1,0.5,0.0,0.1,8.6
Emmanuel Sanders,SF,4.1,50.2,0.2,0.1,0.9,0.0,0.0,8.5
Will Fuller,HOU,3.6,51.4,0.2,0.1,0.6,0.0,0.0,8.4
Dede Westbrook,JAC,4.6,47.9,0.1,0.4,3.2,0.0,0.1,8.1
Sterling Shepard,NYG,3.9,49.6,0.1,0.4,2.4,0.0,0.0,8.0
Brandin Cooks,LAR,3.4,49.6,0.2,0.4,2.6,0.0,0.0,7.9
Darius Slayton,NYG,3.5,47.0,0.2,0.4,3.2,0.0,0.0,7.8
Demaryius Thomas,NYJ,4.1,47.0,0.2,0.0,0.0,0.0,0.0,7.7
