Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Christian McCaffrey,CAR,NO,1,4,1.3,0.7,23.0,0.49
2,Alvin Kamara,NO,CAR,1,5,2.1,0.7,21.4,0.49
3,Nick Chubb,CLE,MIA,2,6,3.2,0.7,18.1,0.245
4,Derrick Henry,TEN,JAC,1,11,4.6,1.4,17.6,1.96
5,Saquon Barkley,NYG,CHI,3,10,5.1,1.4,17.5,0.653333333333
6,Josh Jacobs,OAK,NYJ,2,12,6.0,1.1,16.7,0.605
7,Leonard Fournette,JAC,TEN,4,11,7.1,1.0,15.4,0.25
8,Ezekiel Elliott,DAL,NE,2,10,7.3,1.1,15.3,0.605
9,Aaron Jones,GB,SF,4,13,9.4,1.4,14.2,0.49
10,Le'Veon Bell,NYJ,OAK,7,13,9.7,1.0,14.2,0.142857142857
11,Chris Carson,SEA,PHI,9,14,11.2,0.8,13.5,0.0711111111111
12,Todd Gurley,LAR,BAL,10,17,12.2,1.0,13.5,0.1
13,Tevin Coleman,SF,GB,9,16,12.8,1.7,13.2,0.321111111111
14,Mark Ingram,BAL,LAR,12,20,14.8,1.7,13.2,0.240833333333
15,Jaylen Samuels,PIT,CIN,9,19,16.2,1.7,13.2,0.321111111111
16,Joe Mixon,CIN,PIT,14,21,16.7,1.7,13.0,0.206428571429
17,Phillip Lindsay,DEN,BUF,13,21,16.9,1.5,12.9,0.173076923077
18,David Montgomery,CHI,NYG,12,30,17.7,2.7,12.9,0.6075
19,Devin Singletary,BUF,DEN,14,24,19.2,1.2,12.4,0.102857142857
20,Miles Sanders,PHI,SEA,13,24,19.3,2.1,12.0,0.339230769231
21,Carlos Hyde,HOU,IND,15,26,21.3,1.6,11.9,0.170666666667
22,Kareem Hunt,CLE,MIA,16,30,22.3,2.1,11.7,0.275625
23,James White,NE,DAL,18,27,22.9,1.5,11.0,0.125
24,Sony Michel,NE,DAL,17,28,24.8,1.8,11.0,0.190588235294
25,Ronald Jones II,TB,ATL,21,30,24.9,1.6,10.9,0.121904761905
26,Brian Hill,ATL,TB,12,34,26.4,2.5,10.6,0.520833333333
27,Bo Scarbrough,DET,WAS,8,34,27.1,2.8,10.1,0.98
28,Tarik Cohen,CHI,NYG,25,34,28.1,1.6,9.8,0.1024
29,Derrius Guice,WAS,DET,22,34,29.0,1.9,9.8,0.164090909091
30,Jonathan Williams,IND,HOU,22,35,29.4,2.8,9.1,0.356363636364
31,Latavius Murray,NO,CAR,25,36,30.9,2.4,9.0,0.2304
32,Jamaal Williams,GB,SF,20,38,31.7,2.2,8.8,0.242
33,Duke Johnson,HOU,IND,30,39,34.7,2.1,8.7,0.147
34,Royce Freeman,DEN,BUF,30,39,34.7,1.9,8.6,0.120333333333
35,Adrian Peterson,WAS,DET,27,42,34.8,2.3,8.6,0.195925925926
36,Kalen Ballage,MIA,CLE,28,43,36.0,2.9,8.6,0.300357142857
37,Nyheim Hines,IND,HOU,33,41,37.4,2.1,8.0,0.133636363636
38,Raheem Mostert,SF,GB,32,44,37.8,2.1,8.0,0.1378125
39,J.D. McKissic,DET,WAS,35,43,39.8,1.7,8.0,0.0825714285714
40,Jordan Wilkins,IND,HOU,31,52,40.7,3.9,7.6,0.49064516129
41,Rex Burkhead,NE,DAL,37,47,41.7,1.8,7.6,0.0875675675676
42,Peyton Barber,TB,ATL,40,49,43.7,2.2,7.5,0.121
43,Frank Gore,BUF,DEN,39,49,44.2,1.8,7.2,0.0830769230769
44,Patrick Laird,MIA,CLE,32,58,44.6,3.2,7.2,0.32
45,Benny Snell Jr.,PIT,CIN,27,78,43.8,11.7,7.2,5.07
46,Gus Edwards,BAL,LAR,38,55,46.0,4.1,7.1,0.442368421053
47,Giovani Bernard,CIN,PIT,45,53,48.1,2.4,6.5,0.128
48,Jalen Richard,OAK,NYJ,45,56,48.4,1.9,6.5,0.0802222222222
49,Ty Johnson,DET,WAS,41,58,49.7,2.5,5.9,0.15243902439
50,Jeff Wilson,SF,GB,45,72,53.6,5.3,5.8,0.624222222222
51,Dion Lewis,TEN,JAC,44,62,52.4,3.1,5.0,0.218409090909
52,Boston Scott,PHI,SEA,45,65,54.3,4.7,4.6,0.490888888889
53,Jay Ajayi,PHI,SEA,40,61,52.9,6.0,4.4,0.9
54,Qadree Ollison,ATL,TB,49,66,55.7,4.7,4.4,0.450816326531
55,Dare Ogunbowale,TB,ATL,45,61,56.2,3.0,4.4,0.2
56,Trey Edmunds,PIT,CIN,45,71,54.5,5.8,4.1,0.747555555556
57,DeAndre Washington,OAK,NYJ,48,68,55.7,4.1,4.1,0.350208333333
58,Malcolm Brown,LAR,BAL,47,64,56.9,4.2,3.9,0.375319148936
59,Tony Pollard,DAL,NE,48,61,56.9,2.5,3.8,0.130208333333
60,Bilal Powell,NYJ,OAK,50,66,59.0,3.1,3.8,0.1922
61,Rashaad Penny,SEA,PHI,51,65,59.6,3.0,3.7,0.176470588235
62,Ryquell Armstead,JAC,TEN,57,66,62.4,1.4,3.7,0.0343859649123
63,Kenjon Barner,ATL,TB,57,70,62.9,2.5,3.6,0.109649122807
64,Darrell Henderson,LAR,BAL,51,70,65.5,3.5,3.6,0.240196078431
65,Wayne Gallman,NYG,CHI,59,69,65.6,1.9,3.1,0.061186440678
66,Justice Hill,BAL,LAR,59,70,66.0,2.3,3.0,0.0896610169492
67,Wendell Smallwood,WAS,DET,54,74,67.4,3.2,3.0,0.18962962963
68,Myles Gaskin,MIA,CLE,64,71,69.1,1.5,2.9,0.03515625
69,Ty Montgomery,NYJ,OAK,67,72,69.4,1.4,2.9,0.0292537313433
70,Reggie Bonnafon,CAR,NO,65,77,71.6,2.3,2.8,0.0813846153846
71,Jordan Howard,PHI,SEA,35,90,56.9,15.9,2.7,7.22314285714
72,Brandon Bolden,NE,DAL,69,75,72.1,1.5,2.6,0.0326086956522
73,Kyle Juszczyk,SF,GB,54,74,70.2,3.9,2.5,0.281666666667
74,Chris Thompson,WAS,DET,53,91,70.7,8.6,2.5,1.39547169811
