Name_ID,ID,Pos
Saints  (15820541),15820541,DST
Dolphins  (15820540),15820540,DST
Giants  (15820543),15820543,DST
Rams  (15820542),15820542,DST
Browns  (15820544),15820544,DST
Colts  (15820545),15820545,DST
Cardinals  (15820546),15820546,DST
Chiefs  (15820548),15820548,DST
Bills  (15820549),15820549,DST
49ers  (15820550),15820550,DST
Patriots  (15820553),15820553,DST
Vikings  (15820556),15820556,DST
Raiders  (15820557),15820557,DST
Chargers  (15820555),15820555,DST
Broncos  (15820559),15820559,DST
Bengals  (15820552),15820552,DST
Panthers  (15820551),15820551,DST
Buccaneers  (15820547),15820547,DST
Titans  (15820554),15820554,DST
Jets  (15820560),15820560,DST
Jaguars  (15820561),15820561,DST
Falcons  (15820558),15820558,DST
Patrick Mahomes (15819764),15819764,QB
Josh Allen (15819765),15819765,QB
Kyler Murray (15819763),15819763,QB
Justin Herbert (15819766),15819766,QB
Tom Brady (15819767),15819767,QB
Derek Carr (15819778),15819778,QB
Taysom Hill (15819770),15819770,QB
Cam Newton (15819768),15819768,QB
Matt Ryan (15819774),15819774,QB
Daniel Jones (15819782),15819782,QB
Jared Goff (15819773),15819773,QB
Ryan Fitzpatrick (15819780),15819780,QB
Teddy Bridgewater (15819769),15819769,QB
Philip Rivers (15819771),15819771,QB
Ryan Tannehill (15819777),15819777,QB
Kirk Cousins (15819772),15819772,QB
Baker Mayfield (15819785),15819785,QB
Sam Darnold (15819791),15819791,QB
Nick Mullens (15819787),15819787,QB
Mike Glennon (15819800),15819800,QB
Brandon Allen (15832549),15832549,QB
Dalvin Cook (15819822),15819822,RB
Keenan Allen (15820052),15820052,WR
Tyreek Hill (15820054),15820054,WR
Stefon Diggs (15820056),15820056,WR
Alvin Kamara (15819826),15819826,RB
Travis Kelce (15820352),15820352,TE
DeAndre Hopkins (15820050),15820050,WR
Nick Chubb (15819832),15819832,RB
Calvin Ridley (15820060),15820060,WR
Derrick Henry (15819828),15819828,RB
Justin Jefferson (15820070),15820070,WR
Michael Thomas (15820058),15820058,WR
Darren Waller (15820354),15820354,TE
Cooper Kupp (15820068),15820068,WR
Robert Woods (15820084),15820084,WR
James Robinson (15819838),15819838,RB
Josh Jacobs (15819830),15819830,RB
Kareem Hunt (15819860),15819860,RB
A.J. Brown (15820064),15820064,WR
Mike Davis (15819834),15819834,RB
DJ Moore (15820072),15820072,WR
Robby Anderson (15820076),15820076,WR
Chris Godwin (15820078),15820078,WR
Clyde Edwards-Helaire (15819836),15819836,RB
Mike Evans (15820074),15820074,WR
DeVante Parker (15820080),15820080,WR
Wayne Gallman Jr. (15819876),15819876,RB
Antonio Brown (15820086),15820086,WR
Christian Kirk (15820082),15820082,WR
Sterling Shepard (15820104),15820104,WR
Nyheim Hines (15819886),15819886,RB
Curtis Samuel (15820102),15820102,WR
Cole Beasley (15820090),15820090,WR
Kenyan Drake (15819866),15819866,RB
Darius Slayton (15820114),15820114,WR
Tyler Boyd (15820108),15820108,WR
Michael Pittman Jr. (15820120),15820120,WR
Ronald Jones II (15819842),15819842,RB
Giovani Bernard (15819856),15819856,RB
Jamison Crowder (15820092),15820092,WR
Jakobi Meyers (15820096),15820096,WR
Nelson Agholor (15820116),15820116,WR
Mike Williams (15820110),15820110,WR
Tee Higgins (15820128),15820128,WR
