Date,Team,Opp,Total_Score,Win_Prob,Expected_Points,Year,Week,OwnPer_RB,Expected_Points_RB,OwnPer_QB,Expected_Points_QB,OwnPer_WR,Expected_Points_WR,OwnPer_TE,Expected_Points_TE,OwnPer_DST,Expected_Points_DST
2020-12-13,GB,DET,55.5,0.8076923076923077,32.0,2020,14,0.18239999999999998,32.4,0.1117,21.800000000000004,0.31139999999999995,47.199999999999996,0.0737,13.41,0.0233,6.4
2020-12-13,TEN,JAC,52.5,0.7826086956521741,30.0,2020,14,0.3081,30.300000000000008,0.0767,20.3,0.228,41.49999999999999,0.035500000000000004,16.75,0.0653,6.5
2020-12-13,DAL,CIN,44.0,0.6153846153846154,23.5,2020,14,0.063,22.400000000000002,0.018000000000000002,15.2,0.1281,44.69999999999999,0.035,11.629999999999999,0.1137,6.6
2020-12-13,ARI,NYG,47.0,0.6153846153846154,25.0,2020,14,0.054,22.0,0.0293,18.800000000000004,0.0913,40.85052000000001,0.0103,10.01,0.0423,6.3
2020-12-13,HOU,CHI,46.0,0.5348837209302325,23.5,2020,14,0.0754,16.830000000000005,0.047,20.1,0.1893,31.250650000000004,0.040499999999999994,17.580000000000002,0.029,6.2
2020-12-13,DEN,CAR,45.5,0.3636363636363637,20.75,2020,14,0.0407,23.4,0.0137,13.599999999999998,0.0683,34.6,0.035300000000000005,15.600000000000003,0.012,6.1
2020-12-13,MIN,TB,52.5,0.2777777777777778,22.75,2020,14,0.0865,28.700000000000003,0.033,16.8,0.1874,44.400000000000006,0.01,11.400279999999997,0.005,5.6
2020-12-13,KC,MIA,51.5,0.7777777777777778,29.25,2020,14,0.05960000000000001,25.0,0.1173,22.8,0.22920000000000001,46.26,0.1988,22.4,0.042,7.0
2020-12-13,IND,LV,51.5,0.5744680851063829,27.0,2020,14,0.14160000000000003,33.6,0.0357,18.600000000000005,0.1145,37.059999999999995,0.0237,17.575000000000003,0.022,6.2
2020-12-13,NYJ,SEA,48.5,0.1,16.0,2020,14,0.0373,15.26,0.014,13.400000000000002,0.207,26.026139999999998,0.008,7.2,0.0043,5.3
2020-12-13,ATL,LAC,49.0,0.4878048780487805,23.75,2020,14,0.036699999999999997,23.399999999999995,0.054000000000000006,17.0,0.1346,41.75,0.0513,13.500000000000004,0.026,5.9
2020-12-13,NO,PHI,42.0,0.7826086956521741,24.75,2020,14,0.07650000000000001,29.299999999999997,0.0507,19.2,0.0825,33.279999999999994,0.0122,10.800000000000002,0.0627,8.4
2020-12-13,WAS,SF,43.5,0.4444444444444444,20.25,2020,14,0.16269999999999998,20.799999999999997,0.0073,12.4,0.0691,37.81999999999999,0.116,10.2,0.0567,6.7
2020-12-13,PIT,BUF,49.0,0.4761904761904762,23.5,2020,14,,,,,,,,,,
2020-12-13,DET,GB,55.5,0.2272727272727273,23.5,2020,14,0.039599999999999996,23.85,0.0297,16.799999999999994,0.0687,38.06,0.0727,17.7,0.004,4.9
2020-12-13,JAC,TEN,52.5,0.25,22.5,2020,14,0.117,25.099999999999994,0.0183,15.0,0.07400000000000001,39.12,0.0165,12.7,0.0037,4.7
2020-12-13,CIN,DAL,44.0,0.4166666666666667,20.5,2020,14,0.05040000000000001,21.169999999999995,0.012,13.300000000000002,0.0793,38.105000000000004,0.0087,10.419999999999998,0.0357,6.1
2020-12-13,NYG,ARI,47.0,0.4166666666666667,22.0,2020,14,0.05,25.799999999999997,0.0117,16.000000000000007,0.0408,33.900000000000006,0.0628,15.3,0.0297,6.2
2020-12-13,CHI,HOU,46.0,0.4878048780487805,22.5,2020,14,0.1567,19.899999999999995,0.031,17.299999999999997,0.1501,46.50000000000001,0.026299999999999997,13.870000000000001,0.0277,6.2
2020-12-13,CAR,DEN,45.5,0.6666666666666666,24.75,2020,14,0.0693,17.2,0.0287,16.9,0.3257,40.155,0.0088,8.875,0.0877,7.8
2020-12-13,TB,MIN,52.5,0.7619047619047619,29.75,2020,14,0.1005,16.896999999999995,0.0557,19.500000000000004,0.2252,50.00000000000001,0.0475,16.7,0.041,7.7
2020-12-13,MIA,KC,51.5,0.2564102564102564,22.25,2020,14,0.1077,17.76,0.0237,16.099999999999998,0.06180000000000001,34.18,0.0427,17.599999999999998,0.0037,5.6
2020-12-13,LV,IND,51.5,0.4651162790697674,24.5,2020,14,0.09670000000000001,29.450000000000003,0.026,16.3,0.0505,33.30000000000001,0.08,23.099999999999998,0.006,5.8
2020-12-13,SEA,NYJ,48.5,0.6153846153846154,32.5,2020,14,0.15439999999999998,25.8,0.098,23.399999999999995,0.2201,46.34,0.020999999999999998,13.950000000000001,0.1683,8.7
2020-12-13,LAC,ATL,49.0,0.5555555555555556,25.25,2020,14,0.1825,30.7,0.08,20.2,0.1758,43.525000000000006,0.053200000000000004,15.499999999999998,0.0103,6.1
2020-12-13,PHI,NO,42.0,0.25,17.25,2020,14,0.028999999999999998,22.999999999999996,0.0157,16.400000000000006,0.0273,29.379999999999995,0.046200000000000005,20.100000000000005,0.053,5.5
2020-12-13,SF,WAS,43.5,0.5918367346938775,23.25,2020,14,0.045599999999999995,32.195,0.0123,14.200000000000003,0.0875,42.699999999999996,0.022,14.299999999999997,0.0433,6.9
2020-12-13,BUF,PIT,49.0,0.5652173913043478,25.5,2020,14,,,,,,,,,,
