Player Name,Team,rush_att,rush_yds,rush_tds,rec_att,rec_yds,rec_tds,fumbles,fpts
Dalvin Cook,MIN,19.5,84.9,0.8,3.8,32.0,0.1,0.2,20.6
Derrick Henry,TEN,23.1,110.3,1.0,1.5,12.0,0.0,0.1,20.1
Austin Ekeler,LAC,11.9,54.7,0.3,5.3,49.9,0.4,0.1,19.4
Aaron Jones,GB,14.5,70.3,0.8,3.6,28.4,0.2,0.1,19.2
James Robinson,JAC,19.1,80.9,0.7,3.5,26.6,0.1,0.1,18.9
Mike Davis,CAR,15.6,64.1,0.6,4.2,28.9,0.1,0.1,17.4
Alvin Kamara,NO,12.9,58.7,0.6,3.7,31.8,0.1,0.1,17.2
Chris Carson,SEA,16.2,70.0,0.6,2.8,21.3,0.2,0.1,16.3
David Montgomery,CHI,16.2,68.8,0.6,2.8,23.3,0.1,0.1,15.9
Ezekiel Elliott,DAL,18.6,76.7,0.6,2.6,20.0,0.1,0.2,15.7
D'Andre Swift,DET,11.6,51.6,0.5,3.1,27.7,0.1,0.1,14.7
Nick Chubb,CLE,16.9,86.1,0.6,1.3,9.5,0.0,0.1,14.6
Ronald Jones II,TB,14.7,66.2,0.6,2.1,16.9,0.1,0.1,14.2
Wayne Gallman,NYG,14.7,64.4,0.7,2.0,12.7,0.1,0.1,13.7
James Conner,PIT,13.3,57.9,0.6,2.6,18.0,0.1,0.1,13.7
Jonathan Taylor,IND,13.5,56.4,0.6,2.3,20.8,0.1,0.1,13.7
J.D. McKissic,WAS,6.9,28.2,0.2,5.3,39.3,0.1,0.1,13.6
Duke Johnson Jr.,HOU,9.9,41.0,0.3,3.7,32.3,0.1,0.1,13.4
Kenyan Drake,ARI,13.9,62.0,0.6,1.9,14.6,0.1,0.1,13.3
Melvin Gordon III,DEN,14.3,61.2,0.5,2.2,15.6,0.1,0.2,13.2
Josh Jacobs,LV,15.1,58.7,0.6,2.3,15.1,0.0,0.1,13.0
Raheem Mostert,SF,13.1,62.0,0.5,1.8,14.2,0.1,0.1,12.9
Giovani Bernard,CIN,11.9,48.8,0.3,2.8,22.8,0.1,0.1,12.1
