Player Name,Team,def_sack,def_int,def_fr,def_ff,def_td,def_safety,def_pa,def_tyda,fpts
Carolina Panthers,CAR,3.6,1.2,0.7,1.2,0.2,0.0,16.0,267.1,9.6
Philadelphia Eagles,PHI,3.4,1.2,0.6,1.0,0.2,0.0,17.1,293.4,9.5
Green Bay Packers,GB,3.6,1.0,0.7,1.2,0.2,0.0,18.9,326.0,9.0
Chicago Bears,CHI,3.2,1.0,0.6,1.0,0.2,0.0,15.7,283.4,8.6
New England Patriots,NE,3.1,1.0,0.7,1.2,0.2,0.1,18.5,353.3,8.4
New York Jets,NYJ,2.9,1.0,0.7,1.3,0.2,0.0,19.3,295.3,8.3
Pittsburgh Steelers,PIT,3.0,1.0,0.7,1.3,0.1,0.0,19.4,360.6,8.3
New Orleans Saints,NO,2.9,0.8,0.8,1.2,0.2,0.0,19.9,352.4,8.2
Jacksonville Jaguars,JAC,3.1,1.2,0.6,0.9,0.2,0.0,22.9,378.6,8.0
Dallas Cowboys,DAL,2.7,0.9,0.7,1.1,0.2,0.0,18.5,326.8,7.8
Baltimore Ravens,BAL,2.5,1.0,0.6,1.0,0.2,0.0,19.1,352.3,7.6
Cleveland Browns,CLE,2.2,1.1,0.6,1.2,0.2,0.0,19.6,293.8,7.6
Los Angeles Chargers,LAC,2.9,0.9,0.5,0.7,0.2,0.0,17.0,316.5,7.6
Los Angeles Rams,LAR,3.5,0.8,0.7,0.9,0.2,0.0,20.9,321.1,7.4
Washington Redskins,WAS,3.1,0.9,0.6,1.2,0.1,0.1,24.1,349.8,7.2
Indianapolis Colts,IND,3.1,0.8,0.7,1.0,0.1,0.1,20.6,329.0,6.9
Detroit Lions,DET,2.6,0.8,0.7,1.1,0.2,0.0,20.6,308.0,6.7
Minnesota Vikings,MIN,3.2,0.6,0.7,0.8,0.1,0.0,23.4,362.6,6.6
Cincinnati Bengals,CIN,2.7,0.9,0.5,0.7,0.1,0.1,21.3,331.6,6.5
Denver Broncos,DEN,2.4,0.9,0.6,0.9,0.1,0.0,20.7,350.0,6.2
Arizona Cardinals,ARI,2.2,0.8,0.6,1.0,0.1,0.1,24.0,374.4,6.1
San Francisco 49ers,SF,2.7,0.7,0.6,1.1,0.1,0.0,24.3,372.2,6.0
Tampa Bay Buccaneers,TB,2.2,0.7,0.7,1.4,0.1,0.0,23.7,330.5,5.9
Kansas City Chiefs,KC,2.2,0.7,0.6,1.0,0.1,0.0,20.4,352.1,5.9
Miami Dolphins,MIA,2.3,0.8,0.6,0.9,0.1,0.0,26.2,354.0,5.8
Seattle Seahawks,SEA,2.2,0.6,0.7,1.4,0.1,0.1,22.1,372.8,5.6
Tennessee Titans,TEN,2.3,0.6,0.6,0.8,0.1,0.1,21.4,319.1,5.6
Buffalo Bills,BUF,2.1,0.8,0.5,0.8,0.1,0.0,23.7,378.2,5.5
New York Giants,NYG,2.6,0.5,0.5,0.7,0.1,0.0,24.9,357.8,5.3
Houston Texans,HOU,1.9,0.6,0.5,0.9,0.1,0.0,22.7,356.9,4.9
Oakland Raiders,OAK,1.7,0.6,0.6,0.8,0.1,0.0,28.9,437.8,4.7
Atlanta Falcons,ATL,1.8,0.6,0.5,0.7,0.1,0.0,26.7,403.1,4.6
