Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Carolina (CAR)CAR DST,CAR,WAS,1,6,1.3,0.5,9.5,0.25
2,Chicago (CHI)CHI DST,CHI,DET,1,7,2.6,0.9,9.4,0.81
3,Philadelphia (PHI)PHI DST,PHI,MIA,1,6,2.8,1.0,8.9,1.0
4,New York (NYJ)NYJ DST,NYJ,CIN,2,16,5.5,2.7,8.8,3.645
5,New England (NE)NE DST,NE,HOU,3,14,5.7,1.5,8.6,0.75
6,Green Bay (GB)GB DST,GB,NYG,3,23,6.1,1.9,8.5,1.20333333333
7,Pittsburgh (PIT)PIT DST,PIT,CLE,4,13,7.9,2.0,8.2,1.0
8,Baltimore (BAL)BAL DST,BAL,SF,1,15,8.8,1.8,7.9,3.24
9,Los Angeles (LAC)LAC DST,LAC,DEN,2,13,8.3,2.9,7.9,4.205
10,New Orleans (NO)NO DST,NO,ATL,7,15,9.4,1.3,7.9,0.241428571429
11,Jacksonville (JAC)JAC DST,JAC,TB,5,21,11.6,2.9,7.8,1.682
12,Cleveland (CLE)CLE DST,CLE,PIT,6,20,11.6,3.0,7.6,1.5
13,Dallas (DAL)DAL DST,DAL,BUF,4,17,13.0,2.0,7.5,1.0
14,Los Angeles (LAR)LAR DST,LAR,ARI,5,19,14.4,2.4,7.2,1.152
15,Denver (DEN)DEN DST,DEN,LAC,10,19,15.1,1.9,7.1,0.361
16,Detroit (DET)DET DST,DET,CHI,9,26,16.4,2.6,7.0,0.751111111111
17,Kansas City (KC)KC DST,KC,OAK,12,27,18.6,3.5,6.9,1.02083333333
18,Indianapolis (IND)IND DST,IND,TEN,8,25,18.7,3.6,6.8,1.62
19,San Francisco (SF)SF DST,SF,BAL,14,28,19.3,3.0,6.7,0.642857142857
20,Tennessee (TEN)TEN DST,TEN,IND,10,29,19.8,2.5,6.6,0.625
21,Buffalo (BUF)BUF DST,BUF,DAL,12,30,19.7,3.7,6.4,1.14083333333
22,Washington (WAS)WAS DST,WAS,CAR,11,27,21.7,2.0,6.3,0.363636363636
23,Seattle (SEA)SEA DST,SEA,MIN,12,28,22.4,2.7,6.3,0.6075
24,Minnesota (MIN)MIN DST,MIN,SEA,16,28,24.6,2.0,6.2,0.25
25,Arizona (ARI)ARI DST,ARI,LAR,13,29,23.7,2.6,6.2,0.52
26,Tampa Bay (TB)TB DST,TB,JAC,16,32,25.5,3.0,6.1,0.5625
27,Cincinnati (CIN)CIN DST,CIN,NYJ,14,31,26.2,3.3,5.9,0.777857142857
28,Houston (HOU)HOU DST,HOU,NE,24,31,27.8,1.8,5.8,0.135
29,New York (NYG)NYG DST,NYG,GB,19,31,28.2,1.3,5.8,0.0889473684211
30,Miami (MIA)MIA DST,MIA,PHI,24,31,29.4,2.1,5.7,0.18375
31,Atlanta (ATL)ATL DST,ATL,NO,25,31,29.8,1.4,5.6,0.0784
32,Oakland (OAK)OAK DST,OAK,KC,30,32,31.9,0.2,4.9,0.00133333333333
