team,rank,day,mult
ATL,1,Sun,1
BAL,1,Sun,1
CAR,1,Sun,1
CHI,1,Sun,1
CIN,1,Sun,1
CLE,1,Sun,1
DEN,1,Sun,1
DET,1,Sun,1
GB,3,Sun,1
HOU,1,Sun,1
IND,1,Sun,1
JAC,1,Sun,1
MIA,2,Sun,1
MIN,1,Sun,1
NE,1,Sun,1
NYG,1,Sun,1
NYJ,2,Sun,1
PHI,1,Sun,1
PIT,1,Sun,1
TB,3,Sun,1
TEN,1,Sun,1
WAS,1,Sun,1
