"Pos","Player","Tm","Opp","DK Sal $","Projected Own%","Cash Odds","GPP Odds","Implied Own%","DK LEV"
"RB","Latavius Murray","NO","@TB","6200","3.0%","12%","1%","1%","0.32"
"QB","Kyler Murray","ARI","@SF","6100","3.0%","40%","13%","7%","2.17"
"TE","Mark Andrews","BAL","HOU","6100","12.5%","45%","6%","13%","1.05"
"RB","Tevin Coleman","SF","ARI","6100","17.5%","46%","11%","13%","0.76"
"QB","Derek Carr","OAK","CIN","6100","7.5%","39%","11%","5%","0.71"
"WR","Courtland Sutton","DEN","@MIN","6000","3.0%","38%","7%","8%","2.70"
"RB","Devin Singletary","BUF","@MIA","6000","7.5%","34%","5%","6%","0.80"
"WR","Marvin Jones","DET","DAL","5900","3.0%","29%","4%","5%","1.65"
"QB","Jacoby Brissett","IND","JAX","5900","3.0%","32%","8%","4%","1.33"
"WR","D.J. Moore","CAR","ATL","5900","22.5%","52%","14%","16%","0.71"
"WR","Zach Pascal","IND","JAX","5800","3.0%","32%","5%","6%","2.00"
"QB","Sam Darnold","NYJ","@WAS","5700","0.5%","29%","7%","4%","7.05"
"WR","Jamison Crowder","NYJ","@WAS","5700","7.5%","36%","6%","7%","0.89"
"WR","Christian Kirk","ARI","@SF","5700","7.5%","34%","6%","7%","0.88"
"QB","Nick Foles","JAX","@IND","5600","0.5%","30%","7%","3%","6.48"
"WR","Terry McLaurin","WAS","NYJ","5600","7.5%","39%","8%","9%","1.17"
"WR","Marquise Brown","BAL","HOU","5600","17.5%","37%","7%","8%","0.46"
"RB","Joe Mixon","CIN","@OAK","5500","3.0%","39%","7%","8%","2.71"
"TE","Darren Waller","OAK","CIN","5500","17.5%","51%","8%","17%","0.98"
"WR","Calvin Ridley","ATL","@CAR","5500","7.5%","36%","7%","7%","0.96"
"QB","Carson Wentz","PHI","NE","5400","3.0%","31%","8%","4%","1.37"
"RB","Kenyan Drake","ARI","@SF","5400","3.0%","24%","2%","2%","0.77"
"RB","James White","NE","@PHI","5400","7.5%","34%","4%","5%","0.61"
"WR","Tyrell Williams","OAK","CIN","5400","12.5%","34%","6%","7%","0.56"
"RB","Phillip Lindsay","DEN","@MIN","5300","3.0%","31%","3%","4%","1.35"
"WR","Curtis Samuel","CAR","ATL","5300","17.5%","40%","9%","10%","0.58"
"QB","Kyle Allen","CAR","ATL","5300","12.5%","39%","11%","5%","0.43"
"WR","Tyler Boyd","CIN","@OAK","5200","7.5%","38%","7%","7%","0.99"
"RB","Ronald Jones","TB","NO","5200","7.5%","37%","5%","6%","0.81"
"QB","Ryan Fitzpatrick","MIA","BUF","5100","0.5%","27%","6%","3%","6.13"
"RB","David Johnson","ARI","@SF","5100","0.5%","20%","1%","2%","3.30"
"WR","Mohamed Sanu","NE","@PHI","5100","3.0%","36%","6%","7%","2.34"
"QB","Ryan Finley","CIN","@OAK","5000","3.0%","32%","8%","4%","1.34"
"TE","Zach Ertz","PHI","NE","5000","7.5%","41%","4%","9%","1.26"
"WR","Larry Fitzgerald","ARI","@SF","5000","3.0%","28%","3%","4%","1.25"
"RB","Alexander Mattison","MIN","DEN","5000","0.5%","11%","0%","0%","0.67"
"RB","Tony Pollard","DAL","@DET","5000","0.5%","3%","0%","0%","0.03"
"WR","Robby Anderson","NYJ","@WAS","4900","3.0%","27%","3%","4%","1.18"
"RB","Sony Michel","NE","@PHI","4900","7.5%","21%","1%","2%","0.22"
"QB","Dwayne Haskins","WAS","NYJ","4800","0.5%","25%","5%","3%","5.32"
"RB","Royce Freeman","DEN","@MIN","4800","0.5%","23%","2%","2%","3.70"
"RB","Brian Hill","ATL","@CAR","4800","27.5%","53%","11%","13%","0.47"
"QB","Brandon Allen","DEN","@MIN","4700","0.5%","19%","3%","2%","3.12"
"RB","Derrius Guice","WAS","NYJ","4700","0.5%","18%","1%","1%","2.42"
"WR","DeVante Parker","MIA","BUF","4700","3.0%","37%","6%","7%","2.27"
"WR","Cole Beasley","BUF","@MIA","4700","3.0%","30%","4%","5%","1.50"
"RB","Jordan Howard","PHI","NE","4700","3.0%","16%","1%","1%","0.33"
"QB","Jeff Driskel","DET","DAL","4600","0.5%","34%","9%","4%","8.74"
"RB","J.D. McKissic","DET","DAL","4600","0.5%","26%","2%","2%","4.79"
"RB","Carlos Hyde","HOU","@BAL","4600","3.0%","27%","2%","2%","0.82"
"WR","Kenny Stills","HOU","@BAL","4600","7.5%","29%","4%","4%","0.54"
"WR","Dede Westbrook","JAX","@IND","4500","3.0%","33%","4%","5%","1.65"
"RB","Adrian Peterson","WAS","NYJ","4500","3.0%","24%","2%","2%","0.69"
"RB","Gus Edwards","BAL","HOU","4500","0.5%","6%","0%","0%","0.14"
"WR","Chris Conley","JAX","@IND","4400","0.5%","20%","2%","2%","3.69"
"RB","Frank Gore","BUF","@MIA","4400","0.5%","16%","1%","1%","1.52"
"TE","Jared Cook","NO","@TB","4400","7.5%","32%","3%","6%","0.78"
"RB","Kalen Ballage","MIA","BUF","4300","3.0%","29%","2%","3%","0.93"
"WR","Randall Cobb","DAL","@DET","4300","3.0%","24%","2%","3%","0.86"
"RB","Giovani Bernard","CIN","@OAK","4300","0.5%","9%","0%","0%","0.37"
"WR","Phillip Dorsett","NE","@PHI","4200","3.0%","31%","4%","5%","1.66"
"WR","Auden Tate","CIN","@OAK","4200","3.0%","31%","4%","4%","1.47"
"RB","Jalen Richard","OAK","CIN","4200","0.5%","16%","1%","1%","1.33"
"RB","Nyheim Hines","IND","JAX","4200","0.5%","14%","0%","1%","1.07"
"WR","Danny Amendola","DET","DAL","4200","3.0%","13%","0%","1%","0.18"
"RB","Ryquell Armstead","JAX","@IND","4200","0.5%","5%","0%","0%","0.06"
"RB","Reggie Bonnafon","CAR","ATL","4200","0.5%","1%","0%","0%","0.00"
"WR","Ted Ginn","NO","@TB","4100","3.0%","26%","3%","3%","0.98"
"RB","Miles Sanders","PHI","NE","4100","12.5%","45%","6%","7%","0.57"
"WR","Olabisi Johnson","MIN","DEN","4100","3.0%","19%","1%","2%","0.50"
"WR","Nelson Agholor","PHI","NE","4000","0.5%","21%","2%","2%","3.42"
"RB","Duke Johnson","HOU","@BAL","4000","0.5%","20%","1%","1%","2.28"
"DEF","San Francisco 49ers","SF","ARI","4000","7.5%","29%","9%","10%","1.32"
"WR","Chester Rogers","IND","JAX","4000","3.0%","23%","2%","2%","0.69"
"TE","Jack Doyle","IND","JAX","4000","7.5%","31%","2%","5%","0.66"
"WR","Hunter Renfrow","OAK","CIN","4000","7.5%","29%","3%","4%","0.49"
"WR","Deebo Samuel","SF","ARI","4000","17.5%","41%","7%","8%","0.46"
"WR","Willie Snead","BAL","HOU","3900","0.5%","14%","1%","1%","1.17"
"WR","Demaryius Thomas","NYJ","@WAS","3900","3.0%","28%","3%","3%","1.02"
"WR","Alex Erickson","CIN","@OAK","3900","0.5%","12%","0%","0%","0.85"
"TE","Greg Olsen","CAR","ATL","3900","17.5%","42%","5%","11%","0.60"
"RB","Ty Montgomery","NYJ","@WAS","3900","0.5%","2%","0%","0%","0.01"
"RB","Rex Burkhead","NE","@PHI","3800","0.5%","19%","1%","1%","1.97"
"WR","TreQuan Smith","NO","@TB","3800","0.5%","16%","1%","1%","1.60"
"DEF","Buffalo Bills","BUF","@MIA","3800","12.5%","41%","18%","19%","1.56"
"TE","Darren Fells","HOU","@BAL","3800","3.0%","26%","2%","3%","1.15"
"RB","Ty Johnson","DET","DAL","3800","0.5%","12%","0%","0%","0.60"
"WR","Keelan Cole","JAX","@IND","3800","0.5%","8%","0%","0%","0.26"
"TE","Jason Witten","DAL","@DET","3700","3.0%","26%","2%","3%","1.11"
"TE","Noah Fant","DEN","@MIN","3700","3.0%","26%","1%","3%","1.04"
"RB","Paul Perkins","DET","DAL","3700","0.5%","7%","0%","0%","0.16"
"RB","Kenjon Barner","ATL","@CAR","3700","0.5%","7%","0%","0%","0.16"
"WR","Marquise Goodwin","SF","ARI","3700","0.5%","6%","0%","0%","0.13"
"WR","Laquon Treadwell","MIN","DEN","3700","0.5%","4%","0%","0%","0.06"
"RB","Bilal Powell","NYJ","@WAS","3700","0.5%","3%","0%","0%","0.01"
"TE","T.J. Hockenson","DET","DAL","3600","3.0%","28%","2%","4%","1.27"
"TE","Eric Ebron","IND","JAX","3600","7.5%","34%","3%","6%","0.80"
"TE","O.J. Howard","TB","NO","3600","7.5%","29%","2%","4%","0.54"
"TE","Kyle Rudolph","MIN","DEN","3600","12.5%","28%","2%","4%","0.34"
"DEF","Dallas Cowboys","DAL","@DET","3600","12.5%","19%","3%","3%","0.26"
"RB","Peyton Barber","TB","NO","3600","0.5%","8%","0%","0%","0.20"
"WR","DaeSean Hamilton","DEN","@MIN","3600","0.5%","6%","0%","0%","0.15"
"TE","Mike Gesicki","MIA","BUF","3500","0.5%","27%","2%","3%","6.71"
"WR","Andy Isabella","ARI","@SF","3500","0.5%","17%","1%","1%","1.72"
"DEF","New England Patriots","NE","@PHI","3500","7.5%","25%","5%","6%","0.77"
"WR","KeeSean Johnson","ARI","@SF","3500","0.5%","8%","0%","0%","0.26"
"WR","Miles Boykin","BAL","HOU","3500","0.5%","7%","0%","0%","0.19"
"RB","Jordan Wilkins","IND","JAX","3500","0.5%","6%","0%","0%","0.08"
"WR","Keke Coutee","HOU","@BAL","3500","0.5%","4%","0%","0%","0.05"
"WR","Jordan Matthews","PHI","NE","3500","0.5%","3%","0%","0%","0.02"
"RB","Justice Hill","BAL","HOU","3500","0.5%","2%","0%","0%","0.00"
"RB","Raheem Mostert","SF","ARI","3400","0.5%","36%","3%","3%","6.96"
"TE","Ross Dwelley","SF","ARI","3400","0.5%","25%","1%","3%","6.15"
"WR","Albert Wilson","MIA","BUF","3400","0.5%","17%","1%","1%","1.63"
"DEF","Minnesota Vikings","MIN","DEN","3400","17.5%","49%","24%","26%","1.48"
"WR","Dante Pettis","SF","ARI","3400","0.5%","6%","0%","0%","0.10"
"WR","Trey Quinn","WAS","NYJ","3300","0.5%","18%","1%","1%","1.97"
"DEF","Oakland Raiders","OAK","CIN","3300","7.5%","37%","13%","13%","1.78"
"WR","Zay Jones","OAK","CIN","3300","0.5%","15%","0%","1%","1.10"
"WR","Russell Gage","ATL","@CAR","3300","3.0%","29%","3%","3%","0.99"
"RB","Jeff Wilson","SF","ARI","3300","0.5%","9%","0%","0%","0.21"
"WR","Jakeem Grant","MIA","BUF","3300","0.5%","7%","0%","0%","0.16"
"TE","Cameron Brate","TB","NO","3300","0.5%","5%","0%","0%","0.10"
"WR","Tavon Austin","DAL","@DET","3300","0.5%","2%","0%","0%","0.00"
"TE","Tyler Eifert","CIN","@OAK","3200","0.5%","25%","1%","3%","5.83"
"WR","Allen Hurns","MIA","BUF","3200","0.5%","24%","2%","2%","3.96"
"TE","Dallas Goedert","PHI","NE","3200","3.0%","30%","2%","5%","1.56"
"WR","Mack Hollins","PHI","NE","3200","0.5%","9%","0%","0%","0.31"
"DEF","Indianapolis Colts","IND","JAX","3200","7.5%","16%","1%","1%","0.20"
"WR","Breshad Perriman","TB","NO","3200","0.5%","8%","0%","0%","0.20"
"RB","Dare Ogunbowale","TB","NO","3200","0.5%","6%","0%","0%","0.07"
"RB","Wendell Smallwood","WAS","NYJ","3200","0.5%","6%","0%","0%","0.06"
"WR","Robert Foster","BUF","@MIA","3200","0.5%","2%","0%","0%","0.00"
"TE","Irv Smith Jr.","MIN","DEN","3100","0.5%","27%","1%","3%","6.20"
"DEF","New York Jets","NYJ","@WAS","3100","7.5%","30%","7%","7%","0.94"
"WR","Marcus Johnson","IND","JAX","3100","0.5%","10%","0%","0%","0.37"
"DEF","Jacksonville Jaguars","JAX","@IND","3100","3.0%","8%","0%","0%","0.07"
"WR","Marvin Hall","DET","DAL","3100","0.5%","4%","0%","0%","0.04"
"RB","Brandon Bolden","NE","@PHI","3100","0.5%","2%","0%","0%","0.00"
"WR","Kendrick Bourne","SF","ARI","3000","0.5%","26%","2%","3%","5.08"
"TE","Dawson Knox","BUF","@MIA","3000","0.5%","22%","1%","2%","4.13"
"WR","Kelvin Harmon","WAS","NYJ","3000","0.5%","18%","1%","1%","1.83"
"RB","DeAndre Washington","OAK","CIN","3000","0.5%","16%","0%","0%","0.94"
"DEF","Carolina Panthers","CAR","ATL","3000","7.5%","30%","6%","7%","0.88"
"DEF","Baltimore Ravens","BAL","HOU","3000","3.0%","18%","2%","2%","0.54"
"WR","Isaiah McKenzie","BUF","@MIA","3000","0.5%","11%","0%","0%","0.42"
"TE","Luke Stocker","ATL","@CAR","3000","0.5%","9%","0%","0%","0.40"
"WR","Jarius Wright","CAR","ATL","3000","0.5%","9%","0%","0%","0.28"
"RB","Patrick Laird","MIA","BUF","3000","0.5%","10%","0%","0%","0.23"
"RB","Boston Scott","PHI","NE","3000","0.5%","9%","0%","0%","0.19"
"WR","DeAndre Carter","HOU","@BAL","3000","0.5%","8%","0%","0%","0.19"
"RB","Qadree Ollison","ATL","@CAR","3000","0.5%","9%","0%","0%","0.18"
"TE","Levine Toilolo","SF","ARI","3000","0.5%","6%","0%","0%","0.11"
"TE","Josh Hill","NO","@TB","3000","0.5%","5%","0%","0%","0.10"
"RB","Myles Gaskin","MIA","BUF","3000","0.5%","6%","0%","0%","0.05"
"WR","J.J. Arcega-Whiteside","PHI","NE","3000","0.5%","5%","0%","0%","0.04"
"WR","Seth Roberts","BAL","HOU","3000","0.5%","4%","0%","0%","0.03"
"WR","N'Keal Harry","NE","@PHI","3000","0.5%","3%","0%","0%","0.02"
"WR","Vyncint Smith","NYJ","@WAS","3000","0.5%","3%","0%","0%","0.01"
"RB","C.J. Ham","MIN","DEN","3000","0.5%","3%","0%","0%","0.01"
"WR","Stanley Morgan","CIN","@OAK","3000","0.5%","2%","0%","0%","0.01"
"WR","Justin Hardy","ATL","@CAR","3000","0.5%","2%","0%","0%","0.01"
"WR","Marcell Ateman","OAK","CIN","3000","0.5%","2%","0%","0%","0.00"
"RB","Andy Janovich","DEN","@MIN","3000","0.5%","2%","0%","0%","0.00"
"RB","Zach Line","NO","@TB","3000","0.5%","1%","0%","0%","0.00"
"RB","Ameer Abdullah","MIN","DEN","3000","0.5%","1%","0%","0%","0.00"
"RB","Dwayne Washington","NO","@TB","3000","0.5%","1%","0%","0%","0.00"
"TE","Ryan Griffin","NYJ","@WAS","2900","0.5%","27%","2%","3%","6.51"
"TE","Ben Watson","NE","@PHI","2900","0.5%","22%","1%","2%","3.85"
"TE","Blake Jarwin","DAL","@DET","2900","0.5%","20%","1%","2%","3.08"
"DEF","New Orleans Saints","NO","@TB","2900","7.5%","36%","10%","10%","1.38"
"TE","Jaeden Graham","ATL","@CAR","2800","0.5%","22%","1%","2%","3.87"
"TE","Jeremy Sprinkle","WAS","NYJ","2800","0.5%","20%","1%","1%","2.75"
"DEF","Washington Redskins","WAS","NYJ","2800","7.5%","39%","11%","12%","1.62"
"TE","Tyler Kroft","BUF","@MIA","2800","0.5%","6%","0%","0%","0.12"
"TE","Nick Boyle","BAL","HOU","2700","0.5%","29%","2%","4%","7.22"
"TE","Charles Clay","ARI","@SF","2700","0.5%","11%","0%","0%","0.54"
"DEF","Philadelphia Eagles","PHI","NE","2700","3.0%","19%","1%","2%","0.51"
"TE","Jordan Akins","HOU","@BAL","2600","0.5%","22%","1%","2%","3.76"
"TE","Hayden Hurst","BAL","HOU","2600","0.5%","20%","1%","1%","2.81"
"TE","Foster Moreau","OAK","CIN","2600","0.5%","19%","1%","1%","2.63"
"DEF","Atlanta Falcons","ATL","@CAR","2600","0.5%","17%","1%","1%","2.11"
"TE","Maxx Williams","ARI","@SF","2600","0.5%","10%","0%","0%","0.48"
"DEF","Tampa Bay Buccaneers","TB","NO","2600","0.5%","7%","0%","0%","0.17"
"TE","Jesse James","DET","DAL","2600","0.5%","3%","0%","0%","0.02"
"TE","Josh Oliver","JAX","@IND","2500","0.5%","26%","1%","3%","5.36"
"DEF","Miami Dolphins","MIA","BUF","2500","3.0%","26%","3%","3%","1.05"
"TE","C.J. Uzomah","CIN","@OAK","2500","0.5%","8%","0%","0%","0.22"
"TE","Trevon Wesco","NYJ","@WAS","2500","0.5%","7%","0%","0%","0.15"
"TE","Ben Koyack","JAX","@IND","2500","0.5%","5%","0%","0%","0.08"
"TE","Mo Alie-Cox","IND","JAX","2500","0.5%","5%","0%","0%","0.08"
"TE","Durham Smythe","MIA","BUF","2500","0.5%","5%","0%","0%","0.08"
"TE","Hale Hentges","WAS","NYJ","2500","0.5%","5%","0%","0%","0.08"
"TE","Tommy Sweeney","BUF","@MIA","2500","0.5%","5%","0%","0%","0.08"
"TE","Troy Fumagalli","DEN","@MIN","2500","0.5%","4%","0%","0%","0.04"
"TE","Logan Thomas","DET","DAL","2500","0.5%","4%","0%","0%","0.04"
"TE","Drew Sample","CIN","@OAK","2500","0.5%","4%","0%","0%","0.04"
"TE","Lee Smith","BUF","@MIA","2500","0.5%","4%","0%","0%","0.03"
"TE","Ian Thomas","CAR","ATL","2500","0.5%","3%","0%","0%","0.02"
"TE","Derek Carrier","OAK","CIN","2500","0.5%","3%","0%","0%","0.02"
"DEF","Denver Broncos","DEN","@MIN","2400","0.5%","11%","0%","0%","0.41"
"DEF","Houston Texans","HOU","@BAL","2300","0.5%","13%","0%","0%","0.56"
"DEF","Cincinnati Bengals","CIN","@OAK","2100","0.5%","8%","0%","0%","0.10"
"DEF","Detroit Lions","DET","DAL","1800","0.5%","20%","1%","1%","1.23"
"DEF","Arizona Cardinals","ARI","@SF","1500","7.5%","26%","1%","1%","0.12"
