A.J. Green,1.075,CIN,
KhaDarel Hodge,1.65,CLE,
Marvin Hall,1.25,DET,
Allen Lazard,0.0001,GB,still out
Marquez Valdes-Scantling,1.15,GB,
Darren Fells,0.5,HOU,
Chris Conley,1.2,JAC,
D.J. Chark Jr.,1,JAC,
Keelan Cole Sr.,1.1,JAC,
Jalen Guyton,1.1,LAC,
Gerald Everett,0.95,LAR,
Tyler Higbee,0.85,LAR,
Josh Reynolds,1.05,LAR,
Jakeem Grant,1.1,MIA,
Mack Hollins,1.65,MIA,
Mike Gesicki,1.05,MIA,
Golden Tate,1.6,NYG,
Darius Slayton,1.1,NYG,
Alshon Jeffery,1.46,PHI,
Diontae Johnson,1.07,PIT,
James Washington,0.5,PIT,
Kendrick Bourne,2.75,SF,
Scotty Miller,0.9,TB,
Cam Sims,1.75,WAS,
Steven Sims,1.2,WAS,
Isaiah Wright,0.5,WAS,
Michael Thomas,1.05,NO,
Jacob Hollister,1.15,SEA,
Greg Olsen,0.85,SEA,
Antonio Gibson,1.05,WAS,
Duke Johnson Jr.,0.975,HOU,
Taywan Taylor,0.0001,CLE,
Jamal Agnew,0.0001,DET,
Darrius Shepherd,0.0001,GB,
Isaiah Coulter,0.0001,HOU,
Keke Coutee,0.0001,HOU,
Dante Pettis,0.0001,NYG,
JJ Arcega-Whiteside,0.0001,PHI,
Quez Watkins,0.0001,PHI,
Ke'Shawn Vaughn,0.0001,TB,
D'Andre Swift,1.05,DET,
