Player Name,Team,def_sack,def_int,def_fr,def_ff,def_td,def_assist,def_safety,def_pa,def_tyda,fpts
Philadelphia Eagles,PHI,3.1,1.4,0.8,1.4,0.2,0.0,0.0,15.8,291.5,9.6
Jacksonville Jaguars,JAC,3.1,1.1,0.7,1.2,0.2,0.0,0.0,15.8,272.5,8.9
Arizona Cardinals,ARI,2.9,1.2,0.7,1.2,0.2,0.0,0.0,17.8,286.7,8.9
Houston Texans,HOU,2.8,1.0,0.7,1.1,0.2,0.0,0.1,19.1,293.9,8.6
San Francisco 49ers,SF,2.2,1.3,0.7,1.2,0.2,0.0,0.0,19.6,332.6,8.4
Seattle Seahawks,SEA,2.4,1.0,0.8,1.2,0.2,0.0,0.0,19.0,350.8,8.2
Los Angeles Rams,LAR,2.4,1.1,0.7,1.0,0.2,0.0,0.0,17.2,311.5,8.0
Buffalo Bills,BUF,2.4,1.0,0.7,1.2,0.2,0.0,0.0,18.3,304.0,7.8
Tennessee Titans,TEN,2.0,1.1,0.7,0.9,0.2,0.0,0.0,19.7,309.3,7.4
Baltimore Ravens,BAL,2.2,1.0,0.7,1.2,0.2,0.0,0.0,21.4,321.8,6.9
Oakland Raiders,OAK,2.0,0.8,0.6,0.9,0.2,0.0,0.0,19.9,316.5,6.9
New Orleans Saints,NO,2.1,1.1,0.6,1.1,0.2,0.0,0.0,22.6,401.7,6.7
Detroit Lions,DET,1.9,1.2,0.6,0.9,0.2,0.0,0.0,20.7,338.7,6.6
Green Bay Packers,GB,2.5,0.9,0.8,1.1,0.1,0.0,0.0,20.6,330.1,6.5
Cincinnati Bengals,CIN,2.6,0.8,0.6,1.0,0.2,0.0,0.0,23.6,346.2,6.5
Carolina Panthers,CAR,2.7,0.8,0.7,1.2,0.2,0.0,0.0,21.6,343.7,6.5
Denver Broncos,DEN,2.5,0.8,0.6,0.9,0.2,0.0,0.0,23.5,316.8,6.4
Atlanta Falcons,ATL,2.3,1.0,0.6,1.0,0.2,0.0,0.0,21.9,350.0,6.4
Washington Redskins,WAS,2.4,0.8,0.6,0.9,0.2,0.0,0.0,25.6,371.8,5.9
Miami Dolphins,MIA,2.0,0.8,0.6,1.1,0.2,0.0,0.0,22.8,350.3,5.9
Kansas City Chiefs,KC,2.0,0.7,0.6,1.0,0.2,0.0,0.0,27.2,399.1,5.9
Indianapolis Colts,IND,2.0,0.8,0.6,1.1,0.1,0.0,0.0,26.1,370.8,5.7
New York Giants,NYG,1.7,0.8,0.7,1.3,0.1,0.0,0.0,22.8,345.6,5.6
Dallas Cowboys,DAL,2.2,0.5,0.7,1.2,0.2,0.0,0.0,28.2,404.4,5.5
Tampa Bay Buccaneers,TB,1.5,0.7,0.6,1.1,0.1,0.0,0.0,30.3,435.9,5.2
New York Jets,NYJ,2.0,0.6,0.5,0.7,0.1,0.0,0.0,22.7,332.5,5.2
