Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,Status
1,LeSean McCoy,BUF,NYJ,1,6,2.0,1.2
2,Kareem Hunt,KC,DAL,1,27,2.9,3.4
3,Todd Gurley,LAR,NYG,1,8,3.6,1.4
4,Ezekiel Elliott,DAL,KC,1,8,2.8,1.5
5,Mark Ingram,NO,TB,2,11,5.3,1.7
6,Leonard Fournette,JAC,CIN,1,10,5.9,1.6
7,Alvin Kamara,NO,TB,2,12,7.9,1.7
8,Christian McCaffrey,CAR,ATL,4,21,9.9,3.4
9,Lamar Miller,HOU,IND,6,21,10.0,3.4
10,Devonta Freeman,ATL,CAR,3,28,10.3,3.9
11,Chris Thompson,WAS,SEA,7,25,11.3,3.0
12,Doug Martin,TB,NO,4,19,12.2,2.8
13,Carlos Hyde,SF,ARI,8,21,12.5,2.4
14,Aaron Jones,GB,DET,7,21,13.4,2.7
15,DeMarco Murray,TEN,BAL,7,24,14.0,2.9
16,Adrian Peterson,ARI,SF,6,23,15.3,3.1
17,Joe Mixon,CIN,JAC,10,24,16.8,2.5
18,Bilal Powell,NYJ,BUF,10,35,19.5,3.6
19,Tevin Coleman,ATL,CAR,13,37,20.6,3.2
20,Javorius Allen,BAL,TEN,13,31,21.5,4.0
21,Alex Collins,BAL,TEN,14,36,21.7,4.8
22,Ameer Abdullah,DET,GB,16,35,22.6,3.7
23,Matt Forte,NYJ,BUF,12,49,23.2,4.6
24,Orleans Darkwa,NYG,LAR,17,36,25.8,3.5
25,C.J. Anderson,DEN,PHI,15,37,25.9,4.7
26,Theo Riddick,DET,GB,18,41,26.8,4.6
27,Marlon Mack,IND,HOU,16,38,27.2,4.1
28,Frank Gore,IND,HOU,21,41,29.0,4.5
29,Kenyan Drake,MIA,OAK,16,77,30.4,10.4
30,Marshawn Lynch,OAK,MIA,15,42,30.0,4.7
31,Derrick Henry,TEN,BAL,19,52,33.0,4.9
32,Ty Montgomery,GB,DET,24,44,33.4,3.8
33,Damien Williams,MIA,OAK,19,74,34.6,8.5
34,Andre Ellington,ARI,SF,21,51,33.6,6.7
35,Jay Ajayi,PHI,DEN,14,65,36.9,10.4
36,Jonathan Stewart,CAR,ATL,25,49,36.9,5.5
37,DeAndre Washington,OAK,MIA,14,48,38.8,5.6
38,Matt Breida,SF,ARI,32,49,39.1,4.0
39,Jalen Richard,OAK,MIA,23,57,39.7,4.4
40,LeGarrette Blount,PHI,DEN,23,56,41.0,6.4
41,Devontae Booker,DEN,PHI,29,68,41.8,8.9
42,Eddie Lacy,SEA,WAS,22,61,41.4,7.1
43,Shane Vereen,NYG,LAR,22,55,41.5,6.9
44,Wayne Gallman,NYG,LAR,30,62,42.8,6.3
45,Jamaal Charles,DEN,PHI,23,53,43.8,4.8
46,Robert Kelley,WAS,SEA,33,58,44.1,4.6
47,Thomas Rawls,SEA,WAS,26,62,44.8,5.3
48,Chris Ivory,JAC,CIN,37,57,45.7,4.1
49,Alfred Morris,DAL,KC,17,80,54.3,15.7
50,Giovani Bernard,CIN,JAC,25,56,48.0,5.3
51,Darren McFadden,DAL,KC,27,85,58.0,19.2
52,Rod Smith,DAL,KC,29,81,56.5,13.4
53,J.D. McKissic,SEA,WAS,31,68,51.2,5.4
54,Charles Sims,TB,NO,31,68,54.0,8.3
55,Wendell Smallwood,PHI,DEN,41,69,52.3,5.2
56,C.J. Prosise,SEA,WAS,33,78,54.1,8.0
57,D'Onta Foreman,HOU,IND,45,80,53.8,5.6
58,Corey Clement,PHI,DEN,37,77,61.6,8.3
59,T.J. Yeldon,JAC,CIN,44,65,56.0,4.9
60,Charcandrick West,KC,DAL,42,67,55.5,4.3
61,Samaje Perine,WAS,SEA,44,74,59.7,6.5
