Amari Cooper,1
Jordan Reed,0.01
Leonard Fournette,1
Chris Ivory,1
Ty Montgomery,0.01
Aaron Jones,0.01
Jamaal Williams,1.15
Vernon Davis,1.05
Chris Hogan ,0.01
Terrelle Pryor,0.01
Ryan Grant,0.8
Jamison Crowder,1.05
Josh Doctson,1.05
Joe Flacco,0.95
Green Bay Packer,1.05
Albert Wilson,0.01
Demarcus Robinson,1.1
Tyreek Hill,1.03
Will Fuller,0.01
Javorius Allen,0.7
Danny Woodhead,1
Allen Hurns,0.01
Marqise Lee,1.1
Sterling Shepard ,0.01
Eli Manning,0.95
Shane Vereen,1.1
Tavarres King,1.2
Roger Lewis,1.05
Evan Engram,1.05
Andre Ellington,0.01
New England Patriots,1.1
Oakland Raiders,1.1
Jordan Howard,1.05
