Date,Team,Opp,Total_Score,Win_Prob,Expected_Points,Year,Week,OwnPer_RB,Expected_Points_RB,OwnPer_QB,Expected_Points_QB,OwnPer_WR,Expected_Points_WR,OwnPer_TE,Expected_Points_TE,OwnPer_DST,Expected_Points_DST
2020-10-25,CLE,CIN,50.5,0.6491228070175439,27.0,2020,7,0.26130000000000003,30.000000000000007,0.0197,15.200000000000001,0.09169999999999999,35.18001,0.1137,15.315000000000003,0.0923,6.7
2020-10-25,DAL,WAS,44.5,0.5121951219512195,22.75,2020,7,0.074,25.200000000000003,0.0097,16.999999999999996,0.0829,50.6,0.0162,13.600000000000001,0.0557,6.4
2020-10-25,DET,ATL,55.0,0.5,27.0,2020,7,0.0643,28.100080000000002,0.049,19.6,0.17400000000000002,39.600000000000016,0.0687,16.6,0.045,5.3
2020-10-25,CAR,NO,50.5,0.2857142857142857,21.75,2020,7,0.1058,24.599999999999998,0.0143,16.899999999999995,0.1595,47.14,0.009,7.9,0.0023,4.8
2020-10-25,BUF,NYJ,46.0,0.8333333333333334,28.0,2020,7,0.045000000000000005,20.900239999999997,0.08,21.9,0.2326,46.0,0.006,8.380000000000003,0.0997,7.9
2020-10-25,GB,HOU,56.0,0.6,33.0,2020,7,0.2563,23.960380000000004,0.0827,20.9,0.25860000000000005,38.85000000000001,0.044500000000000005,16.599999999999998,0.0247,6.2
2020-10-25,SEA,ARI,54.5,0.6491228070175439,29.0,2020,7,0.14870000000000003,24.8,0.112,23.7,0.3436,46.66,0.0324,15.0,0.0183,6.1
2020-10-25,SF,NE,45.0,0.43478260869565216,21.0,2020,7,0.022000000000000002,26.1,0.006999999999999999,16.5,0.0503,34.099999999999994,0.0667,18.299999999999997,0.0307,6.6
2020-10-25,KC,DEN,44.0,0.8,27.0,2020,7,0.0825,34.216,0.0633,21.658,0.12229999999999999,39.62474999999999,0.1678,22.770000000000003,0.0963,7.6960000000000015
2020-10-25,TB,LV,51.5,0.6875,27.75,2020,7,0.0592,27.8,0.0253,17.8,0.10400000000000001,46.05,0.028499999999999998,17.700000000000006,0.05,7.3
2020-10-25,PIT,TEN,51.0,0.5,25.0,2020,7,0.0597,28.400000000000002,0.023,19.8,0.13770000000000002,51.440000000000005,0.0357,12.8,0.0237,6.6
2020-10-25,JAC,LAC,49.0,0.24390243902439024,20.75,2020,7,0.044300000000000006,22.77,0.01,17.099999999999994,0.0677,44.699999999999996,0.0107,6.721600000000001,0.0023,5.1
2020-10-25,CIN,CLE,50.5,0.37735849056603776,23.5,2020,7,0.3057,17.799999999999997,0.0703,17.7,0.1608,47.78506,0.0087,8.88,0.0137,6.4
2020-10-25,WAS,DAL,44.5,0.4651162790697674,21.75,2020,7,0.057999999999999996,27.700000000000003,0.0113,15.099999999999996,0.1686,25.000340000000005,0.0293,12.700000000000001,0.123,7.0
2020-10-25,ATL,DET,55.0,0.5454545454545454,28.0,2020,7,0.063,27.1,0.0777,19.7,0.28950000000000004,56.400000000000006,0.030199999999999998,12.499999999999998,0.05,5.6
2020-10-25,NO,CAR,50.5,0.75,28.75,2020,7,0.4358,38.81999999999999,0.0305,20.3,0.14500000000000002,25.160000000000004,0.10830000000000001,15.5,0.0693,6.5
2020-10-25,NYJ,BUF,46.0,0.2,18.0,2020,7,0.020300000000000002,18.200000000000003,0.0037,6.7,0.0593,37.62500039,0.0147,10.1,0.0107,5.8
2020-10-25,HOU,GB,56.0,0.43478260869565216,23.0,2020,7,0.0509,23.999999999999996,0.0987,20.300000000000004,0.22560000000000002,46.50000000000001,0.0133,13.0,0.011,4.6
2020-10-25,ARI,SEA,54.5,0.37735849056603776,25.5,2020,7,0.087,25.700000000000003,0.1213,23.1,0.24480000000000002,51.1,0.0077,9.700000000000001,0.0197,5.7
2020-10-25,NE,SF,45.0,0.6,24.0,2020,7,0.0423,31.199999999999996,0.0253,20.299999999999994,0.0518,34.699999999999996,0.0057,5.6000000000000005,0.0673,7.3
2020-10-25,DEN,KC,44.0,0.25,17.0,2020,7,0.0283,25.791999999999994,0.0067,13.719999999999995,0.0427,33.0363,0.039099999999999996,18.215999999999998,0.0133,4.888000000000001
2020-10-25,LV,TB,51.5,0.35714285714285715,23.75,2020,7,0.037000000000000005,23.999999999999996,0.016,16.599999999999994,0.0327,29.66,0.0685,21.8,0.005,5.5
2020-10-25,TEN,PIT,51.0,0.5454545454545454,26.0,2020,7,0.1026,22.8,0.026,17.799999999999994,0.0808,42.21,0.0543,17.94,0.0267,6.1
2020-10-25,LAC,JAC,49.0,0.7916666666666666,28.25,2020,7,0.1383,24.79,0.065,20.1,0.2045,40.71999999999999,0.10200000000000001,15.8,0.101,7.4
