Player Name,Team,rec_att,rec_yds,rec_tds,fumbles,fpts
Travis Kelce,KC,5.9,86.9,0.7,0.1,15.6
Evan Engram,NYG,6.8,67.9,0.7,0.1,14.0
Zach Ertz,PHI,6.2,65.4,0.5,0.1,12.2
Darren Waller,OAK,6.7,55.5,0.6,0.1,12.1
Mark Andrews,BAL,4.9,56.2,0.6,0.0,11.6
Delanie Walker,TEN,5.3,53.5,0.4,0.0,10.5
Greg Olsen,CAR,4.6,52.5,0.5,0.0,10.2
Austin Hooper,ATL,4.6,47.3,0.4,0.0,9.5
Eric Ebron,IND,3.5,44.0,0.4,0.0,8.7
Will Dissly,SEA,3.6,46.4,0.3,0.0,8.1
T.J. Hockenson,DET,3.3,42.8,0.2,0.0,6.8
O.J. Howard,TB,2.7,43.7,0.1,0.1,6.3
Jack Doyle,IND,3.4,36.8,0.1,0.1,6.1
Jason Witten,DAL,3.2,34.0,0.1,0.0,5.8
Vernon Davis,WAS,2.6,37.5,0.1,0.0,5.7
Jared Cook,NO,2.7,35.5,0.1,0.0,5.7
Tyler Eifert,CIN,3.0,31.4,0.1,0.0,5.4
Noah Fant,DEN,2.7,31.1,0.1,0.0,5.0
Jimmy Graham,GB,2.2,27.9,0.1,0.0,4.6
Dawson Knox,BUF,2.2,28.6,0.1,0.0,4.5
Trey Burton,CHI,2.6,26.7,0.1,0.0,4.5
Vance McDonald,PIT,2.9,26.7,0.1,0.0,4.5
Jordan Akins,HOU,1.9,26.2,0.1,0.0,4.4
Demetrius Harris,CLE,2.1,24.4,0.1,0.0,4.2
James O'Shaughnessy,JAC,2.7,23.4,0.1,0.0,4.1
Gerald Everett,LAR,1.9,24.6,0.1,0.0,4.0
Kyle Rudolph,MIN,2.0,22.0,0.1,0.0,3.8
Hayden Hurst,BAL,1.8,22.1,0.1,0.0,3.6
Cameron Brate,TB,1.7,21.3,0.1,0.0,3.6
Nick Vannett,PIT,2.0,20.1,0.1,0.0,3.5
Dallas Goedert,PHI,1.6,20.9,0.1,0.0,3.5
Mike Gesicki,MIA,2.0,22.6,0.1,0.1,3.4
Darren Fells,HOU,1.6,17.5,0.1,0.0,3.4
Blake Jarwin,DAL,1.7,20.2,0.1,0.0,3.3
Lance Kendricks,LAC,1.8,18.1,0.1,0.0,3.2
C.J. Uzomah,CIN,1.7,19.4,0.1,0.0,3.2
Irv Smith Jr.,MIN,1.6,19.0,0.1,0.0,3.1
Jesse James,DET,1.5,17.4,0.1,0.0,3.0
Jeff Heuerman,DEN,1.6,16.3,0.1,0.0,2.9
Geoff Swaim,JAC,1.8,16.4,0.1,0.0,2.9
