Player Name,Team,rush_att,rush_yds,rush_tds,rec_att,rec_yds,rec_tds,fumbles,fpts
Christian McCaffrey,CAR,18.4,85.8,0.6,5.4,44.4,0.2,0.2,20.3
Austin Ekeler,LAC,13.9,68.8,0.6,5.0,46.3,0.3,0.2,19.4
Alvin Kamara,NO,13.8,64.5,0.7,5.5,44.3,0.2,0.1,18.5
Ezekiel Elliott,DAL,20.2,92.1,0.6,2.9,24.5,0.1,0.1,17.1
Dalvin Cook,MIN,18.0,83.0,0.5,3.7,26.5,0.1,0.2,16.1
Marlon Mack,IND,18.9,84.4,0.8,1.7,13.7,0.1,0.1,15.5
James Conner,PIT,16.1,67.4,0.7,3.2,24.6,0.1,0.2,15.3
Leonard Fournette,JAC,17.5,67.4,0.5,4.2,28.9,0.1,0.1,15.1
Nick Chubb,CLE,16.3,73.8,0.5,3.0,23.3,0.1,0.1,14.8
Todd Gurley,LAR,15.5,66.5,0.7,2.3,22.3,0.1,0.1,14.6
David Johnson,ARI,13.5,54.0,0.5,4.0,32.0,0.2,0.1,14.6
Kerryon Johnson,DET,15.0,67.0,0.6,2.8,22.1,0.1,0.1,14.2
Derrick Henry,TEN,16.9,75.3,0.8,1.2,10.9,0.0,0.1,13.8
Phillip Lindsay,DEN,13.8,62.0,0.6,3.1,22.7,0.1,0.1,13.6
Mark Ingram,BAL,15.1,68.6,0.7,1.7,15.4,0.0,0.1,13.3
Joe Mixon,CIN,15.3,65.5,0.5,2.3,17.6,0.1,0.1,12.6
Aaron Jones,GB,12.3,58.9,0.6,1.9,14.2,0.1,0.1,12.4
Chris Carson,SEA,15.2,69.3,0.3,2.3,16.2,0.1,0.3,11.7
David Montgomery,CHI,14.0,57.9,0.5,1.9,15.5,0.1,0.1,11.3
Devonta Freeman,ATL,14.2,56.8,0.3,2.8,21.4,0.1,0.1,11.1
Wayne Gallman,NYG,13.3,53.4,0.3,2.9,20.3,0.1,0.1,11.0
Chris Thompson,WAS,6.4,27.7,0.1,5.1,41.9,0.1,0.1,10.7
Josh Jacobs,OAK,14.7,64.0,0.3,1.4,11.7,0.1,0.1,10.5
Carlos Hyde,HOU,15.1,65.0,0.5,0.5,5.1,0.0,0.1,10.1
James White,NE,4.0,16.8,0.1,4.2,35.7,0.4,0.0,9.9
LeSean McCoy,KC,11.6,48.0,0.2,2.2,19.5,0.1,0.1,9.5
Frank Gore,BUF,14.7,57.5,0.3,1.2,11.8,0.0,0.1,9.4
Royce Freeman,DEN,12.2,51.3,0.3,2.1,14.6,0.0,0.1,9.2
Kenyan Drake,MIA,8.2,35.1,0.1,3.4,29.0,0.1,0.1,9.2
Sony Michel,NE,14.5,57.6,0.5,0.2,1.9,0.0,0.1,9.1
Miles Sanders,PHI,11.1,46.9,0.2,2.3,18.8,0.1,0.1,8.9
Tarik Cohen,CHI,5.0,19.5,0.1,4.4,36.0,0.1,0.2,8.7
Rex Burkhead,NE,7.9,33.1,0.2,2.9,22.0,0.1,0.1,8.4
Adrian Peterson,WAS,14.3,53.9,0.3,1.1,7.9,0.0,0.1,8.3
Peyton Barber,TB,12.2,47.7,0.2,1.4,9.6,0.0,0.1,7.8
Jamaal Williams,GB,9.8,37.7,0.2,2.0,17.4,0.1,0.1,7.7
Duke Johnson,HOU,5.7,26.2,0.1,2.6,26.4,0.1,0.1,7.3
Darrel Williams,KC,8.9,36.8,0.1,1.6,15.6,0.1,0.1,7.1
Ronald Jones II,TB,10.8,44.3,0.1,0.6,7.8,0.0,0.1,6.3
Jordan Howard,PHI,10.4,40.8,0.2,0.8,6.8,0.0,0.1,6.0
Giovani Bernard,CIN,5.7,21.7,0.1,2.5,20.0,0.0,0.1,5.7
Rashaad Penny,SEA,8.5,41.1,0.1,0.6,5.7,0.0,0.1,5.7
Malcolm Brown,LAR,7.8,33.9,0.2,0.8,5.8,0.0,0.1,5.3
Melvin Gordon,LAC,5.5,23.2,0.1,1.5,12.9,0.1,0.1,5.3
Tony Pollard,DAL,7.8,30.8,0.1,1.1,9.5,0.0,0.1,5.2
Dion Lewis,TEN,4.8,19.4,0.0,2.4,16.1,0.0,0.1,5.0
Devin Singletary,BUF,5.3,21.8,0.1,1.4,17.3,0.0,0.1,5.0
Nyheim Hines,IND,3.6,12.9,0.1,2.2,17.6,0.1,0.0,4.8
Ito Smith,ATL,6.9,25.7,0.1,1.2,10.4,0.0,0.1,4.7
T.J. Yeldon,BUF,5.4,21.4,0.1,1.5,14.5,0.0,0.1,4.6
Kalen Ballage,MIA,6.8,27.7,0.1,1.1,10.3,0.0,0.1,4.6
Latavius Murray,NO,6.7,24.9,0.1,1.0,7.9,0.0,0.0,4.5
Gus Edwards,BAL,7.9,35.5,0.1,0.5,2.3,0.0,0.1,4.4
Jalen Richard,OAK,2.7,13.2,0.0,2.4,17.1,0.0,0.1,4.3
Darren Sproles,PHI,3.5,14.5,0.0,1.6,16.2,0.1,0.0,4.3
Ty Johnson,DET,5.2,22.0,0.1,1.1,8.3,0.0,0.1,4.2
Elijhaa Penny,NYG,5.6,22.8,0.1,0.6,5.1,0.0,0.0,3.9
Jaylen Samuels,PIT,4.2,15.5,0.0,1.3,11.8,0.0,0.0,3.7
C.J. Prosise,SEA,3.7,13.7,0.0,1.4,14.2,0.0,0.0,3.6
Alexander Mattison,MIN,7.2,26.3,0.1,0.3,4.1,0.0,0.1,3.6
Dare Ogunbowale,TB,2.8,10.1,0.0,1.8,13.9,0.0,0.0,3.5
Justice Hill,BAL,4.0,16.1,0.1,0.9,7.8,0.0,0.1,3.2
Mike Davis,CHI,3.9,14.2,0.0,0.9,7.9,0.0,0.0,3.0
Jordan Wilkins,IND,3.5,22.1,0.1,0.4,3.1,0.0,0.1,3.0
DeAndre Washington,OAK,4.8,18.4,0.0,0.7,5.5,0.0,0.1,2.9
Chase Edmonds,ARI,2.9,12.3,0.0,0.9,6.9,0.0,0.0,2.7
D'Ernest Johnson,CLE,3.2,12.1,0.0,0.9,9.1,0.0,0.0,2.6
J.D. McKissic,DET,1.9,12.1,0.0,0.6,6.4,0.0,0.0,2.5
Troymaine Pope,LAC,3.2,13.4,0.1,0.6,4.7,0.0,0.0,2.5
Darwin Thompson,KC,3.1,12.6,0.0,0.3,5.0,0.0,0.0,2.3
Dontrell Hilliard,CLE,2.6,8.8,0.0,0.6,6.1,0.0,0.0,1.9
Ryquell Armstead,JAC,3.1,12.1,0.0,0.3,3.1,0.0,0.0,1.7
Benny Snell Jr.,PIT,3.1,11.7,0.1,0.1,2.0,0.0,0.0,1.7
Wendell Smallwood,WAS,2.1,6.7,0.0,0.6,4.3,0.0,0.0,1.6
Brian Hill,ATL,2.5,9.8,0.0,0.3,3.3,0.0,0.0,1.6
Patrick DiMarco,BUF,0.9,2.8,0.0,1.1,6.4,0.0,0.0,1.5
Corey Clement,PHI,1.6,5.6,0.0,0.4,3.9,0.0,0.0,1.4
Mark Walton,MIA,2.2,7.6,0.0,0.3,3.2,0.0,0.0,1.3
Darrell Henderson,LAR,2.3,8.2,0.0,0.1,2.6,0.0,0.0,1.2
Alex Armah,CAR,0.9,5.4,0.1,0.2,2.2,0.0,0.0,1.2
Qadree Ollison,ATL,2.0,7.1,0.1,0.1,1.8,0.0,0.0,1.2
Brandon Bolden,NE,1.7,6.5,0.1,0.3,2.7,0.0,0.1,1.2
Andy Janovich,DEN,0.5,1.3,0.0,0.5,4.6,0.1,0.0,1.1
Reggie Bonnafon,CAR,1.9,7.6,0.0,0.1,1.6,0.0,0.0,1.1
Derek Watt,LAC,1.6,6.1,0.0,0.2,2.3,0.0,0.0,1.1
CJ Ham,MIN,0.5,1.1,0.0,0.8,4.6,0.0,0.0,1.0
Travis Homer,SEA,1.5,5.8,0.0,0.2,1.7,0.0,0.0,1.0
Ameer Abdullah,MIN,2.0,6.1,0.0,0.3,2.2,0.0,0.0,1.0
T.J. Logan,TB,0.8,2.9,0.0,0.3,2.2,0.0,0.0,0.8
Devontae Booker,DEN,1.4,5.4,0.0,0.1,2.8,0.0,0.0,0.8
Anthony Sherman,KC,0.7,2.1,0.0,0.4,3.8,0.0,0.0,0.8
Mike Boone,MIN,1.8,6.2,0.0,0.1,1.5,0.0,0.0,0.8
Zach Line,NO,0.7,2.7,0.0,0.3,2.1,0.0,0.0,0.8
Damien Harris,NE,1.8,5.8,0.0,0.1,2.2,0.0,0.0,0.8
Jordan Scarlett,CAR,1.3,4.7,0.0,0.1,1.1,0.0,0.0,0.7
Nick Bawden,DET,0.6,2.0,0.0,0.5,2.6,0.0,0.0,0.7
Roosevelt Nix,PIT,0.5,2.1,0.0,0.3,2.2,0.0,0.0,0.7
Patrick Ricard,BAL,0.1,0.3,0.0,0.4,1.9,0.0,0.0,0.6
Dan Vitale,GB,0.5,1.5,0.0,0.4,2.5,0.0,0.0,0.6
Jamize Olawale,DAL,0.4,1.2,0.0,0.3,2.6,0.0,0.0,0.6
Shaun Wilson,WAS,0.3,1.1,0.0,0.3,1.8,0.0,0.0,0.5
Myles Gaskin,MIA,0.9,3.0,0.0,0.1,1.4,0.0,0.0,0.5
David Fluellen,TEN,0.8,2.7,0.0,0.1,1.0,0.0,0.0,0.4
Alec Ingold,OAK,0.9,2.8,0.0,0.1,1.3,0.0,0.0,0.4
Dwayne Washington,NO,1.3,3.6,0.0,0.1,0.3,0.0,0.0,0.4
Buddy Howell,HOU,0.7,3.0,0.0,0.1,0.7,0.0,0.0,0.4
Patrick Laird,MIA,0.6,2.2,0.0,0.1,1.0,0.0,0.0,0.4
Tyler Ervin,JAC,0.7,2.1,0.0,0.1,1.4,0.0,0.0,0.4
Taiwan Jones,HOU,0.5,2.1,0.0,0.1,1.1,0.0,0.0,0.4
Samaje Perine,CIN,0.5,1.7,0.0,0.1,0.8,0.0,0.0,0.3
Jonathan Williams,IND,2.3,4.6,0.0,0.0,0.3,0.0,0.1,0.3
Nick Bellore,SEA,0.2,0.8,0.0,0.1,0.9,0.0,0.0,0.3
D.J. Foster,ARI,0.5,1.5,0.0,0.1,0.8,0.0,0.0,0.3
Jakob Johnson,NE,0.6,2.0,0.0,0.1,0.0,0.0,0.0,0.3
Keith Smith,ATL,0.4,1.4,0.0,0.1,0.6,0.0,0.0,0.2
Chandler Cox,MIA,0.4,1.0,0.0,0.1,0.0,0.0,0.0,0.2
Cullen Gillaspia,HOU,0.3,1.0,0.0,0.1,0.0,0.0,0.0,0.2
Trayveon Williams,CIN,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.1
Paul Perkins,DET,0.1,0.6,0.0,0.0,0.3,0.0,0.0,0.1
Damarea Crockett,OAK,2.5,7.4,0.0,0.0,3.1,0.0,0.0,0.0
Dexter Williams,GB,1.7,4.9,0.0,0.0,2.1,0.0,0.0,0.0
Jonathan Hilliman,NYG,2.0,5.7,0.0,0.0,2.4,0.0,0.0,0.0
John Kelly,LAR,3.3,10.1,0.0,0.0,3.2,0.0,0.0,0.0
Tavon Austin,DAL,1.6,4.6,0.0,0.0,2.0,0.0,0.0,0.0
Mike Weber,DAL,2.1,6.1,0.0,0.0,2.6,0.0,0.0,0.0
