Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Minnesota (MIN)MIN DST,MIN,DEN,1,8,1.9,1.3,11.8,1.69
2,Los Angeles (LAR)LAR DST,LAR,CHI,1,6,2.4,1.1,9.3,1.21
3,Buffalo (BUF)BUF DST,BUF,MIA,1,8,2.9,1.1,9.1,1.21
4,San Francisco (SF)SF DST,SF,ARI,1,13,4.4,2.0,9.0,4.0
5,Pittsburgh (PIT)PIT DST,PIT,CLE,2,14,5.9,1.7,8.6,1.445
6,New Orleans (NO)NO DST,NO,TB,1,10,6.3,1.4,8.5,1.96
7,New England (NE)NE DST,NE,PHI,4,12,7.6,1.9,8.4,0.9025
8,Dallas (DAL)DAL DST,DAL,DET,2,17,8.9,2.1,8.4,2.205
9,Oakland (OAK)OAK DST,OAK,CIN,4,16,9.3,3.1,8.3,2.4025
10,New York (NYJ)NYJ DST,NYJ,WAS,1,15,9.3,2.0,7.9,4.0
11,Chicago (CHI)CHI DST,CHI,LAR,6,19,11.8,2.8,7.7,1.30666666667
12,Carolina (CAR)CAR DST,CAR,ATL,9,16,12.5,1.7,7.6,0.321111111111
13,Washington (WAS)WAS DST,WAS,NYJ,4,18,13.6,3.4,7.5,2.89
14,Baltimore (BAL)BAL DST,BAL,HOU,6,18,13.9,1.7,7.5,0.481666666667
15,Cleveland (CLE)CLE DST,CLE,PIT,5,21,14.2,3.0,7.4,1.8
16,Indianapolis (IND)IND DST,IND,JAC,10,18,15.2,1.7,7.3,0.289
17,Jacksonville (JAC)JAC DST,JAC,IND,8,22,16.4,2.7,7.0,0.91125
18,Kansas City (KC)KC DST,KC,LAC,5,20,16.2,2.4,7.0,1.152
19,Miami (MIA)MIA DST,MIA,BUF,16,23,19.5,1.1,6.9,0.075625
20,Denver (DEN)DEN DST,DEN,MIN,17,26,20.2,2.0,6.7,0.235294117647
21,Atlanta (ATL)ATL DST,ATL,CAR,13,26,21.7,2.1,6.7,0.339230769231
22,Philadelphia (PHI)PHI DST,PHI,NE,19,26,22.4,1.4,6.3,0.103157894737
23,Tampa Bay (TB)TB DST,TB,NO,13,27,22.5,2.2,6.1,0.372307692308
24,Arizona (ARI)ARI DST,ARI,SF,19,27,24.0,1.9,6.0,0.19
25,Detroit (DET)DET DST,DET,DAL,21,27,24.5,1.1,5.4,0.057619047619
26,Los Angeles (LAC)LAC DST,LAC,KC,21,27,25.6,1.1,5.3,0.057619047619
27,Houston (HOU)HOU DST,HOU,BAL,20,28,25.7,1.7,5.3,0.1445
28,Cincinnati (CIN)CIN DST,CIN,OAK,27,28,28.0,0.2,5.1,0.00148148148148
