Rank,Player Name,Team,Matchup,Best Rank,Worst Rank,Avg Rank,Std Dev,proj_pts,uncertainty
1,Michael Thomas,NO,TB,1,1,1.0,0.0,25.5,0.0
2,Tyreek Hill,KC,LAC,2,6,2.3,0.8,19.9,0.32
3,DeAndre Hopkins,HOU,BAL,2,8,4.1,1.2,19.3,0.72
4,Julio Jones,ATL,CAR,2,7,4.2,1.0,18.7,0.5
5,Mike Evans,TB,NO,3,8,5.2,1.4,18.4,0.653333333333
6,Chris Godwin,TB,NO,3,13,5.9,1.9,17.6,1.20333333333
7,Amari Cooper,DAL,DET,2,12,6.2,1.6,17.6,1.28
8,Julian Edelman,NE,PHI,5,10,8.4,0.9,16.8,0.162
9,Cooper Kupp,LAR,CHI,6,10,8.7,0.9,16.6,0.135
10,Keenan Allen,LAC,KC,4,12,10.2,1.0,16.5,0.25
11,D.J. Moore,CAR,ATL,7,14,10.5,1.3,15.6,0.241428571429
12,D.J. Chark,JAC,IND,9,24,13.0,2.5,15.4,0.694444444444
13,John Brown,BUF,MIA,10,17,13.5,1.0,15.2,0.1
14,Stefon Diggs,MIN,DEN,4,25,14.5,2.7,15.0,1.8225
15,Odell Beckham Jr.,CLE,PIT,14,26,16.2,1.4,14.2,0.14
16,Michael Gallup,DAL,DET,14,26,17.5,2.4,14.0,0.411428571429
17,Kenny Golladay,DET,DAL,12,52,18.6,3.2,13.8,0.853333333333
18,Courtland Sutton,DEN,MIN,12,33,18.7,2.8,13.9,0.653333333333
19,Allen Robinson,CHI,LAR,14,33,18.9,2.5,13.8,0.446428571429
20,Curtis Samuel,CAR,ATL,14,29,20.0,1.5,13.8,0.160714285714
21,Terry McLaurin,WAS,NYJ,15,34,22.4,3.0,13.7,0.6
22,Emmanuel Sanders,SF,ARI,11,43,23.7,8.5,13.7,6.56818181818
23,Marquise Brown,BAL,HOU,13,34,24.3,3.7,13.7,1.05307692308
24,Mohamed Sanu,NE,PHI,20,38,25.5,2.8,13.1,0.392
25,Tyrell Williams,OAK,CIN,12,38,25.7,3.7,13.4,1.14083333333
26,JuJu Smith-Schuster,PIT,CLE,15,45,26.3,4.3,13.0,1.23266666667
27,Jarvis Landry,CLE,PIT,20,34,26.3,3.4,13.3,0.578
28,Jamison Crowder,NYJ,WAS,19,42,27.2,3.4,13.0,0.608421052632
29,Calvin Ridley,ATL,CAR,18,37,28.2,4.0,12.9,0.888888888889
30,Christian Kirk,ARI,SF,21,44,28.9,3.4,12.8,0.550476190476
31,Tyler Boyd,CIN,OAK,14,36,29.5,4.4,12.4,1.38285714286
32,Robert Woods,LAR,CHI,18,34,29.7,2.6,12.4,0.375555555556
33,Sammy Watkins,KC,LAC,19,42,32.9,3.9,12.3,0.800526315789
34,Mike Williams,LAC,KC,19,40,34.1,3.5,12.2,0.644736842105
35,Deebo Samuel,SF,ARI,23,45,34.7,3.3,12.0,0.47347826087
36,Dede Westbrook,JAC,IND,29,44,35.0,2.9,11.9,0.29
37,Devante Parker,MIA,BUF,27,43,36.0,2.4,11.9,0.213333333333
38,Marvin Jones,DET,DAL,32,54,37.3,2.4,11.8,0.18
39,Zach Pascal,IND,JAC,22,42,37.8,2.2,11.8,0.22
40,Auden Tate,CIN,OAK,34,50,40.1,2.2,11.5,0.142352941176
41,Larry Fitzgerald,ARI,SF,37,53,43.0,2.0,11.5,0.108108108108
42,Kenny Stills,HOU,BAL,29,50,43.5,3.3,11.4,0.375517241379
43,Hunter Renfrow,OAK,CIN,35,53,43.8,3.5,10.8,0.35
44,Cole Beasley,BUF,MIA,32,50,44.1,2.8,10.8,0.245
45,Robby Anderson,NYJ,WAS,39,56,44.8,4.0,10.7,0.410256410256
46,Randall Cobb,DAL,DET,30,54,46.3,3.2,10.8,0.341333333333
47,Diontae Johnson,PIT,CLE,37,58,48.0,3.5,10.7,0.331081081081
48,Demaryius Thomas,NYJ,WAS,41,61,48.5,3.7,10.7,0.333902439024
49,Phillip Dorsett,NE,PHI,40,60,48.5,4.2,10.7,0.441
50,Josh Reynolds,LAR,CHI,40,68,50.0,4.3,10.6,0.46225
51,Chris Conley,JAC,IND,42,59,51.2,3.1,10.3,0.22880952381
52,Ted Ginn,NO,TB,50,59,53.9,2.8,10.0,0.1568
53,Danny Amendola,DET,DAL,36,65,54.3,4.2,9.8,0.49
54,Russell Gage,ATL,CAR,46,61,54.7,3.3,9.9,0.236739130435
55,Taylor Gabriel,CHI,LAR,41,63,54.7,3.1,9.7,0.234390243902
56,James Washington,PIT,CLE,49,66,55.8,4.1,9.5,0.34306122449
57,Nelson Agholor,PHI,NE,38,68,56.2,5.9,9.7,0.916052631579
58,Chester Rogers,IND,JAC,53,76,58.2,4.6,9.3,0.399245283019
59,Olabisi Johnson,MIN,DEN,55,73,60.0,3.4,8.8,0.210181818182
60,Alex Erickson,CIN,OAK,42,71,60.2,3.8,8.9,0.34380952381
61,Willie Snead,BAL,HOU,60,71,63.7,2.4,8.5,0.096
62,Mecole Hardman,KC,LAC,53,86,63.2,5.5,8.2,0.570754716981
63,Demarcus Robinson,KC,LAC,56,85,66.6,5.0,8.3,0.446428571429
64,Allen Hurns,MIA,BUF,51,81,66.6,5.3,8.5,0.550784313725
65,Anthony Miller,CHI,LAR,63,72,66.4,3.0,8.1,0.142857142857
66,Albert Wilson,MIA,BUF,57,79,67.7,3.9,8.0,0.266842105263
67,Kendrick Bourne,SF,ARI,48,76,66.1,7.1,7.9,1.05020833333
68,Trey Quinn,WAS,NYJ,46,73,67.7,3.0,7.9,0.195652173913
69,Tre'Quan Smith,NO,TB,52,80,66.0,5.1,7.7,0.500192307692
70,Zay Jones,OAK,CIN,60,79,67.7,3.9,7.3,0.2535
71,Andy Isabella,ARI,SF,54,82,69.0,4.9,7.2,0.44462962963
72,Rashard Higgins,CLE,PIT,63,79,73.7,3.7,7.0,0.217301587302
73,Jakeem Grant,MIA,BUF,68,84,74.3,3.2,6.9,0.150588235294
74,DaeSean Hamilton,DEN,MIN,69,85,75.2,3.5,6.7,0.177536231884
