Name_ID,ID,Pos
Rams  (19625455),19625455,DST
Broncos  (19625456),19625456,DST
Colts  (19625458),19625458,DST
Cowboys  (19625460),19625460,DST
Bengals  (19625459),19625459,DST
Vikings  (19625464),19625464,DST
Packers  (19625457),19625457,DST
Cardinals  (19625467),19625467,DST
Panthers  (19625465),19625465,DST
Browns  (19625468),19625468,DST
Raiders  (19625461),19625461,DST
Patriots  (19625462),19625462,DST
Chargers  (19625469),19625469,DST
Ravens  (19625471),19625471,DST
Chiefs  (19625466),19625466,DST
Bears  (19625463),19625463,DST
Lions  (19625473),19625473,DST
Texans  (19625472),19625472,DST
WAS Football Team  (19625474),19625474,DST
Giants  (19625470),19625470,DST
Patrick Mahomes (19624545),19624545,QB
Lamar Jackson (19624547),19624547,QB
Kyler Murray (19624546),19624546,QB
Justin Herbert (19624548),19624548,QB
Dak Prescott (19624550),19624550,QB
Matthew Stafford (19624551),19624551,QB
Aaron Rodgers (19624549),19624549,QB
Joe Burrow (19624552),19624552,QB
Taylor Heinicke (19624556),19624556,QB
Sam Darnold (19624554),19624554,QB
Kirk Cousins (19624553),19624553,QB
Carson Wentz (19624560),19624560,QB
Daniel Jones (19624559),19624559,QB
Teddy Bridgewater (19624557),19624557,QB
Derek Carr (19624558),19624558,QB
Jared Goff (19624566),19624566,QB
Baker Mayfield (19624555),19624555,QB
Justin Fields (19624565),19624565,QB
Mac Jones (19624563),19624563,QB
Davis Mills (19624562),19624562,QB
Davante Adams (19624851),19624851,WR
Tyreek Hill (19624853),19624853,WR
Austin Ekeler (19624615),19624615,RB
Ezekiel Elliott (19624623),19624623,RB
Cooper Kupp (19624859),19624859,WR
Travis Kelce (19625231),19625231,TE
Kareem Hunt (19624635),19624635,RB
Justin Jefferson (19624857),19624857,WR
Terry McLaurin (19624865),19624865,WR
DJ Moore (19624863),19624863,WR
Dalvin Cook (19624617),19624617,RB
Jonathan Taylor (19624627),19624627,RB
Aaron Jones (19624619),19624619,RB
Ja'Marr Chase (19624867),19624867,WR
D'Andre Swift (19624633),19624633,RB
Keenan Allen (19624871),19624871,WR
DeAndre Hopkins (19624861),19624861,WR
Mike Williams (19624855),19624855,WR
Darren Waller (19625233),19625233,TE
Joe Mixon (19624631),19624631,RB
CeeDee Lamb (19624869),19624869,WR
Mark Andrews (19625235),19625235,TE
Courtland Sutton (19624873),19624873,WR
Robert Woods (19624875),19624875,WR
Antonio Gibson (19624629),19624629,RB
Amari Cooper (19624877),19624877,WR
Darrell Henderson Jr. (19624639),19624639,RB
Darrel Williams (19624675),19624675,RB
Marquise Brown (19624879),19624879,WR
Brandin Cooks (19624881),19624881,WR
Michael Pittman Jr. (19624891),19624891,WR
Josh Jacobs (19624643),19624643,RB
Tee Higgins (19624895),19624895,WR
Tyler Boyd (19624893),19624893,WR
Adam Thielen (19624883),19624883,WR
Jakobi Meyers (19624889),19624889,WR
Khalil Herbert (19624685),19624685,RB
Allen Robinson II (19624897),19624897,WR
Kadarius Toney (19624887),19624887,WR
T.J. Hockenson (19625237),19625237,TE
Amon-Ra St. Brown (19624935),19624935,WR
Sterling Shepard (19624909),19624909,WR
Odell Beckham Jr. (19624901),19624901,WR
Chuba Hubbard (19624641),19624641,RB
Tim Patrick (19624903),19624903,WR
Hunter Renfrow (19624913),19624913,WR
Chase Edmonds (19624651),19624651,RB
Darnell Mooney (19624929),19624929,WR
Devontae Booker (19624657),19624657,RB
Javonte Williams (19624665),19624665,RB
Robby Anderson (19624917),19624917,WR
Noah Fant (19625241),19625241,TE
Dalton Schultz (19625239),19625239,TE
Melvin Gordon III (19624663),19624663,RB
Henry Ruggs III (19624899),19624899,WR
Ricky Seals-Jones (19625267),19625267,TE
Damien Harris (19624661),19624661,RB
Jamaal Williams (19624667),19624667,RB
Tony Pollard (19624649),19624649,RB
Rondale Moore (19624921),19624921,WR
Mecole Hardman (19624933),19624933,WR
J.D. McKissic (19624677),19624677,RB
Tyler Higbee (19625243),19625243,TE
Latavius Murray (19624647),19624647,RB
T.Y. Hilton (19624937),19624937,WR
Jared Cook (19625259),19625259,TE
A.J. Green (19624915),19624915,WR
Nyheim Hines (19624679),19624679,RB
Christian Kirk (19624905),19624905,WR
Jerick McKinnon (19624695),19624695,RB
Randall Cobb (19624949),19624949,WR
Kalif Raymond (19624911),19624911,WR
Demetric Felton (19624739),19624739,RB
James Conner (19624655),19624655,RB
Evan Engram (19625253),19625253,TE
Nelson Agholor (19624939),19624939,WR
Devin Duvernay (19624971),19624971,WR
Rashod Bateman (19625097),19625097,WR
AJ Dillon (19624671),19624671,RB
Kendrick Bourne (19624951),19624951,WR
Van Jefferson Jr. (19624975),19624975,WR
John Ross III (19624995),19624995,WR
Tyler Conklin (19625257),19625257,TE
KhaDarel Hodge (19625119),19625119,WR
K.J. Osborn (19624961),19624961,WR
DeAndre Carter (19625157),19625157,WR
Zach Pascal (19624925),19624925,WR
Hunter Henry (19625247),19625247,TE
Adam Humphries (19624969),19624969,WR
Bryan Edwards (19624957),19624957,WR
Alexander Mattison (19624637),19624637,RB
Terrace Marshall Jr. (19624959),19624959,WR
David Johnson (19624683),19624683,RB
Robert Tonyan (19625249),19625249,TE
Donovan Peoples-Jones (19624965),19624965,WR
Demarcus Robinson (19624981),19624981,WR
David Njoku (19625251),19625251,TE
Jonnu Smith (19625265),19625265,TE
Cedrick Wilson (19624947),19624947,WR
Rashard Higgins (19624927),19624927,WR
Mo Alie-Cox (19625263),19625263,TE
Parris Campbell (19624977),19624977,WR
Ian Thomas (19625277),19625277,TE
Mark Ingram II (19624701),19624701,RB
Demetrius Harris (19625319),19625319,TE
Brandon Bolden (19624681),19624681,RB
Austin Hooper (19625275),19625275,TE
Donald Parham Jr. (19625271),19625271,TE
Cole Kmet (19625273),19625273,TE
Chris Conley (19624987),19624987,WR
C.J. Uzomah (19625261),19625261,TE
Allen Lazard (19624963),19624963,WR
DeSean Jackson (19624955),19624955,WR
Chris Moore (19624999),19624999,WR
Jalen Guyton (19624973),19624973,WR
Sony Michel (19624699),19624699,RB
Jack Doyle (19625269),19625269,TE
Byron Pringle (19624991),19624991,WR
Blake Jarwin (19625279),19625279,TE
Kenyan Drake (19624697),19624697,RB
Rhamondre Stevenson (19624689),19624689,RB
Marquise Goodwin (19625187),19625187,WR
Chris Evans (19624795),19624795,RB
Josh Gordon (19624979),19624979,WR
Marlon Mack (19624837),19624837,RB
Phillip Lindsay (19624843),19624843,RB
N'Keal Harry (19625003),19625003,WR
Royce Freeman (19624849),19624849,RB
Kendall Hinton (19624997),19624997,WR
Jordan Akins (19625447),19625447,TE
D'Ernest Johnson (19624741),19624741,RB
Joshua Kelley (19624781),19624781,RB
Devonta Freeman (19624767),19624767,RB
Collin Johnson (19625141),19625141,WR
Auden Tate (19625127),19625127,WR
Pharaoh Brown (19625445),19625445,TE
James Proche (19625093),19625093,WR
Joshua Palmer (19625105),19625105,WR
Peyton Barber (19624691),19624691,RB
Kyle Rudolph (19625381),19625381,TE
C.J. Board (19625139),19625139,WR
Harrison Bryant (19625325),19625325,TE
Larry Rountree III (19624693),19624693,RB
Dyami Brown (19624985),19624985,WR
