Russell Gage,1.2,ATL,
Phillip Walker,1,CAR,
Teddy Bridgewater,0.0001,CAR,
Ian Thomas,1,CAR,
A.J. Green,1.1,CIN,
Drew Sample,1.1,CIN,
Mike Thomas,0.0001,CIN,
KhaDarel Hodge,1.65,CLE,
Taywan Taylor,0.0001,CLE,
Quintez Cephus,1,DET,Missing from fantasypros
Marvin Hall,1.1,DET,
Danny Amendola,0.0001,DET,
Kenny Golladay,0.0001,DET,
Allen Lazard,1.1,GB,
Jordan Akins,1.1,HOU,
Darren Fells,0.9,HOU,
Isaiah Coulter,0.0001,HOU,
Tyler Eifert,1.1,JAC,
Tyler Davis,0.0001,JAC,
James Oshaughnessy,0.0001,JAC,
Jalen Guyton,1.05,LAC,
Kyle Rudolph,0.8,MIN,
Irv Smith Jr.,1.4,MIN,
Damiere Byrd,1.1,NE,
N'Keal Harry,0.0001,NE,Likely out
Isaiah Ford,1,NE,Might be in this week
Sony Michel,0.0001,NE,
Isaiah Ford,0.0001,NE,
Alvin Kamara,1.05,NO,Leverage play
Josh Hill,0.0001,NO,
Alshon Jeffery,1.3,PHI,
Quez Watkins,0.0001,PHI,
Adam Humphries,0.0001,TEN,
Jeff Badet,0.0001,WAS,
Dontrelle Inman,0.0001,WAS,
Nyheim Hines,1.05,IND,positive reports
Adam Thielen,1.05,MIN,Leverage off ownership
Kalen Ballage,1.05,LAC,
Tyler Eifert,1.2,JAC,
